LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID
M,3~~~~,NS,B,HWL,NSHWL3~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N
U,5~~~~,NS,B,KTV,NSKTV5~~~~A
U,6~~~~,NS,A,LWR,NSLWR6~~~~A
L,5~~~~,NS,A,ACA,NSACA5~~~~A
U,5~~~~,NS,B,AVP,NSAVP5~~~~A
U,5~~~~,NS,B,FSH,NSFSH5~~~~A
U,3~~~~,NS,B,GMO,NSGMO3~~~~A
U,5~~~~,NS,B,MDD,NSMDD5~~~~A
U,2~~~~,NS,B,NUX,NSNUX2~~~~A
M,3~~~~,NS,C,BDW,NSBDW3~~~~N
M,3~~~~,NS,B,HTN,NSHTN3~~~~N
U,5~~~~,NS,B,BDW,NSBDW5~~~~N
U,5~~~~,NS,B,BDW,NSBDW5~~~~N
D,3~~~~,NS,B,GMO,NSGMO3~~~~A
U,5~~~~,NS,B,KTV,NSKTV5~~~~A
L,5~~~~,NS,A,ACA,NSACA5~~~~A
M,3~~~~,NS,B,BDW,NSBDW3~~~~N
U,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,4~~~~,NS,B,WFV,NSWFV4~~~~A
U,6~~~~,NS,B,BDW,NSBDW6~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,3~~~~,NS,D,HFX,NSHFX3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
U,5~~~~,NS,B,BWT,NSBWT5~~~~N
U,5~~~~,NS,B,HWL,NSHWL5~~~~N
U,6~~~~,NS,B,APG,NSAPG6~~~~N
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N
M,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,6~~~~,NS,A,APG,NSAPG6~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N
U,5~~~~,NS,B,GIB,NSGIB5~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
U,6~~~~,NS,A,APG,NSAPG6~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
L,3~~~~,NS,A,CBR,NSCBR3~~~~A
L,6~~~~,NS,A,CBR,NSCBR6~~~~A
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
U,6~~~~,NS,A,APG,NSAPG6~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,3~~~~,NS,C,GIB,NSGIB3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,6~~~~,NS,A,APG,NSAPG6~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,5~~~~,NS,B,BWT,NSBWT5~~~~N
M,3~~~~,NS,B,BWT,NSBWT3~~~~N
M,3~~~~,NS,C,BWT,NSBWT3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,6~~~~,NS,A,BWT,NSBWT6~~~~N
U,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
U,5~~~~,NS,B,HTN,NSHTN5~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,3~~~~,NS,B,BWT,NSBWT3~~~~N
U,5~~~~,NS,B,HFX,NSHFX5~~~~N
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
U,5~~~~,NS,B,HTN,NSHTN5~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,3~~~~,NS,B,BWT,NSBWT3~~~~N
M,3~~~~,NS,B,HWL,NSHWL3~~~~N
U,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
U,5~~~~,NS,B,HTN,NSHTN5~~~~N
U,5~~~~,NS,B,BWT,NSBWT5~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,BWT,NSBWT3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,3~~~~,NS,B,HFX,NSHFX3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
U,5~~~~,NS,B,HFX,NSHFX5~~~~N
U,5~~~~,NS,B,HTN,NSHTN5~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,BWT,NSBWT3~~~~N
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,C,BWT,NSBWT3~~~~N
U,2~~~~,NS,B,NUX,NSNUX2~~~~A
M,6~~~~,NS,A,BWT,NSBWT6~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,3~~~~,NS,B,BWT,NSBWT3~~~~N
M,3~~~~,NS,B,HWL,NSHWL3~~~~N
M,4~~~~,NS,B,WFV,NSWFV4~~~~A
M,6~~~~,NS,A,BWT,NSBWT6~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,4~~~~,NS,B,WFV,NSWFV4~~~~A
M,5~~~~,NS,B,WFV,NSWFV5~~~~A
M,3~~~~,NS,B,BWT,NSBWT3~~~~N
M,5~~~~,NS,B,BWT,NSBWT5~~~~N
M,4~~~~,NS,C,QUE,NSQUE4~~~~A
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,5~~~~,NS,B,WFV,NSWFV5~~~~A
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,6~~~~,NS,A,WFV,NSWFV6~~~~A
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,B,BWT,NSBWT3~~~~N
M,3~~~~,NS,B,HWL,NSHWL3~~~~N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A
M,2~~~~,NS,B,TBO,NSTBO2~~~~A
M,5~~~~,NS,B,WFV,NSWFV5~~~~A
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,3~~~~,NS,B,BWT,NSBWT3~~~~N
M,6~~~~,NS,A,HFX,NSHFX6~~~~N
M,4~~~~,NS,B,WFV,NSWFV4~~~~A
M,5~~~~,NS,B,HFX,NSHFX5~~~~N
M,5~~~~,NS,B,HTN,NSHTN5~~~~N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,5~~~~,NS,B,HBT,NSHBT5~~~~A
M,6~~~~,NS,A,HBT,NSHBT6~~~~A
M,3~~~~,NS,C,GIB,NSGIB3~~~~N
M,5~~~~,NS,C,GIB,NSGIB5~~~~N
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
M,5~~~~,NS,C,HTN,NSHTN5~~~~N
M,~~~~~,NS,C,ZMT,NSZMT~~~~~N
L,6~~~~,NS,A,MLL,NSMLL6~~~~A
L,~~~~~,NS,A,ZCB,NSZCB~~~~~N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N
M,5~~~~,NS,C,GIB,NSGIB5~~~~N
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,3~~~~,NS,B,HTN,NSHTN3~~~~N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N
D,3~~~~,NS,C,GIB,NSGIB3~~~~N
D,3~~~~,NS,C,THM,NSTHM3~~~~N
D,3~~~~,NS,C,HTN,NSHTN3~~~~N
D,2~~~~,NS,B,HBT,NSHBT2~~~~A
D,~~~~~,NS,C,ZRL,NSZRL~~~~~N
D,3~~~~,NS,E,HTN,NSHTN3~~~~N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N
D,3~~~~,NS,D,GIB,NSGIB3~~~~N
M,3~~~~,NS,C,THM,NSTHM3~~~~N
D,~~~~~,NS,E,ZRL,NSZRL~~~~~N
M,5~~~~,NS,C,GIB,NSGIB5~~~~N
M,5~~~~,NS,C,THM,NSTHM5~~~~N
M,3~~~~,NS,D,WBO,NSWBO3~~~~N
D,3~~~~,NS,D,THM,NSTHM3~~~~N
D,3~~~~,NS,D,HWL,NSHWL3~~~~N
D,5~~~~,NS,B,MLO,NSMLO5~~~~A
D,2~~~~,NS,B,HBT,NSHBT2~~~~A
D,6~~~~,NS,A,MLL,NSMLL6~~~~A
D,6~~~~,NS,B,QUE,NSQUE6~~~~A
D,~~~~~,NS,D,ZRL,NSZRL~~~~~N
D,3~~~~,NS,C,WBO,NSWBO3~~~~N
D,3~~~~,NS,E,HWL,NSHWL3~~~~N
D,3~~~~,NS,E,WBO,NSWBO3~~~~N
D,2~~~~,NS,B,HBT,NSHBT2~~~~A
D,5~~~~,NS,B,MLO,NSMLO5~~~~A
D,3~~~~,NS,F,HWL,NSHWL3~~~~N
D,~~~~~,NS,F,ZRL,NSZRL~~~~~N
D,5~~~~,NS,C,HWL,NSHWL5~~~~N
D,3~~~~,NS,D,THM,NSTHM3~~~~N
D,5~~~~,NS,C,THM,NSTHM5~~~~N
D,3~~~~,NS,F,HTN,NSHTN3~~~~N
D,3~~~~,NS,F,HWL,NSHWL3~~~~N
D,~~~~~,NS,F,ZRL,NSZRL~~~~~N
D,3~~~~,NS,F,GIB,NSGIB3~~~~N
D,3~~~~,NS,F,THM,NSTHM3~~~~N
D,5~~~~,NS,E,GIB,NSGIB5~~~~N
D,5~~~~,NS,E,THM,NSTHM5~~~~N
H,2~~~~,NS,B,HBT,NSHBT2~~~~A
L,3~~~~,NS,A,CBR,NSCBR3~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,6~~~~,NS,B,SUI,NSSUI6~~~~N
M,2~~~~,NS,B,CNG,NSCNG2~~~~A
M,5~~~~,NS,B,SUI,NSSUI5~~~~N
M,6~~~~,NS,B,SUI,NSSUI6~~~~N
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,3~~~~,NS,D,SUI,NSSUI3~~~~N
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
D,3~~~~,NS,D,THM,NSTHM3~~~~N
D,3~~~~,NS,D,HWL,NSHWL3~~~~N
D,5~~~~,NS,C,THM,NSTHM5~~~~N
D,~~~~~,NS,D,ZRL,NSZRL~~~~~N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,2~~~~,NS,B,CNG,NSCNG2~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,2~~~~,NS,C,CNG,NSCNG2~~~~A
M,2~~~~,NS,D,HBT,NSHBT2~~~~A
L,3~~~~,NS,A,CBR,NSCBR3~~~~A
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
L,6~~~~,NS,A,MLL,NSMLL6~~~~A
D,3~~~~,NS,E,HWL,NSHWL3~~~~N
D,3~~~~,NS,E,THM,NSTHM3~~~~N
D,3~~~~,NS,C,THM,NSTHM3~~~~N
D,5~~~~,NS,C,THM,NSTHM5~~~~N
M,4~~~~,NS,D,QUE,NSQUE4~~~~A
D,~~~~~,NS,E,ZRL,NSZRL~~~~~N
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,5~~~~,NS,B,MLO,NSMLO5~~~~A
M,5~~~~,NS,C,DGC,NSDGC5~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,4~~~~,NS,D,QUE,NSQUE4~~~~A
M,3~~~~,NS,E,THM,NSTHM3~~~~N
M,3~~~~,NS,D,WBO,NSWBO3~~~~N
M,3~~~~,NS,D,HWL,NSHWL3~~~~N
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
L,5~~~~,NS,A,CBR,NSCBR5~~~~A
M,6~~~~,NS,A,QUE,NSQUE6~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,5~~~~,NS,C,DGC,NSDGC5~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,5~~~~,NS,C,DGC,NSDGC5~~~~A
M,3~~~~,NS,C,THM,NSTHM3~~~~N
D,3~~~~,NS,E,HWL,NSHWL3~~~~N
D,3~~~~,NS,E,THM,NSTHM3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,5~~~~,NS,C,THM,NSTHM5~~~~N
D,~~~~~,NS,E,ZRL,NSZRL~~~~~N
U,6~~~~,NS,B,QUE,NSQUE6~~~~A
U,5~~~~,NS,B,QUE,NSQUE5~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,4~~~~,NS,B,QUE,NSQUE4~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,4~~~~,NS,D,QUE,NSQUE4~~~~A
L,6~~~~,NS,A,MLL,NSMLL6~~~~A
M,4~~~~,NS,B,PGW,NSPGW4~~~~A
M,6~~~~,NS,A,QUE,NSQUE6~~~~A
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N
M,5~~~~,NS,B,DRT,NSDRT5~~~~A
M,3~~~~,NS,B,SUI,NSSUI3~~~~N
M,5~~~~,NS,B,SUI,NSSUI5~~~~N
M,6~~~~,NS,B,MSW,NSMSW6~~~~A
M,4~~~~,NS,B,PGW,NSPGW4~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,5~~~~,NS,C,SUI,NSSUI5~~~~N
L,5~~~~,NS,A,CBR,NSCBR5~~~~A
M,6~~~~,NS,A,QUE,NSQUE6~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,2~~~~,NS,C,CNG,NSCNG2~~~~A
L,6~~~~,NS,A,MLL,NSMLL6~~~~A
M,4~~~~,NS,B,PGW,NSPGW4~~~~A
D,3~~~~,NS,D,SUI,NSSUI3~~~~N
D,3~~~~,NS,D,HWL,NSHWL3~~~~N
D,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
L,3~~~~,NS,A,CBR,NSCBR3~~~~A
M,5~~~~,NS,C,DGC,NSDGC5~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
U,5~~~~,NS,B,DGC,NSDGC5~~~~A
U,6~~~~,NS,B,JGG,NSJGG6~~~~N
U,6~~~~,NS,A,SUI,NSSUI6~~~~N
U,5~~~~,NS,B,SUI,NSSUI5~~~~N
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
U,5~~~~,NS,B,SUI,NSSUI5~~~~N
U,5~~~~,NS,B,HWL,NSHWL5~~~~N
U,3~~~~,NS,B,SUI,NSSUI3~~~~N
U,6~~~~,NS,A,SUI,NSSUI6~~~~N
U,6~~~~,NS,A,SUI,NSSUI6~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,3~~~~,NS,B,SUI,NSSUI3~~~~N
U,5~~~~,NS,B,SUI,NSSUI5~~~~N
U,3~~~~,NS,B,SUI,NSSUI3~~~~N
U,2~~~~,NS,B,HBT,NSHBT2~~~~A
U,3~~~~,NS,B,HWL,NSHWL3~~~~N
U,5~~~~,NS,B,SUI,NSSUI5~~~~N
U,6~~~~,NS,A,SUI,NSSUI6~~~~N
M,5~~~~,NS,C,SUI,NSSUI5~~~~N
M,5~~~~,NS,C,HWL,NSHWL5~~~~N
M,3~~~~,NS,B,SUI,NSSUI3~~~~N
M,6~~~~,NS,B,SUI,NSSUI6~~~~N
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,5~~~~,NS,B,SUI,NSSUI5~~~~N
M,5~~~~,NS,B,DGC,NSDGC5~~~~A
M,6~~~~,NS,B,SUI,NSSUI6~~~~N
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,3~~~~,NS,B,SUI,NSSUI3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,3~~~~,NS,D,HWL,NSHWL3~~~~N
M,4~~~~,NS,C,QUE,NSQUE4~~~~A
U,3~~~~,NS,C,THM,NSTHM3~~~~N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,5~~~~,NS,B,SUI,NSSUI5~~~~N
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
U,5~~~~,NS,B,SUI,NSSUI5~~~~N
U,3~~~~,NS,B,SUI,NSSUI3~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,5~~~~,NS,B,HWL,NSHWL5~~~~N
U,3~~~~,NS,B,HWL,NSHWL3~~~~N
U,6~~~~,NS,A,SUI,NSSUI6~~~~N
U,5~~~~,NS,B,SUI,NSSUI5~~~~N
U,5~~~~,NS,B,HWL,NSHWL5~~~~N
U,3~~~~,NS,B,SUI,NSSUI3~~~~N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,5~~~~,NS,B,DRT,NSDRT5~~~~A
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,2~~~~,NS,B,HBT,NSHBT2~~~~A
M,5~~~~,NS,B,DRT,NSDRT5~~~~A
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
L,6~~~~,NS,A,MLL,NSMLL6~~~~A
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
M,5~~~~,NS,D,DGC,NSDGC5~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,3~~~~,NS,D,WBO,NSWBO3~~~~N
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,6~~~~,NS,B,MSW,NSMSW6~~~~A
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
M,5~~~~,NS,B,SUI,NSSUI5~~~~N
M,6~~~~,NS,A,SUI,NSSUI6~~~~N
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,3~~~~,NS,D,WBO,NSWBO3~~~~N
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
M,5~~~~,NS,D,MLO,NSMLO5~~~~A
M,3~~~~,NS,B,CBR,NSCBR3~~~~A
M,3~~~~,NS,D,HWL,NSHWL3~~~~N
M,3~~~~,NS,C,THM,NSTHM3~~~~N
M,5~~~~,NS,C,THM,NSTHM5~~~~N
M,3~~~~,NS,B,CBR,NSCBR3~~~~A
M,3~~~~,NS,B,WBO,NSWBO3~~~~N
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,5~~~~,NS,C,THM,NSTHM5~~~~N
L,3~~~~,NS,B,CBR,NSCBR3~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,5~~~~,NS,C,DGC,NSDGC5~~~~A
M,2~~~~,NS,C,HBT,NSHBT2~~~~A
L,3~~~~,NS,A,CBR,NSCBR3~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
L,6~~~~,NS,A,MLL,NSMLL6~~~~A
M,3~~~~,NS,C,SUI,NSSUI3~~~~N
M,2~~~~,NS,B,TBO,NSTBO2~~~~A
D,3~~~~,NS,D,WBO,NSWBO3~~~~N
D,3~~~~,NS,D,WBO,NSWBO3~~~~N
D,3~~~~,NS,E,HWL,NSHWL3~~~~N
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
M,3~~~~,NS,D,WBO,NSWBO3~~~~N
M,3~~~~,NS,D,GIB,NSGIB3~~~~N
M,3~~~~,NS,D,HTN,NSHTN3~~~~N
M,3~~~~,NS,D,HWL,NSHWL3~~~~N
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,4~~~~,NS,C,QUE,NSQUE4~~~~A
M,3~~~~,NS,B,CBR,NSCBR3~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,4~~~~,NS,C,QUE,NSQUE4~~~~A
M,5~~~~,NS,C,DRT,NSDRT5~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,4~~~~,NS,C,QUE,NSQUE4~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
M,3~~~~,NS,D,WBO,NSWBO3~~~~N
M,3~~~~,NS,D,HWL,NSHWL3~~~~N
M,5~~~~,NS,B,DRT,NSDRT5~~~~A
M,5~~~~,NS,B,MLO,NSMLO5~~~~A
M,6~~~~,NS,A,MSW,NSMSW6~~~~A
M,5~~~~,NS,B,HBT,NSHBT5~~~~A
M,4~~~~,NS,B,WOB,NSWOB4~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,5~~~~,NS,B,MLO,NSMLO5~~~~A
M,6~~~~,NS,A,QUE,NSQUE6~~~~A
M,3~~~~,NS,C,THM,NSTHM3~~~~N
M,3~~~~,NS,C,HWL,NSHWL3~~~~N
D,3~~~~,NS,E,THM,NSTHM3~~~~N
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,6~~~~,NS,A,THM,NSTHM6~~~~N
M,5~~~~,NS,B,DGC,NSDGC5~~~~A
M,5~~~~,NS,B,MLO,NSMLO5~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,6~~~~,NS,A,QUE,NSQUE6~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
M,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,3~~~~,NS,C,WBO,NSWBO3~~~~N
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
U,6~~~~,NS,B,QUE,NSQUE6~~~~A
M,5~~~~,NS,C,MLO,NSMLO5~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,6~~~~,NS,B,QUE,NSQUE6~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
L,6~~~~,NS,A,HBT,NSHBT6~~~~A
M,5~~~~,NS,C,QUE,NSQUE5~~~~A
L,3~~~~,NS,A,CBR,NSCBR3~~~~A
L,5~~~~,NS,A,CBR,NSCBR5~~~~A
L,2~~~~,NS,A,HBT,NSHBT2~~~~A
U,6~~~~,NS,B,QUE,NSQUE6~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
U,5~~~~,NS,B,MLO,NSMLO5~~~~A
U,5~~~~,NS,B,QUE,NSQUE5~~~~A
M,4~~~~,NS,C,WOB,NSWOB4~~~~A
M,3~~~~,NS,B,WBO,NSWBO3~~~~N
M,5~~~~,NS,B,MLO,NSMLO5~~~~A
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N
M,3~~~~,NS,B,HWL,NSHWL3~~~~N
