LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,LGD,ABLGD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
M,~~~~~,AB,B,LGD,ABLGD~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
D,~~~~~,AB,D,ZRB,ABZRB~~~~~N
T,~~~~~,AB,A,ZAV,ABZAV~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
D,~~~~~,AB,B,HRR,ABHRR~~~~~N
F11,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,B,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
D,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,BRY,ABBRY~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
H,~~~~~,AB,B,HRR,ABHRR~~~~~N
H,~~~~~,AB,B,HVN,ABHVN~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,B,HRR,ABHRR~~~~~N
U,~~~~~,AB,B,HVN,ABHVN~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
U,~~~~~,AB,A,LVK,ABLVK~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
H,~~~~~,AB,B,FIR,ABFIR~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,HVN,ABHVN~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,HVN,ABHVN~~~~~N
U,~~~~~,AB,A,LVK,ABLVK~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
H,~~~~~,AB,B,HRR,ABHRR~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,JSN,ABJSN~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
B13,~~~~~,AB,A,MRN,ABMRN~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
B13,~~~~~,AB,A,MRN,ABMRN~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
U,~~~~~,AB,A,LVK,ABLVK~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
U,~~~~~,AB,B,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
B14,~~~~~,AB,A,MRN,ABMRN~~~~~N
D,~~~~~,AB,D,ZRB,ABZRB~~~~~N
T,~~~~~,AB,A,ZAV,ABZAV~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,STP,ABSTP~~~~~N
U,~~~~~,AB,A,LVK,ABLVK~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
B14,~~~~~,AB,A,MRN,ABMRN~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
U,~~~~~,AB,A,LVK,ABLVK~~~~~N
U,~~~~~,AB,A,ALG,ABALG~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
B07,~~~~~,AB,A,MKW,ABMKW~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,DOV,ABDOV~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B14,~~~~~,AB,A,SBN,ABSBN~~~~~N
U,~~~~~,AB,A,PLM,ABPLM~~~~~A
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
M,~~~~~,AB,B,ECY,ABECY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,BRY,ABBRY~~~~~N
U,~~~~~,AB,B,ECY,ABECY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,BRY,ABBRY~~~~~N
U,~~~~~,AB,A,ECY,ABECY~~~~~N
U,~~~~~,AB,B,MNS,ABMNS~~~~~N
U,~~~~~,BC,B,DMT,BCDMT~~~~~A
U,~~~~~,BC,B,LOD,BCLOD~~~~~A
U,~~~~~,BC,B,EDS,BCEDS~~~~~A
L,~~~~~,BC,A,EAG,BCEAG~~~~~A
U,~~~~~,BC,A,SMO,BCSMO~~~~~A
R,~~~~~,AB,B,HRT,ABHRT~~~~~N
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
B13,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
U,~~~~~,AB,A,DVS,ABDVS~~~~~A
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
U,~~~~~,AB,B,CAL,ABCAL~~~~~N
U,~~~~~,AB,B,EGO,ABEGO~~~~~A
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,B,CAL,ABCAL~~~~~N
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,ECY,ABECY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,B,CAL,ABCAL~~~~~N
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,ECY,ABECY~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,ECY,ABECY~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
H,~~~~~,AB,B,MCK,ABMCK~~~~~N
U,~~~~~,AB,A,BAN,ABBAN~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,ASP,ABASP~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
H,~~~~~,AB,C,WAP,ABWAP~~~~~N
H,~~~~~,AB,B,BAN,ABBAN~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
H,~~~~~,AB,C,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,ASP,ABASP~~~~~N
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
L,~~~~~,AB,A,IOS,ABIOS~~~~~N
U,~~~~~,AB,B,CAL,ABCAL~~~~~N
H,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
B13,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,SST,ABSST~~~~~A
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,ASP,ABASP~~~~~N
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
L,~~~~~,AB,A,IOS,ABIOS~~~~~N
B13,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
B13,~~~~~,AB,A,KNZ,ABKNZ~~~~~N
U,~~~~~,AB,B,CAL,ABCAL~~~~~N
U,~~~~~,AB,B,ECY,ABECY~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
M,~~~~~,AB,B,ECY,ABECY~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
M,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
U,~~~~~,AB,A,BRY,ABBRY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,COS,ABCOS~~~~~A
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
B13,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,B,ASP,ABASP~~~~~N
U,~~~~~,AB,B,PEA,ABPEA~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
H,~~~~~,AB,C,BBN,ABBBN~~~~~A
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
H,~~~~~,AB,C,ECY,ABECY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
U,~~~~~,AB,B,BTR,ABBTR~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,END,ABEND~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,ECY,ABECY~~~~~N
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
U,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,BTR,ABBTR~~~~~N
U,~~~~~,AB,A,CAL,ABCAL~~~~~N
B13,~~~~~,AB,A,MSR,ABMSR~~~~~N
U,~~~~~,AB,A,END,ABEND~~~~~N
U,~~~~~,AB,A,HPE,ABHPE~~~~~A
U,~~~~~,AB,B,BEN,ABBEN~~~~~A
F13,~~~~~,AB,A,EGL,ABEGL~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,HVN,ABHVN~~~~~N
U,~~~~~,AB,A,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,A,HVN,ABHVN~~~~~N
B14,~~~~~,AB,A,MUS,ABMUS~~~~~N
U,~~~~~,AB,B,HRR,ABHRR~~~~~N
F13,~~~~~,AB,A,MLD,ABMLD~~~~~N
U,~~~~~,AB,A,HVN,ABHVN~~~~~N
D,~~~~~,AB,C,HUB,ABHUB~~~~~A
D,~~~~~,AB,E,DPV,ABDPV~~~~~N
U,~~~~~,AB,B,SKY,ABSKY~~~~~N
M,~~~~~,AB,C,HAT,ABHAT~~~~~N
M,~~~~~,AB,C,ASL,ABASL~~~~~N
U,~~~~~,AB,B,SKY,ABSKY~~~~~N
B13,~~~~~,AB,A,FKE,ABFKE~~~~~N
U,~~~~~,AB,B,HAT,ABHAT~~~~~N
U,~~~~~,AB,B,ASL,ABASL~~~~~N
B13,~~~~~,AB,A,FKE,ABFKE~~~~~N
U,~~~~~,AB,A,SKY,ABSKY~~~~~N
H,~~~~~,AB,B,ABC,ABABC~~~~~A
B13,~~~~~,AB,A,BLA,ABBLA~~~~~N
H,~~~~~,AB,B,GOG,ABGOG~~~~~N
U,~~~~~,AB,B,ABC,ABABC~~~~~A
U,~~~~~,AB,B,COS,ABCOS~~~~~A
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B13,~~~~~,AB,A,TCK,ABTCK~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B14,~~~~~,AB,A,SBN,ABSBN~~~~~N
U,~~~~~,AB,B,ABC,ABABC~~~~~A
U,~~~~~,AB,A,COS,ABCOS~~~~~A
M,~~~~~,AB,C,ABC,ABABC~~~~~A
M,~~~~~,AB,B,COS,ABCOS~~~~~A
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B13,~~~~~,AB,A,TCK,ABTCK~~~~~N
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N
H,~~~~~,AB,B,ABC,ABABC~~~~~A
H,~~~~~,AB,B,TNW,ABTNW~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B13,~~~~~,AB,A,TCK,ABTCK~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
U,~~~~~,AB,B,ABC,ABABC~~~~~A
B14,~~~~~,AB,A,SBN,ABSBN~~~~~N
U,~~~~~,AB,A,OWR,ABOWR~~~~~N
H,~~~~~,AB,B,ABC,ABABC~~~~~A
H,~~~~~,AB,B,COS,ABCOS~~~~~A
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B13,~~~~~,AB,A,TCK,ABTCK~~~~~N
H,~~~~~,AB,B,ABC,ABABC~~~~~A
U,~~~~~,AB,A,NWB,ABNWB~~~~~A
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B14,~~~~~,AB,A,TCK,ABTCK~~~~~N
H,~~~~~,AB,C,ABC,ABABC~~~~~A
H,~~~~~,AB,C,GOG,ABGOG~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
B13,~~~~~,AB,A,TCK,ABTCK~~~~~N
U,~~~~~,AB,A,LAV,ABLAV~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
U,~~~~~,AB,A,OWR,ABOWR~~~~~N
U,~~~~~,AB,A,AMK,ABAMK~~~~~N
H,~~~~~,AB,C,ABC,ABABC~~~~~A
H,~~~~~,AB,C,COS,ABCOS~~~~~A
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
H,~~~~~,AB,B,LCY,ABLCY~~~~~A
U,~~~~~,AB,A,FNC,ABFNC~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
F13,~~~~~,AB,A,CTW,ABCTW~~~~~N
H,~~~~~,AB,B,NIT,ABNIT~~~~~N
B14,~~~~~,AB,A,TMK,ABTMK~~~~~N
U,~~~~~,AB,A,EDW,ABEDW~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
B14,~~~~~,AB,A,BLA,ABBLA~~~~~N
U,~~~~~,AB,B,NTW,ABNTW~~~~~N
U,~~~~~,AB,A,TGL,ABTGL~~~~~A
U,~~~~~,AB,A,TGL,ABTGL~~~~~A
U,~~~~~,AB,A,FNC,ABFNC~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
U,~~~~~,AB,B,TGL,ABTGL~~~~~A
U,~~~~~,AB,A,FNC,ABFNC~~~~~N
U,~~~~~,AB,B,LIZ,ABLIZ~~~~~N
H,~~~~~,AB,B,NTW,ABNTW~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
B13,~~~~~,AB,A,BLA,ABBLA~~~~~N
U,~~~~~,AB,A,LVT,ABLVT~~~~~N
H,~~~~~,AB,B,TGL,ABTGL~~~~~A
U,~~~~~,AB,A,END,ABEND~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
U,~~~~~,AB,A,AMK,ABAMK~~~~~N
U,~~~~~,AB,A,ELP,ABELP~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
R,~~~~~,AB,B,NIT,ABNIT~~~~~N
D,~~~~~,AB,C,ABC,ABABC~~~~~A
D,~~~~~,AB,B,FNC,ABFNC~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
U,~~~~~,AB,A,ABC,ABABC~~~~~A
U,~~~~~,AB,A,FNC,ABFNC~~~~~N
F13,~~~~~,AB,A,SLN,ABSLN~~~~~N
U,~~~~~,AB,A,TGL,ABTGL~~~~~A
U,~~~~~,AB,A,LVT,ABLVT~~~~~N
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
H,~~~~~,AB,B,KTH,ABKTH~~~~~A
F13,~~~~~,AB,A,MNT,ABMNT~~~~~N
U,~~~~~,AB,A,MYW,ABMYW~~~~~A
U,~~~~~,AB,A,RVN,ABRVN~~~~~A
T,~~~~~,BC,B,SUC,BCSUC~~~~~A
T,~~~~~,BC,B,LYX,BCLYX~~~~~A
L,~~~~~,BC,A,OTC,BCOTC~~~~~A
D,~~~~~,BC,E,ATT,BCATT~~~~~N
T,~~~~~,BC,B,BYL,BCBYL~~~~~A
D,~~~~~,BC,E,ZON,BCZON~~~~~N
M,~~~~~,BC,C,MLY,BCMLY~~~~~A
U,p~~~~,BC,B,COD,BCCODp~~~~A
I,~~~~~,BC,C,CYU,BCCYU~~~~~A
U,~~~~~,BC,A,GOS,BCGOS~~~~~A
M,li~~~,BC,D,MLY,BCMLYli~~~N
S,~~~~~,BC,E,ZON,BCZON~~~~~N
M,~~~~~,BC,C,MLY,BCMLY~~~~~A
I,~~~~~,BC,B,HNH,BCHNH~~~~~A
I,~~~~~,BC,B,FLS,BCFLS~~~~~A
L,~~~~~,BC,A,SIP,BCSIP~~~~~A
L,p~~~~,BC,A,COD,BCCODp~~~~A
I,~~~~~,BC,D,ZON,BCZON~~~~~N
U,~~~~~,BC,B,SUC,BCSUC~~~~~A
S,~~~~~,BC,E,ATT,BCATT~~~~~N
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
L,~~~~~,BC,A,EAG,BCEAG~~~~~A
U,~~~~~,BC,B,LYX,BCLYX~~~~~A
U,p~~~~,BC,B,COD,BCCODp~~~~A
H,~~~~~,BC,C,NUN,BCNUN~~~~~A
U,~~~~~,BC,B,OTC,BCOTC~~~~~A
I,~~~~~,BC,C,FLS,BCFLS~~~~~A
I,~~~~~,BC,C,MLY,BCMLY~~~~~A
L,~~~~~,BC,A,SIP,BCSIP~~~~~A
U,~~~~~,BC,B,NUN,BCNUN~~~~~A
S,~~~~~,BC,E,ZON,BCZON~~~~~N
I,~~~~~,BC,B,HNH,BCHNH~~~~~A
I,~~~~~,BC,B,FLS,BCFLS~~~~~A
L,~~~~~,BC,A,SIP,BCSIP~~~~~A
M,li~~~,BC,D,MLY,BCMLYli~~~N
S,vl~~~,BC,E,HSH,BCHSHvl~~~N
M,~~~~~,BC,D,MLY,BCMLY~~~~~A
M,~~~~~,AB,C,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
U,~~~~~,AB,B,BRY,ABBRY~~~~~N
M,~~~~~,AB,B,COS,ABCOS~~~~~A
I,~~~~~,BC,C,FLS,BCFLS~~~~~A
I,~~~~~,BC,C,KSK,BCKSK~~~~~N
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
T,~~~~~,BC,B,LOD,BCLOD~~~~~A
T,~~~~~,BC,C,NUN,BCNUN~~~~~A
L,p~~~~,BC,A,COD,BCCODp~~~~A
I,~~~~~,BC,B,FLS,BCFLS~~~~~A
L,~~~~~,BC,A,SIP,BCSIP~~~~~A
L,p~~~~,BC,A,COD,BCCODp~~~~A
S,~~~~~,BC,E,ZON,BCZON~~~~~N
M,~~~~~,BC,B,HZM,BCHZM~~~~~A
U,~~~~~,AB,B,BRY,ABBRY~~~~~N
M,~~~~~,BC,B,DMT,BCDMT~~~~~A
U,~~~~~,AB,A,SIP,ABSIP~~~~~N
L,~~~~~,BC,A,SIP,BCSIP~~~~~A
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
M,~~~~~,BC,B,CDE,BCCDE~~~~~A
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
S,~~~~~,BC,E,SEM,BCSEM~~~~~N
U,~~~~~,BC,B,DVS,BCDVS~~~~~A
I,~~~~~,BC,C,DVU,BCDVU~~~~~A
I,~~~~~,BC,D,ZON,BCZON~~~~~N
I,~~~~~,BC,C,HNH,BCHNH~~~~~A
U,~~~~~,BC,B,ALV,BCALV~~~~~A
M,~~~~~,AB,B,BBN,ABBBN~~~~~A
U,~~~~~,AB,A,MNS,ABMNS~~~~~N
F13,~~~~~,AB,A,CGA,ABCGA~~~~~N
M,~~~~~,AB,B,SAD,ABSAD~~~~~N
M,~~~~~,BC,C,LOD,BCLOD~~~~~A
M,~~~~~,BC,C,MLY,BCMLY~~~~~A
M,~~~~~,AB,C,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,MNS,ABMNS~~~~~N
M,~~~~~,AB,D,TPE,ABTPE~~~~~N
M,~~~~~,AB,C,BBN,ABBBN~~~~~A
U,~~~~~,AB,B,MNS,ABMNS~~~~~N
M,~~~~~,AB,D,TPE,ABTPE~~~~~N
M,~~~~~,BC,B,MLY,BCMLY~~~~~A
M,~~~~~,BC,B,FLS,BCFLS~~~~~A
M,~~~~~,AB,C,HNL,ABHNL~~~~~N
L,~~~~~,BC,A,EAG,BCEAG~~~~~A
B14,~~~~~,BC,A,KEZ,BCKEZ~~~~~N
M,~~~~~,AB,C,ASL,ABASL~~~~~N
U,~~~~~,AB,B,SKY,ABSKY~~~~~N
B13,~~~~~,AB,A,FKE,ABFKE~~~~~N
M,~~~~~,BC,B,HAM,BCHAM~~~~~A
M,~~~~~,BC,B,THU,BCTHU~~~~~N
R,~~~~~,BC,C,HSH,BCHSH~~~~~N
U,~~~~~,AB,B,BCR,ABBCR~~~~~N
U,~~~~~,AB,B,ERS,ABERS~~~~~N
B13,~~~~~,AB,A,FKE,ABFKE~~~~~N
H,~~~~~,AB,B,PRS,ABPRS~~~~~N
H,~~~~~,AB,B,ASL,ABASL~~~~~N
