LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
U,5~~~~,NS,A,KGP,NSKGP5~~~~A,N
U,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
U,3~~~~,NS,B,BWK,NSBWK3~~~~A,N
U,2~~~~,NS,B,NUX,NSNUX2~~~~A,N
U,5~~~~,NS,A,KGP,NSKGP5~~~~A,N
U,2~~~~,NS,B,CNW,NSCNW2~~~~A,N
L,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,A,DRT,NSDRT5~~~~A,S
U,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
U,6~~~~,NS,A,MSW,NSMSW6~~~~A,N
U,2~~~~,NS,B,CNW,NSCNW2~~~~A,N
U,2~~~~,NS,B,NUX,NSNUX2~~~~A,N
U,3~~~~,NS,B,BWK,NSBWK3~~~~A,S
U,5~~~~,NS,B,KGP,NSKGP5~~~~A,N
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
U,2~~~~,NS,B,CNG,NSCNG2~~~~A,N
U,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
U,3~~~~,NS,B,SME,NSSME3~~~~A,S
U,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
U,3~~~~,NS,B,BWK,NSBWK3~~~~A,S
L,6~~~~,NS,A,CBR,NSCBR6~~~~A,N
M,3~~~~,NS,B,SME,NSSME3~~~~A,S
U,4~~~~,NS,B,WFV,NSWFV4~~~~A,S
U,3~~~~,NS,B,MRW,NSMRW3~~~~A,V
U,3~~~~,NS,B,HWL,NSHWL3~~~~N,V
U,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
U,5~~~~,NS,B,MDD,NSMDD5~~~~A,S
D,5~~~~,NS,D,MDD,NSMDD5~~~~A,S
M,3~~~~,NS,B,GMO,NSGMO3~~~~A,S
U,6~~~~,NS,A,LWR,NSLWR6~~~~A,N
M,3~~~~,NS,B,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
U,5~~~~,NS,B,KTV,NSKTV5~~~~A,S
U,6~~~~,NS,A,LWR,NSLWR6~~~~A,S
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
U,5~~~~,NS,B,AVP,NSAVP5~~~~A,S
U,5~~~~,NS,B,FSH,NSFSH5~~~~A,N
U,3~~~~,NS,B,GMO,NSGMO3~~~~A,S
U,5~~~~,NS,B,MDD,NSMDD5~~~~A,S
U,2~~~~,NS,B,NUX,NSNUX2~~~~A,S
M,3~~~~,NS,C,BDW,NSBDW3~~~~N,S
M,3~~~~,NS,B,HTN,NSHTN3~~~~N,V
U,5~~~~,NS,B,BDW,NSBDW5~~~~N,S
U,5~~~~,NS,B,BDW,NSBDW5~~~~N,S
D,3~~~~,NS,B,GMO,NSGMO3~~~~A,V
U,5~~~~,NS,B,KTV,NSKTV5~~~~A,S
L,5~~~~,NS,A,ACA,NSACA5~~~~A,N
M,3~~~~,NS,B,BDW,NSBDW3~~~~N,V
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,4~~~~,NS,B,WFV,NSWFV4~~~~A,S
U,6~~~~,NS,B,BDW,NSBDW6~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,D,HFX,NSHFX3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
U,5~~~~,NS,B,BWT,NSBWT5~~~~N,V
U,5~~~~,NS,B,HWL,NSHWL5~~~~N,V
U,6~~~~,NS,B,APG,NSAPG6~~~~N,V
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,6~~~~,NS,A,APG,NSAPG6~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
U,5~~~~,NS,B,GIB,NSGIB5~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
U,6~~~~,NS,A,APG,NSAPG6~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
L,6~~~~,NS,A,CBR,NSCBR6~~~~A,N
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
U,6~~~~,NS,A,APG,NSAPG6~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,6~~~~,NS,A,APG,NSAPG6~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,5~~~~,NS,B,BWT,NSBWT5~~~~N,V
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,V
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,6~~~~,NS,A,BWT,NSBWT6~~~~N,V
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,3~~~~,NS,B,BWT,NSBWT3~~~~N,V
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,S
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
U,5~~~~,NS,B,BWT,NSBWT5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,B,HFX,NSHFX3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
U,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
U,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,S
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
B13,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,C,BWT,NSBWT3~~~~N,V
U,2~~~~,NS,B,NUX,NSNUX2~~~~A,S
M,6~~~~,NS,A,BWT,NSBWT6~~~~N,V
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,S
M,4~~~~,NS,B,WFV,NSWFV4~~~~A,S
M,6~~~~,NS,A,BWT,NSBWT6~~~~N,S
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
M,4~~~~,NS,B,WFV,NSWFV4~~~~A,S
M,5~~~~,NS,B,WFV,NSWFV5~~~~A,S
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,V
M,5~~~~,NS,B,BWT,NSBWT5~~~~N,V
M,4~~~~,NS,C,QUE,NSQUE4~~~~A,S
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,V
M,5~~~~,NS,B,WFV,NSWFV5~~~~A,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,6~~~~,NS,A,WFV,NSWFV6~~~~A,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,S
M,3~~~~,NS,B,HWL,NSHWL3~~~~N,S
M,4~~~~,NS,C,WFV,NSWFV4~~~~A,S
M,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
M,5~~~~,NS,B,WFV,NSWFV5~~~~A,S
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,3~~~~,NS,B,BWT,NSBWT3~~~~N,V
M,6~~~~,NS,A,HFX,NSHFX6~~~~N,V
M,4~~~~,NS,B,WFV,NSWFV4~~~~A,V
M,5~~~~,NS,B,HFX,NSHFX5~~~~N,V
M,5~~~~,NS,B,HTN,NSHTN5~~~~N,V
M,3~~~~,NS,C,HFX,NSHFX3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,B,ZRL,NSZRL~~~~~N,U
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,HBT,NSHBT5~~~~A,S
M,6~~~~,NS,A,HBT,NSHBT6~~~~A,N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,5~~~~,NS,C,GIB,NSGIB5~~~~N,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
M,5~~~~,NS,C,HTN,NSHTN5~~~~N,S
M,~~~~~,NS,C,ZMT,NSZMT~~~~~N,U
L,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
L,~~~~~,NS,A,ZCB,NSZCB~~~~~N,N
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,5~~~~,NS,C,GIB,NSGIB5~~~~N,V
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,3~~~~,NS,B,HTN,NSHTN3~~~~N,V
M,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
D,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
D,3~~~~,NS,C,THM,NSTHM3~~~~N,V
D,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
D,2~~~~,NS,B,HBT,NSHBT2~~~~A,V
D,~~~~~,NS,C,ZRL,NSZRL~~~~~N,U
D,3~~~~,NS,E,HTN,NSHTN3~~~~N,V
M,3~~~~,NS,C,HTN,NSHTN3~~~~N,V
D,3~~~~,NS,D,GIB,NSGIB3~~~~N,V
M,3~~~~,NS,C,THM,NSTHM3~~~~N,V
D,~~~~~,NS,E,ZRL,NSZRL~~~~~N,U
M,5~~~~,NS,C,GIB,NSGIB5~~~~N,V
M,5~~~~,NS,C,THM,NSTHM5~~~~N,V
M,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
D,3~~~~,NS,D,THM,NSTHM3~~~~N,V
D,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
D,5~~~~,NS,B,MLO,NSMLO5~~~~A,S
D,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
D,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
D,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
D,~~~~~,NS,D,ZRL,NSZRL~~~~~N,U
D,3~~~~,NS,C,WBO,NSWBO3~~~~N,V
D,3~~~~,NS,E,HWL,NSHWL3~~~~N,V
D,3~~~~,NS,E,WBO,NSWBO3~~~~N,V
D,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
D,5~~~~,NS,B,MLO,NSMLO5~~~~A,S
D,3~~~~,NS,F,HWL,NSHWL3~~~~N,V
D,~~~~~,NS,F,ZRL,NSZRL~~~~~N,U
D,5~~~~,NS,C,HWL,NSHWL5~~~~N,V
D,3~~~~,NS,D,THM,NSTHM3~~~~N,V
D,5~~~~,NS,C,THM,NSTHM5~~~~N,V
D,3~~~~,NS,F,HTN,NSHTN3~~~~N,V
D,3~~~~,NS,F,HWL,NSHWL3~~~~N,V
D,~~~~~,NS,F,ZRL,NSZRL~~~~~N,U
D,3~~~~,NS,F,GIB,NSGIB3~~~~N,V
D,3~~~~,NS,F,THM,NSTHM3~~~~N,V
D,5~~~~,NS,E,GIB,NSGIB5~~~~N,V
D,5~~~~,NS,E,THM,NSTHM5~~~~N,V
H,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
M,6~~~~,NS,B,SUI,NSSUI6~~~~N,S
M,2~~~~,NS,B,CNG,NSCNG2~~~~A,S
M,5~~~~,NS,B,SUI,NSSUI5~~~~N,S
M,6~~~~,NS,B,SUI,NSSUI6~~~~N,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
M,3~~~~,NS,D,SUI,NSSUI3~~~~N,V
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
D,3~~~~,NS,D,THM,NSTHM3~~~~N,V
D,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
D,5~~~~,NS,C,THM,NSTHM5~~~~N,V
D,~~~~~,NS,D,ZRL,NSZRL~~~~~N,U
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,2~~~~,NS,B,CNG,NSCNG2~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,2~~~~,NS,C,CNG,NSCNG2~~~~A,S
M,2~~~~,NS,D,HBT,NSHBT2~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
L,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
D,3~~~~,NS,E,HWL,NSHWL3~~~~N,V
D,3~~~~,NS,E,THM,NSTHM3~~~~N,V
D,3~~~~,NS,C,THM,NSTHM3~~~~N,S
D,5~~~~,NS,C,THM,NSTHM5~~~~N,S
M,4~~~~,NS,D,QUE,NSQUE4~~~~A,S
D,~~~~~,NS,E,ZRL,NSZRL~~~~~N,U
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,S
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,MLO,NSMLO5~~~~A,S
M,5~~~~,NS,C,DGC,NSDGC5~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,4~~~~,NS,C,WOB,NSWOB4~~~~A,S
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,4~~~~,NS,D,QUE,NSQUE4~~~~A,S
M,3~~~~,NS,E,THM,NSTHM3~~~~N,V
M,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
M,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,C,DRT,NSDRT5~~~~A,S
L,5~~~~,NS,A,CBR,NSCBR5~~~~A,N
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,N
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
M,4~~~~,NS,C,WOB,NSWOB4~~~~A,S
M,5~~~~,NS,C,DGC,NSDGC5~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,5~~~~,NS,C,DGC,NSDGC5~~~~A,S
M,3~~~~,NS,C,THM,NSTHM3~~~~N,V
D,3~~~~,NS,E,HWL,NSHWL3~~~~N,V
D,3~~~~,NS,E,THM,NSTHM3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,C,THM,NSTHM5~~~~N,V
D,~~~~~,NS,E,ZRL,NSZRL~~~~~N,U
U,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
U,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,4~~~~,NS,B,QUE,NSQUE4~~~~A,S
M,4~~~~,NS,C,WOB,NSWOB4~~~~A,S
M,4~~~~,NS,C,WOB,NSWOB4~~~~A,S
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,4~~~~,NS,D,QUE,NSQUE4~~~~A,S
L,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
M,4~~~~,NS,B,PGW,NSPGW4~~~~A,S
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
L,7~~~~,NS,A,ZSM,NSZSM7~~~~N,N
M,5~~~~,NS,B,DRT,NSDRT5~~~~A,S
M,3~~~~,NS,B,SUI,NSSUI3~~~~N,V
M,5~~~~,NS,B,SUI,NSSUI5~~~~N,V
M,6~~~~,NS,B,MSW,NSMSW6~~~~A,V
M,4~~~~,NS,B,PGW,NSPGW4~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
M,5~~~~,NS,C,SUI,NSSUI5~~~~N,S
L,5~~~~,NS,A,CBR,NSCBR5~~~~A,N
M,6~~~~,NS,A,QUE,NSQUE6~~~~A,S
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,2~~~~,NS,C,CNG,NSCNG2~~~~A,S
L,6~~~~,NS,A,MLL,NSMLL6~~~~A,N
M,4~~~~,NS,B,PGW,NSPGW4~~~~A,S
D,3~~~~,NS,D,SUI,NSSUI3~~~~N,V
D,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
D,3~~~~,NS,C,SUI,NSSUI3~~~~N,S
M,4~~~~,NS,C,WOB,NSWOB4~~~~A,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
M,5~~~~,NS,C,DGC,NSDGC5~~~~A,S
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
U,5~~~~,NS,B,DGC,NSDGC5~~~~A,S
U,6~~~~,NS,B,JGG,NSJGG6~~~~N,S
U,6~~~~,NS,A,SUI,NSSUI6~~~~N,S
U,5~~~~,NS,B,SUI,NSSUI5~~~~N,S
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,V
U,5~~~~,NS,B,SUI,NSSUI5~~~~N,S
U,5~~~~,NS,B,HWL,NSHWL5~~~~N,S
U,3~~~~,NS,B,SUI,NSSUI3~~~~N,S
U,6~~~~,NS,A,SUI,NSSUI6~~~~N,S
U,6~~~~,NS,A,SUI,NSSUI6~~~~N,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,3~~~~,NS,B,SUI,NSSUI3~~~~N,S
U,5~~~~,NS,B,SUI,NSSUI5~~~~N,S
U,3~~~~,NS,B,SUI,NSSUI3~~~~N,V
U,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
U,3~~~~,NS,B,HWL,NSHWL3~~~~N,V
U,5~~~~,NS,B,SUI,NSSUI5~~~~N,S
U,6~~~~,NS,A,SUI,NSSUI6~~~~N,S
M,5~~~~,NS,C,SUI,NSSUI5~~~~N,V
M,5~~~~,NS,C,HWL,NSHWL5~~~~N,V
M,3~~~~,NS,B,SUI,NSSUI3~~~~N,V
M,6~~~~,NS,B,SUI,NSSUI6~~~~N,V
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,B,SUI,NSSUI5~~~~N,V
M,5~~~~,NS,B,DGC,NSDGC5~~~~A,S
M,6~~~~,NS,B,SUI,NSSUI6~~~~N,V
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,V
M,3~~~~,NS,B,SUI,NSSUI3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,V
M,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
M,4~~~~,NS,C,QUE,NSQUE4~~~~A,S
U,3~~~~,NS,C,THM,NSTHM3~~~~N,V
M,3~~~~,NS,C,GIB,NSGIB3~~~~N,V
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,5~~~~,NS,B,SUI,NSSUI5~~~~N,V
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,C,DRT,NSDRT5~~~~A,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,S
M,5~~~~,NS,B,QUE,NSQUE5~~~~A,S
U,5~~~~,NS,B,SUI,NSSUI5~~~~N,S
U,3~~~~,NS,B,SUI,NSSUI3~~~~N,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,B,HWL,NSHWL5~~~~N,S
U,3~~~~,NS,B,HWL,NSHWL3~~~~N,S
U,6~~~~,NS,A,SUI,NSSUI6~~~~N,V
U,5~~~~,NS,B,SUI,NSSUI5~~~~N,V
U,5~~~~,NS,B,HWL,NSHWL5~~~~N,V
U,3~~~~,NS,B,SUI,NSSUI3~~~~N,S
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
U,5~~~~,NS,B,DRT,NSDRT5~~~~A,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,S
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,S
M,2~~~~,NS,B,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,B,DRT,NSDRT5~~~~A,S
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,S
L,6~~~~,NS,A,MLL,NSMLL6~~~~A,S
M,5~~~~,NS,C,DRT,NSDRT5~~~~A,V
M,5~~~~,NS,D,DGC,NSDGC5~~~~A,S
M,5~~~~,NS,C,QUE,NSQUE5~~~~A,S
M,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,6~~~~,NS,B,MSW,NSMSW6~~~~A,S
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,V
M,3~~~~,NS,C,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,B,SUI,NSSUI5~~~~N,V
M,6~~~~,NS,A,SUI,NSSUI6~~~~N,V
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,S
M,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
M,5~~~~,NS,C,DRT,NSDRT5~~~~A,S
M,5~~~~,NS,D,MLO,NSMLO5~~~~A,S
M,3~~~~,NS,B,CBR,NSCBR3~~~~A,S
M,3~~~~,NS,D,HWL,NSHWL3~~~~N,V
M,3~~~~,NS,C,THM,NSTHM3~~~~N,V
M,5~~~~,NS,C,THM,NSTHM5~~~~N,V
M,3~~~~,NS,B,CBR,NSCBR3~~~~A,S
M,3~~~~,NS,B,WBO,NSWBO3~~~~N,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
M,5~~~~,NS,C,DRT,NSDRT5~~~~A,V
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,5~~~~,NS,C,THM,NSTHM5~~~~N,V
L,3~~~~,NS,B,CBR,NSCBR3~~~~A,S
M,6~~~~,NS,B,QUE,NSQUE6~~~~A,S
M,3~~~~,NS,C,WBO,NSWBO3~~~~N,S
M,5~~~~,NS,C,DGC,NSDGC5~~~~A,S
M,2~~~~,NS,C,HBT,NSHBT2~~~~A,S
L,3~~~~,NS,A,CBR,NSCBR3~~~~A,N
B14,7~~~~,NS,A,CSY,NSCSY7~~~~N,N
L,6~~~~,NS,A,MLL,NSMLL6~~~~A,S
M,3~~~~,NS,C,SUI,NSSUI3~~~~N,S
M,2~~~~,NS,B,TBO,NSTBO2~~~~A,S
D,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
D,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
D,3~~~~,NS,E,HWL,NSHWL3~~~~N,V
M,5~~~~,NS,C,MLO,NSMLO5~~~~A,S
M,5~~~~,NS,C,DRT,NSDRT5~~~~A,S
M,3~~~~,NS,D,WBO,NSWBO3~~~~N,V
M,3~~~~,NS,D,GIB,NSGIB3~~~~N,V
