LOCSF,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
U,SK,A,EMD,SKEMD~~~~~N,N
U,SK,A,MFA,SKMFA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,HMA,SKHMA~~~~~A,N
U,SK,A,BBA,SKBBA~~~~~A,N
U,SK,A,SBA,SKSBA~~~~~A,N
U,SK,B,MEA,SKMEA~~~~~A,N
U,SK,A,SSA,SKSSA~~~~~A,N
U,SK,A,CTG,SKCTGN~~~~N,U
U,SK,B,HMA,SKHMA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
D,SK,D,HWW,SKHWW~~~~~N,S
D,SK,D,HWA,SKHWA~~~~~N,S
U,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,BBA,SKBBA~~~~~A,N
H,SK,B,MFA,SKMFA~~~~~A,S
H,SK,B,CFA,SKCFA~~~~~A,S
U,SK,B,BBA,SKBBA~~~~~A,N
H,SK,B,KAA,SKKAA~~~~~A,N
U,SK,A,FKG,SKFKGO~~~~N,U
U,SK,A,MFA,SKMFA~~~~~A,S
U,SK,A,HMA,SKHMA~~~~~A,N
H,SK,B,HMA,SKHMA~~~~~A,N
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,FKG,SKFKGO~~~~N,U
U,SK,A,MFA,SKMFA~~~~~A,S
D,SK,D,HWW,SKHWW~~~~~N,S
R,SK,A,MFA,SKMFA~~~~~A,S
R,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,MFA,SKMFA~~~~~A,S
U,SK,A,HMA,SKHMA~~~~~A,N
U,SK,A,MFA,SKMFA~~~~~A,S
U,SK,B,MFA,SKMFA~~~~~A,S
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,BBA,SKBBA~~~~~A,N
U,SK,A,HMA,SKHMA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,AVA,SKAVAHS~~~A,U
U,SK,A,MWD,SKMWDHS~~~N,N
H,SK,A,MEA,SKMEA~~~~~A,N
H,SK,A,MEA,SKMEAA~~~~A,N
U,SK,A,HMA,SKHMA~~~~~A,N
H,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
D,SK,D,HWW,SKHWW~~~~~N,S
D,SK,D,HWA,SKHWA~~~~~N,S
U,SK,A,AVG,SKAVGHS~~~N,U
U,SK,A,AVA,SKAVA~~~~~A,U
D,SK,B,HWA,SKHWA~~~~~N,S
U,SK,A,BBA,SKBBA~~~~~A,N
U,SK,A,HMA,SKHMA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,HMA,SKHMAB~~~~A,N
U,SK,A,BBE,SKBBE~~~~~A,N
U,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,CFA,SKCFA~~~~~A,S
H,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,HMA,SKHMA~~~~~A,N
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,BBA,SKBBA~~~~~A,N
H,SK,B,KRA,SKKRA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,MEA,SKMEA~~~~~A,N
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,A,WSA,SKWSAA~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXA,SKOXA~~~~~A,V
H,SK,A,WSA,SKWSA~~~~~A,S
H,SK,B,WSA,SKWSAA~~~~A,S
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,A,CFA,SKCFA~~~~~A,S
R,SK,B,OXA,SKOXA~~~~~A,S
H,SK,A,OXC,SKOXC~~~~~A,S
U,SK,A,GLX,SKGLX~~~~~N,U
H,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,MEA,SKMEAA~~~~A,N
H,SK,A,MEH,SKMEHS~~~~A,N
H,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,MEA,SKMEAF~~~~A,N
D,SK,D,HWW,SKHWW~~~~~N,S
U,SK,A,HMA,SKHMA~~~~~A,N
U,SK,A,BBA,SKBBA~~~~~A,N
U,SK,A,HME,SKHME~~~~~A,N
D,SK,D,HWW,SKHWW~~~~~N,S
U,SK,A,KTA,SKKTA~~~~~A,N
U,SK,A,BBA,SKBBA~~~~~A,N
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,KTD,SKKTD~~~~~A,N
U,SK,A,KTA,SKKTAA~~~~A,N
U,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,OXC,SKOXC~~~~~A,S
U,SK,A,GLX,SKGLX~~~~~N,U
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,WSA,SKWSAA~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,MEA,SKMEAA~~~~A,N
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,AB,A,AGS,ABAGS~~~~~A,S
U,AB,A,HBM,ABHBM~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,B,TWS,ABTWS~~~~~A,N
R,AB,C,MGS,ABMGS~~~~~A,N
U,AB,A,PED,ABPED~~~~~A,N
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,CYG,ABCYG~~~~~A,S
U,AB,A,PED,ABPED~~~~~A,N
U,AB,A,DMY,ABDMY~~~~~N,S
U,AB,A,PED,ABPED~~~~~A,N
U,AB,A,EAT,ABEAT~~~~~A,N
U,AB,A,TUT,ABTUT~~~~~N,N
U,AB,A,TWS,ABTWS~~~~~A,N
U,AB,A,PED,ABPED~~~~~A,N
U,AB,A,LPN,ABLPN~~~~~N,S
U,AB,B,TWS,ABTWS~~~~~A,N
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,HER,ABHER~~~~~A,S
U,AB,A,EOR,ABEOR~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,EOR,ABEOR~~~~~A,S
U,AB,A,HER,ABHER~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,IRM,ABIRM~~~~~A,N
U,AB,B,EOR,ABEOR~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,HER,ABHER~~~~~A,S
U,AB,A,KLM,ABKLM~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
U,AB,A,AMT,ABAMT~~~~~N,N
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,HND,ABHND~~~~~A,S
U,AB,A,FST,ABFST~~~~~A,S
U,AB,A,BFD,ABBFD~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,A,HND,ABHND~~~~~A,S
U,AB,A,FST,ABFST~~~~~A,S
U,AB,A,BFD,ABBFD~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
R,AB,B,WWT,ABWWT~~~~~A,N
U,AB,B,MET,ABMET~~~~~A,N
R,AB,C,HCH,ABHCH~~~~~A,N
U,AB,A,ZGW,ABZGW~~~~~N,S
H,AB,B,HND,ABHND~~~~~A,S
U,AB,A,PRO,ABPRO~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
H,SK,B,VRD,SKVRD~~~~~N,N
H,SK,D,VRD,SKVRD~~~~~N,N
R,AB,C,HCH,ABHCH~~~~~A,N
H,SK,B,EMD,SKEMD~~~~~N,N
H,SK,B,VRA,SKVRA~~~~~N,N
H,SK,D,VRA,SKVRA~~~~~N,N
U,AB,B,WWT,ABWWT~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,AB,B,MET,ABMET~~~~~A,N
U,AB,A,ZGW,ABZGW~~~~~N,S
U,SK,B,AQA,SKAQA~~~~~A,N
H,SK,B,VRD,SKVRD~~~~~N,N
H,SK,D,AQA,SKAQA~~~~~A,N
H,SK,D,BRA,SKBRA~~~~~A,N
U,SK,A,AQA,SKAQA~~~~~A,N
U,SK,B,AQA,SKAQA~~~~~A,N
U,SK,B,BRA,SKBRA~~~~~A,N
U,SK,A,CTG,SKCTGN~~~~N,U
U,SK,A,VRD,SKVRD~~~~~N,N
U,SK,A,CTG,SKCTGO~~~~N,U
D,SK,D,HWW,SKHWW~~~~~N,S
U,SK,B,VRD,SKVRD~~~~~N,N
U,AB,B,AGS,ABAGS~~~~~A,S
U,AB,A,CMO,ABCMO~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
H,AB,C,AGS,ABAGS~~~~~A,S
U,AB,A,CMO,ABCMO~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,B,PHS,ABPHS~~~~~A,N
U,AB,B,UKT,ABUKT~~~~~A,S
U,AB,B,AGS,ABAGS~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
U,AB,B,AGS,ABAGS~~~~~A,S
U,AB,B,PHS,ABPHS~~~~~A,N
U,AB,A,HBM,ABHBM~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
H,AB,D,EOR,ABEOR~~~~~A,S
U,AB,B,CMO,ABCMO~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
H,AB,C,EOR,ABEOR~~~~~A,S
H,AB,B,CMO,ABCMO~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
T,AB,B,JSR,ABJSR~~~~~N,N
H,AB,D,HND,ABHND~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,B,BFD,ABBFD~~~~~A,S
H,SK,B,HDA,SKHDA~~~~~A,S
U,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,NCA,SKNCA~~~~~A,S
U,SK,A,HDA,SKHDA~~~~~A,S
H,SK,A,CDA,SKCDA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,A,CDC,SKCDC~~~~~A,N
U,SK,A,HMA,SKHMAD~~~~A,N
H,SK,C,OXA,SKOXA~~~~~A,S
H,SK,B,BBA,SKBBA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,BBC,SKBBC~~~~~A,N
H,SK,C,HMA,SKHMA~~~~~A,N
H,SK,B,HMA,SKHMA~~~~~A,N
U,SK,A,BBA,SKBBA~~~~~A,N
H,SK,D,OXA,SKOXA~~~~~A,S
H,SK,D,SDA,SKSDA~~~~~A,S
H,SK,D,CMD,SKCMD~~~~~A,S
H,SK,B,CMD,SKCMD~~~~~A,S
H,SK,B,SDA,SKSDA~~~~~A,S
U,SK,A,HMA,SKHMA~~~~~A,N
H,SK,B,BBA,SKBBA~~~~~A,N
H,SK,C,CMA,SKCMA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,D,OXA,SKOXA~~~~~A,S
U,SK,A,HDA,SKHDA~~~~~A,S
U,SK,A,CFA,SKCFA~~~~~A,S
H,SK,B,HDA,SKHDA~~~~~A,S
U,SK,A,CDA,SKCDAK~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,BBA,SKBBAK~~~~A,N
D,SK,D,HWW,SKHWW~~~~~N,S
H,SK,B,HDC,SKHDC~~~~~A,S
U,SK,A,HMA,SKHMAA~~~~A,N
H,SK,B,MEA,SKMEAA~~~~A,N
U,SK,A,HDA,SKHDA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,MEA,SKMEAA~~~~A,N
H,SK,B,HMA,SKHMAA~~~~A,N
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,HMA,SKHMAA~~~~A,N
H,SK,B,CFA,SKCFA~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,D,OXA,SKOXA~~~~~A,S
H,SK,D,OXD,SKOXD~~~~~A,S
H,SK,B,HDA,SKHDA~~~~~A,S
U,SK,A,HDA,SKHDA~~~~~A,S
H,SK,B,CMC,SKCMC~~~~~A,S
H,SK,C,CMC,SKCMC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,C,HDC,SKHDC~~~~~A,S
H,SK,D,OXC,SKOXC~~~~~A,S
H,SK,B,MEA,SKMEA~~~~~A,N
U,SK,A,AVA,SKAVAHS~~~A,U
U,SK,A,AVH,SKAVHHS~~~N,U
U,SK,A,AVX,SKAVXS~~~~N,U
U,SK,A,CDD,SKCDD~~~~~A,N
H,SK,B,HDC,SKHDC~~~~~A,S
U,SK,A,HMA,SKHMAA~~~~A,N
U,SK,A,KTA,SKKTAA~~~~A,N
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,CFA,SKCFA~~~~~A,S
U,SK,A,AVA,SKAVAHS~~~A,U
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,HDC,SKHDC~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,D,OXD,SKOXD~~~~~A,S
H,SK,C,OXA,SKOXA~~~~~A,S
H,SK,D,OXA,SKOXA~~~~~A,S
H,SK,C,CMC,SKCMC~~~~~A,S
H,SK,D,SDC,SKSDC~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,B,OXD,SKOXD~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,HDA,SKHDA~~~~~A,S
H,SK,A,HDA,SKHDA~~~~~A,S
H,SK,B,MEA,SKMEA~~~~~A,N
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,A,HDA,SKHDA~~~~~A,S
H,SK,D,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,HDA,SKHDA~~~~~A,S
H,SK,B,MEA,SKMEA~~~~~A,N
H,SK,B,WSA,SKWSA~~~~~A,S
U,SK,A,HMA,SKHMA~~~~~A,N
H,SK,A,MEA,SKMEA~~~~~A,N
H,SK,C,MEA,SKMEA~~~~~A,N
H,SK,C,MEA,SKMEAA~~~~A,N
H,SK,B,HMA,SKHMA~~~~~A,N
U,SK,A,MEA,SKMEAA~~~~A,N
H,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,A,MEA,SKMEA~~~~~A,N
H,SK,A,MEA,SKMEAA~~~~A,N
U,SK,A,HMA,SKHMA~~~~~A,N
H,SK,A,WSA,SKWSAA~~~~A,S
U,SK,A,HMA,SKHMAA~~~~A,N
H,SK,B,MEA,SKMEA~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,EMA,SKEMA~~~~~N,N
H,SK,C,EMA,SKEMA~~~~~N,N
H,SK,C,WSA,SKWSA~~~~~A,S
M,AB,B,HND,ABHND~~~~~A,S
U,AB,A,PRO,ABPRO~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,SK,B,STA,SKSTA~~~~~A,S
U,SK,B,BRA,SKBRA~~~~~A,N
D,SK,B,EWA,SKEWA~~~~~A,N
U,SK,B,RAA,SKRAA~~~~~A,N
U,SK,B,SUA,SKSUA~~~~~A,N
U,SK,B,WRA,SKWRA~~~~~A,S
U,SK,A,FKG,SKFKGO~~~~N,U
U,AB,A,PRO,ABPRO~~~~~A,S
U,AB,A,CNN,ABCNN~~~~~A,N
U,AB,B,HND,ABHND~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
D,SK,B,STA,SKSTA~~~~~A,S
H,SK,B,AQA,SKAQA~~~~~A,N
U,AB,B,MET,ABMET~~~~~A,N
U,SK,A,AQA,SKAQA~~~~~A,N
U,AB,B,DCY,ABDCY~~~~~A,S
U,AB,A,WWT,ABWWT~~~~~A,N
H,SK,B,AQA,SKAQAE~~~~A,N
U,SK,B,BGA,SKBGA~~~~~A,S
U,SK,A,CTG,SKCTGN~~~~N,U
U,SK,B,WRA,SKWRA~~~~~A,S
U,AB,B,ZGW,ABZGW~~~~~N,S
M,AB,B,CYG,ABCYG~~~~~A,S
M,AB,C,MKV,ABMKV~~~~~A,S
M,AB,C,ZER,ABZER~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,B,CYG,ABCYG~~~~~A,S
U,AB,A,LPN,ABLPN~~~~~N,S
M,AB,B,ZER,ABZER~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
I,AB,E,ZUN,ABZUN~~~~~N,S
M,AB,C,CYG,ABCYG~~~~~A,S
M,AB,C,ZER,ABZER~~~~~A,S
U,AB,A,ZGW,ABZGW~~~~~N,S
M,AB,B,ATL,ABATL~~~~~A,S
U,AB,A,LPN,ABLPN~~~~~N,S
U,AB,A,DMH,ABDMHzz~~~A,N
M,AB,B,HND,ABHND~~~~~A,S
U,SK,A,HDA,SKHDA~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,NCA,SKNCA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,HDC,SKHDC~~~~~A,S
U,SK,A,OXC,SKOXC~~~~~A,S
H,SK,B,HDA,SKHDA~~~~~A,S
U,SK,A,YKC,SKYKC~~~~~A,S
U,SK,A,NCC,SKNCC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,YKA,SKYKA~~~~~A,S
U,SK,A,YKG,SKYKG~~~~~A,S
U,SK,A,NCA,SKNCA~~~~~A,S
H,SK,B,YKA,SKYKA~~~~~A,S
H,SK,A,OXC,SKOXC~~~~~A,S
H,SK,A,YKC,SKYKC~~~~~A,S
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,A,YKA,SKYKA~~~~~A,S
H,SK,A,YKC,SKYKC~~~~~A,S
H,SK,A,YKD,SKYKD~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,YKC,SKYKC~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXD,SKOXD~~~~~A,S
H,SK,A,OXC,SKOXC~~~~~A,S
H,SK,A,OXD,SKOXD~~~~~A,S
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXD,SKOXD~~~~~A,S
U,SK,A,HDA,SKHDA~~~~~A,S
H,SK,A,OXC,SKOXC~~~~~A,S
H,SK,A,OXD,SKOXD~~~~~A,S
H,SK,A,YKC,SKYKC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,YKD,SKYKD~~~~~A,S
U,SK,A,BAA,SKBAAA~~~~A,N
U,SK,A,NCC,SKNCC~~~~~A,S
U,SK,A,MEA,SKMEAA~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,A,HMC,SKHMCA~~~~A,N
H,SK,A,OXC,SKOXC~~~~~A,S
H,SK,B,WSA,SKWSA~~~~~A,S
U,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,OXC,SKOXC~~~~~A,S
U,SK,A,NCC,SKNCC~~~~~A,S
U,SK,A,NCA,SKNCA~~~~~A,S
U,SK,A,YKC,SKYKC~~~~~A,S
U,SK,A,CAH,SKCAHS~~~~A,N
U,SK,A,CAC,SKCAC~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,A,BUA,SKBUAA~~~~A,N
H,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,BUC,SKBUC~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,MEA,SKMEAA~~~~A,N
U,SK,A,PEA,SKPEAA~~~~A,N
U,SK,A,PEC,SKPEC~~~~~A,N
H,SK,B,HMA,SKHMAA~~~~A,N
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,QUA,SKQUAS~~~~A,S
U,SK,A,QUD,SKQUDHS~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,MHZ,SKMHZHS~~~N,U
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,OXC,SKOXC~~~~~A,S
H,SK,B,YKA,SKYKA~~~~~A,S
U,SK,A,YKC,SKYKC~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,HMH,SKHMHS~~~~A,N
H,SK,A,OXA,SKOXA~~~~~A,S
H,SK,A,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,B,OXD,SKOXD~~~~~A,S
H,SK,A,HDA,SKHDA~~~~~A,S
H,SK,A,HDB,SKHDBS~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,NCC,SKNCC~~~~~A,S
U,SK,A,NCA,SKNCA~~~~~A,S
U,SK,A,YKC,SKYKC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,YKA,SKYKA~~~~~A,S
H,SK,B,YKC,SKYKC~~~~~A,S
H,SK,A,YKC,SKYKC~~~~~A,S
H,SK,A,YKA,SKYKA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,A,OXD,SKOXD~~~~~A,S
D,SK,B,YKC,SKYKC~~~~~A,S
U,AB,A,ATL,ABATL~~~~~A,S
U,AB,A,LPN,ABLPN~~~~~N,S
U,AB,A,ZGW,ABZGW~~~~~N,S
U,AB,C,ZUN,ABZUN~~~~~N,S
M,AB,B,ATL,ABATL~~~~~A,S
U,AB,A,LPN,ABLPN~~~~~N,S
U,AB,A,ZGW,ABZGW~~~~~N,S
M,AB,C,ZUN,ABZUN~~~~~N,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,CLC,SKCLC~~~~~A,S
U,SK,A,WSC,SKWSC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,CLC,SKCLC~~~~~A,S
U,SK,A,CLA,SKCLA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,PEH,SKPEH~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,MEA,SKMEA~~~~~A,N
U,SK,A,WSA,SKWSAA~~~~A,S
H,SK,B,EMD,SKEMD~~~~~N,N
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,WSC,SKWSC~~~~~A,S
H,SK,B,WSC,SKWSC~~~~~A,S
H,SK,B,WNA,SKWNA~~~~~A,S
H,SK,B,MEA,SKMEA~~~~~A,N
U,SK,A,WSC,SKWSCA~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,WSA,SKWSA~~~~~A,S
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,MEA,SKMEA~~~~~A,N
U,SK,A,BUC,SKBUC~~~~~A,N
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,BUA,SKBUAA~~~~A,N
U,SK,A,PEA,SKPEAA~~~~A,N
U,SK,A,OXC,SKOXC~~~~~A,S
H,SK,B,MEA,SKMEA~~~~~A,N
D,SK,B,RWW,SKRWW~~~~~N,U
D,SK,D,HWW,SKHWW~~~~~N,S
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXD,SKOXD~~~~~A,S
U,SK,A,OXC,SKOXC~~~~~A,S
D,SK,B,RWW,SKRWW~~~~~N,U
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
U,SK,A,OXC,SKOXC~~~~~A,S
D,SK,D,HWW,SKHWW~~~~~N,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,WHA,SKWHA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,WHA,SKWHA~~~~~A,S
H,SK,B,RWW,SKRWW~~~~~N,U
H,SK,B,WVA,SKWVA~~~~~A,S
H,SK,B,WHA,SKWHA~~~~~A,S
H,SK,B,WVD,SKWVD~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,D,WHA,SKWHA~~~~~A,S
H,SK,B,TWA,SKTWA~~~~~A,N
U,SK,A,OXC,SKOXC~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,YKC,SKYKC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
D,SK,B,RWW,SKRWW~~~~~N,U
H,SK,C,GNA,SKGNA~~~~~A,S
H,SK,B,OXD,SKOXD~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,GNA,SKGNA~~~~~A,S
H,SK,C,OXD,SKOXD~~~~~A,S
H,SK,D,OXD,SKOXD~~~~~A,S
H,SK,D,OXA,SKOXA~~~~~A,S
H,SK,B,WHA,SKWHA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
H,SK,B,OXC,SKOXC~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
H,SK,B,WHA,SKWHA~~~~~A,S
U,SK,A,OXA,SKOXA~~~~~A,S
U,SK,A,OXC,SKOXC~~~~~A,S
H,SK,B,WHA,SKWHA~~~~~A,S
H,SK,B,OXA,SKOXA~~~~~A,S
U,SK,A,GXX,SKGXX~~~~~N,U
