LOCSF,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
M,NS,C,BWT,NSBWT3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,A,BWT,NSBWT6~~~~N,V
U,NS,B,HFX,NSHFX5~~~~N,V
M,NS,C,WFV,NSWFV4~~~~A,S
U,NS,B,HTN,NSHTN5~~~~N,V
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,BWT,NSBWT3~~~~N,V
U,NS,B,HFX,NSHFX5~~~~N,V
B13,NS,A,CSY,NSCSY7~~~~N,N
M,NS,C,HFX,NSHFX3~~~~N,V
U,NS,B,HTN,NSHTN5~~~~N,V
M,NS,C,WFV,NSWFV4~~~~A,V
M,NS,B,BWT,NSBWT3~~~~N,S
M,NS,B,HWL,NSHWL3~~~~N,S
U,NS,B,HFX,NSHFX5~~~~N,V
M,NS,C,WFV,NSWFV4~~~~A,V
U,NS,B,HTN,NSHTN5~~~~N,V
U,NS,B,BWT,NSBWT5~~~~N,V
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,C,BWT,NSBWT3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,C,GIB,NSGIB3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,C,ZRL,NSZRL~~~~~N,U
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,C,HFX,NSHFX3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,B,HFX,NSHFX3~~~~N,V
M,NS,C,ZRL,NSZRL~~~~~N,U
U,NS,B,HFX,NSHFX5~~~~N,V
U,NS,B,HTN,NSHTN5~~~~N,V
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,C,HFX,NSHFX3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,C,ZRL,NSZRL~~~~~N,U
M,NS,C,BWT,NSBWT3~~~~N,S
M,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,C,HTN,NSHTN3~~~~N,V
B13,NS,A,CSY,NSCSY7~~~~N,N
M,NS,C,BWT,NSBWT3~~~~N,V
U,NS,B,NUX,NSNUX2~~~~A,S
M,NS,A,BWT,NSBWT6~~~~N,V
M,NS,C,WFV,NSWFV4~~~~A,V
M,NS,C,ZRL,NSZRL~~~~~N,U
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,B,BWT,NSBWT3~~~~N,S
M,NS,B,HWL,NSHWL3~~~~N,S
M,NS,B,WFV,NSWFV4~~~~A,S
M,NS,A,BWT,NSBWT6~~~~N,S
M,NS,C,WFV,NSWFV4~~~~A,S
M,NS,B,WFV,NSWFV4~~~~A,S
M,NS,B,WFV,NSWFV5~~~~A,S
M,NS,B,BWT,NSBWT3~~~~N,V
M,NS,B,BWT,NSBWT5~~~~N,V
M,NS,C,QUE,NSQUE4~~~~A,S
M,NS,C,WFV,NSWFV4~~~~A,V
M,NS,B,WFV,NSWFV5~~~~A,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,A,WFV,NSWFV6~~~~A,V
M,NS,C,HFX,NSHFX3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,C,ZRL,NSZRL~~~~~N,U
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,B,BWT,NSBWT3~~~~N,S
M,NS,B,HWL,NSHWL3~~~~N,S
M,NS,C,WFV,NSWFV4~~~~A,S
M,NS,B,TBO,NSTBO2~~~~A,S
M,NS,B,WFV,NSWFV5~~~~A,S
M,NS,C,HFX,NSHFX3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,B,HFX,NSHFX5~~~~N,V
M,NS,B,BWT,NSBWT3~~~~N,V
M,NS,A,HFX,NSHFX6~~~~N,V
M,NS,B,WFV,NSWFV4~~~~A,V
M,NS,B,HFX,NSHFX5~~~~N,V
M,NS,B,HTN,NSHTN5~~~~N,V
M,NS,C,HFX,NSHFX3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,HBT,NSHBT5~~~~A,S
M,NS,A,HBT,NSHBT6~~~~A,N
M,NS,C,GIB,NSGIB3~~~~N,V
M,NS,C,GIB,NSGIB5~~~~N,S
M,NS,B,HBT,NSHBT2~~~~A,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,C,HTN,NSHTN5~~~~N,S
M,NS,C,ZMT,NSZMT~~~~~N,U
L,NS,A,MLL,NSMLL6~~~~A,N
L,NS,A,ZCB,NSZCB~~~~~N,N
M,NS,C,GIB,NSGIB3~~~~N,V
M,NS,C,GIB,NSGIB5~~~~N,V
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,B,HTN,NSHTN3~~~~N,V
M,NS,C,ZRL,NSZRL~~~~~N,U
D,NS,C,GIB,NSGIB3~~~~N,V
D,NS,C,THM,NSTHM3~~~~N,V
D,NS,C,HTN,NSHTN3~~~~N,V
D,NS,B,HBT,NSHBT2~~~~A,V
D,NS,C,ZRL,NSZRL~~~~~N,U
D,NS,E,HTN,NSHTN3~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
D,NS,D,GIB,NSGIB3~~~~N,V
M,NS,C,THM,NSTHM3~~~~N,V
D,NS,E,ZRL,NSZRL~~~~~N,U
M,NS,C,GIB,NSGIB5~~~~N,V
M,NS,C,THM,NSTHM5~~~~N,V
M,NS,D,WBO,NSWBO3~~~~N,V
D,NS,D,THM,NSTHM3~~~~N,V
D,NS,D,HWL,NSHWL3~~~~N,V
D,NS,B,MLO,NSMLO5~~~~A,S
D,NS,B,HBT,NSHBT2~~~~A,S
D,NS,A,MLL,NSMLL6~~~~A,N
D,NS,B,QUE,NSQUE6~~~~A,S
D,NS,D,ZRL,NSZRL~~~~~N,U
D,NS,C,WBO,NSWBO3~~~~N,V
D,NS,E,HWL,NSHWL3~~~~N,V
D,NS,E,WBO,NSWBO3~~~~N,V
D,NS,B,HBT,NSHBT2~~~~A,S
D,NS,B,MLO,NSMLO5~~~~A,S
D,NS,F,HWL,NSHWL3~~~~N,V
D,NS,F,ZRL,NSZRL~~~~~N,U
D,NS,C,HWL,NSHWL5~~~~N,V
D,NS,D,THM,NSTHM3~~~~N,V
D,NS,C,THM,NSTHM5~~~~N,V
D,NS,F,HTN,NSHTN3~~~~N,V
D,NS,F,HWL,NSHWL3~~~~N,V
D,NS,F,ZRL,NSZRL~~~~~N,U
D,NS,F,GIB,NSGIB3~~~~N,V
D,NS,F,THM,NSTHM3~~~~N,V
D,NS,E,GIB,NSGIB5~~~~N,V
D,NS,E,THM,NSTHM5~~~~N,V
H,NS,B,HBT,NSHBT2~~~~A,S
L,NS,A,CBR,NSCBR3~~~~A,N
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,B,SUI,NSSUI6~~~~N,S
M,NS,B,CNG,NSCNG2~~~~A,S
M,NS,B,SUI,NSSUI5~~~~N,S
M,NS,B,SUI,NSSUI6~~~~N,S
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,D,SUI,NSSUI3~~~~N,V
M,NS,B,QUE,NSQUE6~~~~A,S
D,NS,D,THM,NSTHM3~~~~N,V
D,NS,D,HWL,NSHWL3~~~~N,V
D,NS,C,THM,NSTHM5~~~~N,V
D,NS,D,ZRL,NSZRL~~~~~N,U
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,CNG,NSCNG2~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,CNG,NSCNG2~~~~A,S
M,NS,D,HBT,NSHBT2~~~~A,S
L,NS,A,CBR,NSCBR3~~~~A,N
M,NS,B,QUE,NSQUE5~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
L,NS,A,MLL,NSMLL6~~~~A,N
D,NS,E,HWL,NSHWL3~~~~N,V
D,NS,E,THM,NSTHM3~~~~N,V
D,NS,C,THM,NSTHM3~~~~N,S
D,NS,C,THM,NSTHM5~~~~N,S
M,NS,D,QUE,NSQUE4~~~~A,S
D,NS,E,ZRL,NSZRL~~~~~N,U
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,C,HWL,NSHWL3~~~~N,S
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,C,DGC,NSDGC5~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,D,QUE,NSQUE4~~~~A,S
M,NS,E,THM,NSTHM3~~~~N,V
M,NS,D,WBO,NSWBO3~~~~N,V
M,NS,D,HWL,NSHWL3~~~~N,V
M,NS,C,DRT,NSDRT5~~~~A,S
L,NS,A,CBR,NSCBR5~~~~A,N
M,NS,A,QUE,NSQUE6~~~~A,N
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,DGC,NSDGC5~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,SUI,NSSUI3~~~~N,S
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,DGC,NSDGC5~~~~A,S
M,NS,C,THM,NSTHM3~~~~N,V
D,NS,E,HWL,NSHWL3~~~~N,V
D,NS,E,THM,NSTHM3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,C,THM,NSTHM5~~~~N,V
D,NS,E,ZRL,NSZRL~~~~~N,U
U,NS,B,QUE,NSQUE6~~~~A,S
U,NS,B,QUE,NSQUE5~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,QUE,NSQUE4~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,D,QUE,NSQUE4~~~~A,S
L,NS,A,MLL,NSMLL6~~~~A,N
M,NS,B,PGW,NSPGW4~~~~A,S
M,NS,A,QUE,NSQUE6~~~~A,S
L,NS,A,ZSM,NSZSM7~~~~N,N
M,NS,B,DRT,NSDRT5~~~~A,S
M,NS,B,SUI,NSSUI3~~~~N,V
M,NS,B,SUI,NSSUI5~~~~N,V
M,NS,B,MSW,NSMSW6~~~~A,V
M,NS,B,PGW,NSPGW4~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,C,SUI,NSSUI3~~~~N,S
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,C,SUI,NSSUI5~~~~N,S
L,NS,A,CBR,NSCBR5~~~~A,N
M,NS,A,QUE,NSQUE6~~~~A,S
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,CNG,NSCNG2~~~~A,S
L,NS,A,MLL,NSMLL6~~~~A,N
M,NS,B,PGW,NSPGW4~~~~A,S
D,NS,D,SUI,NSSUI3~~~~N,V
D,NS,D,HWL,NSHWL3~~~~N,V
D,NS,C,SUI,NSSUI3~~~~N,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,C,QUE,NSQUE5~~~~A,S
L,NS,A,CBR,NSCBR3~~~~A,N
M,NS,C,DGC,NSDGC5~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,S
U,NS,B,DGC,NSDGC5~~~~A,S
U,NS,B,JGG,NSJGG6~~~~N,S
U,NS,A,SUI,NSSUI6~~~~N,S
U,NS,B,SUI,NSSUI5~~~~N,S
M,NS,C,SUI,NSSUI3~~~~N,V
U,NS,B,SUI,NSSUI5~~~~N,S
U,NS,B,HWL,NSHWL5~~~~N,S
U,NS,B,SUI,NSSUI3~~~~N,S
U,NS,A,SUI,NSSUI6~~~~N,S
U,NS,A,SUI,NSSUI6~~~~N,S
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,SUI,NSSUI3~~~~N,S
U,NS,B,SUI,NSSUI5~~~~N,S
U,NS,B,SUI,NSSUI3~~~~N,V
U,NS,B,HBT,NSHBT2~~~~A,S
U,NS,B,HWL,NSHWL3~~~~N,V
U,NS,B,SUI,NSSUI5~~~~N,S
U,NS,A,SUI,NSSUI6~~~~N,S
M,NS,C,SUI,NSSUI5~~~~N,V
M,NS,C,HWL,NSHWL5~~~~N,V
M,NS,B,SUI,NSSUI3~~~~N,V
M,NS,B,SUI,NSSUI6~~~~N,V
M,NS,C,SUI,NSSUI3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,B,SUI,NSSUI5~~~~N,V
M,NS,B,DGC,NSDGC5~~~~A,S
M,NS,B,SUI,NSSUI6~~~~N,V
M,NS,C,SUI,NSSUI3~~~~N,V
M,NS,B,SUI,NSSUI3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,C,WBO,NSWBO3~~~~N,V
M,NS,D,HWL,NSHWL3~~~~N,V
M,NS,C,QUE,NSQUE4~~~~A,S
U,NS,C,THM,NSTHM3~~~~N,V
M,NS,C,GIB,NSGIB3~~~~N,V
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,C,SUI,NSSUI3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,B,SUI,NSSUI5~~~~N,V
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,C,DRT,NSDRT5~~~~A,V
M,NS,C,HWL,NSHWL3~~~~N,S
M,NS,B,QUE,NSQUE5~~~~A,S
U,NS,B,SUI,NSSUI5~~~~N,S
U,NS,B,SUI,NSSUI3~~~~N,S
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,HWL,NSHWL5~~~~N,S
U,NS,B,HWL,NSHWL3~~~~N,S
U,NS,A,SUI,NSSUI6~~~~N,V
U,NS,B,SUI,NSSUI5~~~~N,V
U,NS,B,HWL,NSHWL5~~~~N,V
U,NS,B,SUI,NSSUI3~~~~N,S
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,DRT,NSDRT5~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,DRT,NSDRT5~~~~A,S
M,NS,C,HWL,NSHWL3~~~~N,S
L,NS,A,MLL,NSMLL6~~~~A,S
M,NS,C,DRT,NSDRT5~~~~A,V
M,NS,D,DGC,NSDGC5~~~~A,S
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,D,WBO,NSWBO3~~~~N,V
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,B,MSW,NSMSW6~~~~A,S
M,NS,C,SUI,NSSUI3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,B,SUI,NSSUI5~~~~N,V
M,NS,A,SUI,NSSUI6~~~~N,V
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,D,WBO,NSWBO3~~~~N,V
M,NS,C,DRT,NSDRT5~~~~A,S
M,NS,D,MLO,NSMLO5~~~~A,S
M,NS,B,CBR,NSCBR3~~~~A,S
M,NS,D,HWL,NSHWL3~~~~N,V
M,NS,C,THM,NSTHM3~~~~N,V
M,NS,C,THM,NSTHM5~~~~N,V
M,NS,B,CBR,NSCBR3~~~~A,S
M,NS,B,WBO,NSWBO3~~~~N,S
M,NS,C,HBT,NSHBT2~~~~A,S
M,NS,C,DRT,NSDRT5~~~~A,V
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,C,THM,NSTHM5~~~~N,V
L,NS,B,CBR,NSCBR3~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,C,DGC,NSDGC5~~~~A,S
M,NS,C,HBT,NSHBT2~~~~A,S
L,NS,A,CBR,NSCBR3~~~~A,N
B14,NS,A,CSY,NSCSY7~~~~N,N
L,NS,A,MLL,NSMLL6~~~~A,S
M,NS,C,SUI,NSSUI3~~~~N,S
M,NS,B,TBO,NSTBO2~~~~A,S
D,NS,D,WBO,NSWBO3~~~~N,V
D,NS,D,WBO,NSWBO3~~~~N,V
D,NS,E,HWL,NSHWL3~~~~N,V
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,C,DRT,NSDRT5~~~~A,S
M,NS,D,WBO,NSWBO3~~~~N,V
M,NS,D,GIB,NSGIB3~~~~N,V
M,NS,D,HTN,NSHTN3~~~~N,V
M,NS,D,HWL,NSHWL3~~~~N,V
M,NS,C,MLO,NSMLO5~~~~A,V
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,C,QUE,NSQUE4~~~~A,S
M,NS,B,CBR,NSCBR3~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,QUE,NSQUE4~~~~A,S
M,NS,C,DRT,NSDRT5~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,C,QUE,NSQUE4~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,C,QUE,NSQUE5~~~~A,S
M,NS,D,WBO,NSWBO3~~~~N,V
M,NS,D,HWL,NSHWL3~~~~N,V
M,NS,B,DRT,NSDRT5~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,A,MSW,NSMSW6~~~~A,S
M,NS,B,HBT,NSHBT5~~~~A,V
M,NS,B,WOB,NSWOB4~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,A,QUE,NSQUE6~~~~A,S
M,NS,C,THM,NSTHM3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
D,NS,E,THM,NSTHM3~~~~N,V
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,A,THM,NSTHM6~~~~N,V
M,NS,B,DGC,NSDGC5~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,A,QUE,NSQUE6~~~~A,S
M,NS,C,MLO,NSMLO5~~~~A,V
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,C,WOB,NSWOB4~~~~A,S
U,NS,B,QUE,NSQUE6~~~~A,V
M,NS,C,MLO,NSMLO5~~~~A,V
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,QUE,NSQUE6~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
L,NS,A,HBT,NSHBT6~~~~A,N
M,NS,C,QUE,NSQUE5~~~~A,S
L,NS,A,CBR,NSCBR3~~~~A,N
L,NS,A,CBR,NSCBR5~~~~A,N
L,NS,A,HBT,NSHBT2~~~~A,N
U,NS,B,QUE,NSQUE6~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,MLO,NSMLO5~~~~A,V
U,NS,B,QUE,NSQUE5~~~~A,V
M,NS,C,WOB,NSWOB4~~~~A,S
M,NS,B,WBO,NSWBO3~~~~N,S
M,NS,B,MLO,NSMLO5~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,B,HWL,NSHWL3~~~~N,S
M,NS,C,WOB,NSWOB4~~~~A,S
U,NS,B,SUI,NSSUI3~~~~N,V
U,NS,A,QUE,NSQUE6~~~~A,S
U,NS,A,SUI,NSSUI6~~~~N,V
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,DGC,NSDGC5~~~~A,V
M,NS,A,QUE,NSQUE6~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,B,JGG,NSJGG6~~~~N,S
M,NS,B,WOB,NSWOB4~~~~A,S
M,NS,C,SUI,NSSUI3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,B,SUI,NSSUI5~~~~N,S
M,NS,C,QUE,NSQUE4~~~~A,S
M,NS,C,THM,NSTHM3~~~~N,V
D,NS,D,THM,NSTHM3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
D,NS,D,HWL,NSHWL3~~~~N,V
M,NS,B,THM,NSTHM5~~~~N,V
D,NS,D,ZRL,NSZRL~~~~~N,U
M,NS,C,WBO,NSWBO3~~~~N,S
M,NS,D,WBO,NSWBO3~~~~N,S
M,NS,C,MLO,NSMLO5~~~~A,S
M,NS,C,DRT,NSDRT5~~~~A,S
M,NS,C,HWL,NSHWL3~~~~N,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,C,THM,NSTHM3~~~~N,V
D,NS,D,THM,NSTHM3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
D,NS,D,HWL,NSHWL3~~~~N,V
M,NS,B,THM,NSTHM5~~~~N,V
D,NS,D,ZRL,NSZRL~~~~~N,U
U,NS,B,THM,NSTHM5~~~~N,V
U,NS,B,HWL,NSHWL5~~~~N,V
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,C,THM,NSTHM3~~~~N,V
U,NS,A,THM,NSTHM6~~~~N,V
B14,NS,A,CSY,NSCSY7~~~~N,N
U,NS,B,THM,NSTHM3~~~~N,V
D,NS,D,HWL,NSHWL3~~~~N,V
M,NS,B,WBO,NSWBO3~~~~N,V
D,NS,D,WBO,NSWBO3~~~~N,V
D,NS,B,ZRL,NSZRL~~~~~N,V
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,THM,NSTHM3~~~~N,V
M,NS,B,HWL,NSHWL3~~~~N,V
D,NS,D,WBO,NSWBO3~~~~N,V
M,NS,B,ZRL,NSZRL~~~~~N,U
U,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
U,NS,B,QUE,NSQUE6~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
L,NS,A,STW,NSSTW4~~~~A,N
M,NS,B,MGM,NSMGM3~~~~A,S
M,NS,B,MGM,NSMGM5~~~~A,S
M,NS,A,MGM,NSMGM6~~~~A,S
L,NS,A,ZCB,NSZCB~~~~~N,N
U,NS,B,WOB,NSWOB4~~~~A,S
U,NS,B,MLO,NSMLO5~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
U,NS,B,MLO,NSMLO4~~~~A,S
M,NS,B,JGG,NSJGG5~~~~N,S
L,NS,A,STW,NSSTW4~~~~A,N
U,NS,A,WOB,NSWOB6~~~~A,S
U,NS,B,HFD,NSHFD5~~~~A,V
U,NS,B,HFD,NSHFD3~~~~A,V
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,B,QUE,NSQUE5~~~~A,S
M,NS,B,QUE,NSQUE6~~~~A,S
B14,NS,A,CSY,NSCSY7~~~~N,N
M,NS,B,MGM,NSMGM3~~~~A,S
M,NS,B,WOB,NSWOB4~~~~A,S
M,NS,B,WOB,NSWOB5~~~~A,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,HWL,NSHWL3~~~~N,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
L,NS,A,STW,NSSTW4~~~~A,N
M,NS,B,MLO,NSMLO4~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,C,WOB,NSWOB4~~~~A,S
L,NS,A,STW,NSSTW4~~~~A,N
L,NS,A,STW,NSSTW4~~~~A,N
L,NS,A,STW,NSSTW5~~~~A,N
M,NS,B,MLO,NSMLO5~~~~A,S
U,NS,A,HBT,NSHBT2~~~~A,N
U,NS,A,HBT,NSHBT2~~~~A,S
L,NS,A,STW,NSSTW4~~~~A,N
L,NS,A,STW,NSSTW6~~~~A,N
M,NS,B,THM,NSTHM3~~~~N,V
D,NS,C,THM,NSTHM3~~~~N,V
D,NS,C,HWL,NSHWL3~~~~N,V
D,NS,E,HWL,NSHWL3~~~~N,V
D,NS,E,THM,NSTHM3~~~~N,V
D,NS,E,ZRL,NSZRL~~~~~N,U
D,NS,B,THM,NSTHM3~~~~N,V
D,NS,B,HWL,NSHWL3~~~~N,V
D,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,B,THM,NSTHM3~~~~N,V
M,NS,B,HWL,NSHWL3~~~~N,V
M,NS,B,THM,NSTHM5~~~~N,V
M,NS,C,THM,NSTHM3~~~~N,V
M,NS,C,HWL,NSHWL3~~~~N,V
M,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,B,WBO,NSWBO3~~~~N,S
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,HWL,NSHWL3~~~~N,S
M,NS,B,MLO,NSMLO5~~~~A,S
L,NS,A,STW,NSSTW4~~~~A,N
M,NS,C,BEY,NSBEY4~~~~N,S
M,NS,A,HBT,NSHBT2~~~~A,S
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,C,BEY,NSBEY5~~~~N,S
L,NS,A,CBR,NSCBR5~~~~A,N
M,NS,C,HWL,NSHWL3~~~~N,S
M,NS,B,MLO,NSMLO6~~~~A,S
D,NS,D,THM,NSTHM3~~~~N,S
D,NS,D,HWL,NSHWL3~~~~N,V
D,NS,D,WOB,NSWOB4~~~~A,S
D,NS,D,WOB,NSWOB5~~~~A,S
D,NS,B,THM,NSTHM3~~~~N,S
D,NS,B,THM,NSTHM5~~~~N,S
D,NS,D,ZRL,NSZRL~~~~~N,U
M,NS,B,CBQ,NSCBQ3~~~~N,V
M,NS,B,HTN,NSHTN3~~~~N,V
M,NS,B,WYV,NSWYV3~~~~N,V
M,NS,B,CBQ,NSCBQ5~~~~N,V
M,NS,C,HTN,NSHTN3~~~~N,V
M,NS,B,WYV,NSWYV5~~~~N,V
M,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,A,HTN,NSHTN6~~~~N,V
M,NS,B,BEY,NSBEY4~~~~N,S
M,NS,C,HWL,NSHWL3~~~~N,S
M,NS,B,BEY,NSBEY5~~~~N,S
M,NS,C,BEY,NSBEY4~~~~N,S
M,NS,C,MLO,NSMLO5~~~~A,S
L,NS,A,CBR,NSCBR5~~~~A,N
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,C,ZRL,NSZRL~~~~~N,U
M,NS,B,KKM,NSKKM3~~~~N,V
M,NS,B,HTN,NSHTN3~~~~N,V
M,NS,B,KKM,NSKKM5~~~~N,V
M,NS,C,KKM,NSKKM3~~~~N,V
M,NS,B,ZRL,NSZRL~~~~~N,U
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,B,MLO,NSMLO6~~~~A,S
M,NS,B,CBQ,NSCBQ3~~~~N,V
M,NS,C,BYN,NSBYN4~~~~N,S
L,NS,A,CBR,NSCBR5~~~~A,N
M,NS,B,HBT,NSHBT2~~~~A,S
M,NS,B,KKM,NSKKM3~~~~N,V
M,NS,B,MLO,NSMLO5~~~~A,S
M,NS,C,CBQ,NSCBQ3~~~~N,V
