LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N,N
H,~~~~~,MB,A,CIO,MBCIO~~~~~A,S
H,~~~~~,MB,A,PIY,MBPIY~~~~~A,V
R,~~~~~,MB,A,WOG,MBWOG~~~~~A,S
R,p~~~~,MB,A,FYL,MBFYLp~~~~A,S
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A,N
F13,~~~~~,MB,A,KIC,MBKIC~~~~~A,N
L,p~~~~,MB,A,KRY,MBKRYp~~~~A,N
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N,N
F13,~~~~~,MB,A,RTV,MBRTV~~~~~N,N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A,N
L,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
L,d~~~~,MB,A,MNT,MBMNTd~~~~A,N
L,p~~~~,MB,A,FYL,MBFYLp~~~~A,N
U,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
U,~~~~~,MB,A,PIY,MBPIY~~~~~A,V
U,~~~~~,MB,A,CIO,MBCIO~~~~~A,S
U,p~~~~,MB,A,KRY,MBKRYp~~~~A,N
U,~~~~~,MB,A,MEB,MBMEB~~~~~A,V
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A,N
U,~~~~~,MB,A,CRK,MBCRK~~~~~A,V
R,~~~~~,MB,B,WOG,MBWOG~~~~~A,S
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A,N
U,~~~~~,MB,A,CIO,MBCIO~~~~~A,S
U,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
U,~~~~~,MB,A,WOG,MBWOG~~~~~A,S
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A,N
U,~~~~~,MB,A,ELM,MBELM~~~~~A,N
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N,N
L,~~~~~,MB,A,BAM,MBBAM~~~~~A,N
B14,~~~~~,MB,A,OOK,MBOOK~~~~~N,N
U,~~~~~,MB,A,SDI,MBSDI~~~~~A,N
U,~~~~~,MB,B,WOG,MBWOG~~~~~A,S
U,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
U,p~~~~,MB,A,KRY,MBKRYp~~~~A,N
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A,N
F13,~~~~~,MB,A,RTV,MBRTV~~~~~N,N
U,~~~~~,MB,A,VSS,MBVSS~~~~~A,S
U,~~~~~,MB,A,CIO,MBCIO~~~~~A,S
U,~~~~~,MB,B,CRK,MBCRK~~~~~A,V
B14,~~~~~,MB,A,GDT,MBGDT~~~~~N,N
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A,N
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N,N
U,p~~~~,MB,A,MNT,MBMNTp~~~~A,N
U,p~~~~,MB,A,MEB,MBMEBp~~~~A,S
U,~~~~~,MB,A,PIY,MBPIY~~~~~A,V
B14,~~~~~,MB,A,OKO,MBOKO~~~~~N,N
U,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
U,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
U,~~~~~,MB,A,SDI,MBSDI~~~~~A,N
U,p~~~~,MB,A,KRY,MBKRYp~~~~A,N
U,~~~~~,MB,A,CIO,MBCIO~~~~~A,S
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A,N
U,~~~~~,MB,A,CRK,MBCRK~~~~~A,V
F13,~~~~~,MB,A,KMK,MBKMK~~~~~N,N
U,~~~~~,MB,A,WOG,MBWOG~~~~~A,S
U,~~~~~,MB,A,PIY,MBPIY~~~~~A,V
U,~~~~~,MB,A,CRK,MBCRK~~~~~A,V
B14,~~~~~,MB,A,OKO,MBOKO~~~~~N,N
U,~~~~~,MB,A,PIY,MBPIY~~~~~A,V
U,~~~~~,MB,A,MEB,MBMEB~~~~~A,V
L,~~~~~,MB,A,MTG,MBMTG~~~~~A,S
L,pd~~~,MB,A,PGE,MBPGEpd~~~A,N
L,pd~~~,MB,A,BAM,MBBAMpd~~~A,N
R,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
L,p~~~~,MB,A,MNT,MBMNTp~~~~A,N
L,~~~~~,MB,A,WMP,MBWMP~~~~~A,N
R,~~~~~,MB,A,WOG,MBWOG~~~~~A,S
L,pd~~~,MB,A,BAM,MBBAMpd~~~A,N
L,p~~~~,MB,A,MNT,MBMNTp~~~~A,N
U,~~~~~,MB,A,PIY,MBPIY~~~~~A,V
F13,~~~~~,MB,A,CAY,MBCAY~~~~~A,N
L,pd~~~,MB,A,MNT,MBMNTpd~~~N,N
L,~~~~~,MB,A,PGU,MBPGU~~~~~A,S
L,d~~~~,MB,A,FOY,MBFOYd~~~~A,N
L,pd~~~,MB,A,FYL,MBFYLpd~~~A,N
U,~~~~~,MB,A,LSD,MBLSD~~~~~A,N
U,~~~~~,MB,A,SDI,MBSDI~~~~~A,N
R,~~~~~,MB,B,WOG,MBWOG~~~~~A,S
B14,~~~~~,MB,A,BYH,MBBYH~~~~~A,N
B14,~~~~~,MB,A,OKO,MBOKO~~~~~N,N
B14,~~~~~,MB,A,WKW,MBWKW~~~~~N,N
F13,~~~~~,MB,A,RTV,MBRTV~~~~~N,N
F13,~~~~~,MB,A,SMY,MBSMY~~~~~N,N
L,pd~~~,MB,A,FOY,MBFOYpd~~~A,N
L,~~~~~,MB,A,MNT,MBMNT~~~~~A,N
F13,~~~~~,MB,A,STD,MBSTD~~~~~A,N
M,~~~~~,ON,D,ZAR,ONZAR~~~~~A,S
L,~~~~~,ON,A,CZR,ONCZR~~~~~A,N
L,~~~~~,ON,A,EMO,ONEMO~~~~~A,N
L,~~~~~,ON,A,INK,ONINK~~~~~N,N
L,~~~~~,ON,A,NOU,ONNOU~~~~~A,S
L,~~~~~,ON,A,JVS,ONJVS~~~~~A,N
L,~~~~~,ON,A,OKD,ONOKD~~~~~A,N
S04,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
L,~~~~~,ON,A,NOU,ONNOU~~~~~A,S
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
L,~~~~~,ON,A,JVS,ONJVS~~~~~A,N
I,~~~~~,ON,A,CNE,ONCNE~~~~~A,N
I,60000,QC,A,PML,QCPML60000A,N
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
I,~~~~~,ON,B,ELC,ONELC~~~~~A,S
B13,90000,QC,A,TNH,QCTNH90000N,N
I,60000,QC,A,PML,QCPML60000A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,~~~~~,ON,B,CGG,ONCGG~~~~~A,N
L,~~~~~,ON,A,SUS,ONSUS~~~~~N,N
L,~~~~~,ON,B,TUS,ONTUS~~~~~N,N
M,23000,QC,B,SNG,QCSNG23000N,V
H,20000,QC,C,ARR,QCARR20000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
I,60000,QC,A,PML,QCPML60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
D,60000,QC,A,ROQ,QCROQ60000A,N
L,60000,QC,A,LAS,QCLAS60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
D,60000,QC,A,ROQ,QCROQ60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
I,60000,QC,A,PML,QCPML60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
D,60000,QC,A,ROQ,QCROQ60000A,N
L,~~~~~,ON,A,FOD,ONFOD~~~~~A,N
L,~~~~~,ON,A,AUY,ONAUY~~~~~A,N
S04,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,PML,QCPML60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
H,20000,QC,C,ARR,QCARR20000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,PML,QCPML60000A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
L,60000,QC,A,CLE,QCCLE60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,30000,QC,A,FGY,QCFGY30000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
H,30000,QC,C,ARR,QCARR30000N,N
I,60000,QC,A,PML,QCPML60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,30000,QC,A,FGY,QCFGY30000A,N
L,30000,QC,A,LAO,QCLAO30000A,N
I,30000,QC,A,FGY,QCFGY30000A,N
L,30000,QC,A,LAO,QCLAO30000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
H,20000,QC,C,ARR,QCARR20000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,PML,QCPML60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,PML,QCPML60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
I,60000,QC,A,PML,QCPML60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
I,30000,QC,A,FGY,QCFGY30000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,PML,QCPML60000A,N
L,60000,QC,A,LAS,QCLAS60000A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,PML,QCPML60000A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
I,60000,QC,A,PML,QCPML60000A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
D,60000,QC,A,ROQ,QCROQ60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
U,60000,QC,B,MAM,QCMAM60000A,N
H,20000,QC,C,ARR,QCARR20000N,N
L,30000,QC,A,SNV,QCSNV30000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
L,50000,QC,A,ABT,QCABT50000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
H,20000,QC,C,ARR,QCARR20000N,N
U,60000,QC,B,GYN,QCGYN60000A,N
H,20000,QC,C,ARR,QCARR20000N,N
L,60000,QC,A,LAS,QCLAS60000A,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,60000,QC,A,VIL,QCVIL60000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
L,~~~~~,ON,A,HST,ONHST~~~~~A,N
B13,~~~~~,ON,A,ZBG,ONZBG~~~~~N,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
M,~~~~~,ON,D,HNN,ONHNN~~~~~A,V
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
S04,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
D,60000,QC,A,ROQ,QCROQ60000A,N
H,20000,QC,C,ARR,QCARR20000N,N
U,60000,QC,B,GYN,QCGYN60000A,N
L,30000,QC,A,DUA,QCDUA30000A,N
H,20000,QC,C,ARR,QCARR20000N,N
I,60000,QC,A,GUR,QCGUR60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,30000,QC,A,BAB,QCBAB30000A,N
H,20000,QC,C,ARR,QCARR20000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,30000,QC,A,DUA,QCDUA30000A,N
H,20000,QC,C,ARR,QCARR20000N,N
I,60000,QC,A,BEA,QCBEA60000A,N
I,30000,QC,A,NED,QCNED30000A,N
H,20000,QC,C,ARR,QCARR20000N,N
I,60000,QC,A,BEA,QCBEA60000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
L,50000,QC,A,LRR,QCLRR50000A,N
I,60000,QC,A,GUR,QCGUR60000A,N
U,10000,QC,A,APK,QCAPK10000A,N
H,23000,QC,C,LKF,QCLKF23000N,V
H,20000,QC,C,ARR,QCARR20000N,N
L,50000,QC,A,LRR,QCLRR50000A,N
L,30000,QC,A,DUA,QCDUA30000A,N
H,20000,QC,C,ARR,QCARR20000N,N
I,60000,QC,A,GUR,QCGUR60000A,N
L,50000,QC,A,LRR,QCLRR50000A,N
H,20000,QC,C,ARR,QCARR20000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
I,60000,QC,A,GUR,QCGUR60000A,N
I,60000,QC,A,BEA,QCBEA60000A,N
H,20000,QC,C,ARR,QCARR20000N,N
I,30000,QC,A,BAB,QCBAB30000A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
I,~~~~~,ON,B,BWI,ONBWI~~~~~A,N
U,~~~~~,ON,B,NVL,ONNVL~~~~~A,N
L,~~~~~,ON,A,ANY,ONANY~~~~~A,N
U,C~~~~,ON,A,WDG,ONWDGC~~~~N,N
U,~~~~~,ON,A,ZUR,ONZUR~~~~~A,N
L,~~~~~,ON,A,ANY,ONANY~~~~~A,N
I,~~~~~,ON,A,DKI,ONDKI~~~~~A,S
L,~~~~~,ON,A,DLM,ONDLM~~~~~A,N
L,~~~~~,ON,A,OUL,ONOUL~~~~~A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
L,~~~~~,ON,A,CRE,ONCRE~~~~~A,N
L,~~~~~,ON,A,AZD,ONAZD~~~~~A,N
U,~~~~~,ON,B,BAL,ONBAL~~~~~N,N
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
L,~~~~~,ON,A,CHN,ONCHN~~~~~A,N
I,~~~~~,ON,A,DKI,ONDKI~~~~~A,S
H,~~~~~,ON,B,FYX,ONFYX~~~~~A,N
L,~~~~~,ON,A,AZD,ONAZD~~~~~A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
L,~~~~~,ON,A,MSL,ONMSL~~~~~A,S
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
U,~~~~~,ON,B,MLR,ONMLR~~~~~N,S
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
U,~~~~~,ON,A,MXP,ONMXP~~~~~A,S
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
I,~~~~~,ON,A,DKI,ONDKI~~~~~A,S
H,~~~~~,ON,B,FYX,ONFYX~~~~~A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
U,~~~~~,ON,B,PHN,ONPHN~~~~~A,V
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
U,~~~~~,ON,B,MLR,ONMLR~~~~~N,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
M,~~~~~,ON,C,MKG,ONMKG~~~~~N,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
U,~~~~~,ON,B,ZRL,ONZRL~~~~~N,V
U,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
U,~~~~~,ON,A,WLF,ONWLF~~~~~A,N
L,~~~~~,ON,A,ANY,ONANY~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
U,~~~~~,ON,B,MLR,ONMLR~~~~~N,S
H,~~~~~,ON,D,RKL,ONRKL~~~~~A,U
S04,~~~~~,ON,A,SWP,ONSWP~~~~~A,U
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,WHK,ONWHK~~~~~A,V
H,~~~~~,ON,B,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,B,EGV,ONEGV~~~~~A,S
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,C,RKL,ONRKL~~~~~A,U
B13,~~~~~,ON,A,BOG,ONBOG~~~~~A,U
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,C,RKL,ONRKL~~~~~A,U
B13,~~~~~,ON,A,BOG,ONBOG~~~~~A,U
H,~~~~~,ON,B,TWE,ONTWE~~~~~A,V
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
B13,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,B,CHD,ONCHD~~~~~A,V
H,~~~~~,ON,B,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,B,WDG,ONWDG~~~~~N,V
M14,~~~~~,ON,A,ZMH,ONZMH~~~~~A,N
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,CHD,ONCHD~~~~~A,N
H,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,DLO,ONDLO~~~~~A,V
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
H,~~~~~,ON,C,DOO,ONDOO~~~~~A,V
U,~~~~~,ON,B,FRM,ONFRM~~~~~N,S
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
M,~~~~~,ON,B,DMM,ONDMM~~~~~A,V
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,B,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
S04,~~~~~,ON,A,ZMK,ONZMK~~~~~A,N
U,~~~~~,ON,A,UPD,ONUPD~~~~~A,N
H,~~~~~,ON,B,STR,ONSTR~~~~~N,S
U,R~~~~,ON,A,UPD,ONUPDR~~~~A,N
M,~~~~~,ON,B,EGV,ONEGV~~~~~A,S
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
H,~~~~~,ON,B,EGV,ONEGV~~~~~A,S
U,~~~~~,ON,A,RFW,ONRFW~~~~~A,N
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,B,WDG,ONWDG~~~~~N,U
H,~~~~~,ON,C,RKL,ONRKL~~~~~A,U
B13,~~~~~,ON,A,BOG,ONBOG~~~~~A,U
H,~~~~~,ON,B,EGV,ONEGV~~~~~A,S
H,~~~~~,ON,C,WHK,ONWHK~~~~~A,S
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
H,~~~~~,ON,B,WMH,ONWMH~~~~~A,N
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
U,~~~~~,ON,A,UPD,ONUPD~~~~~A,N
U,~~~~~,ON,A,UPD,ONUPD~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,B,STR,ONSTR~~~~~N,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,B,EGV,ONEGV~~~~~A,S
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
H,~~~~~,ON,B,ZAR,ONZAR~~~~~A,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,C,RKL,ONRKL~~~~~A,U
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
M,~~~~~,ON,B,TNY,ONTNY~~~~~A,S
H,~~~~~,ON,C,WHK,ONWHK~~~~~A,V
H,~~~~~,ON,B,ZAR,ONZAR~~~~~A,V
U,~~~~~,ON,A,UPD,ONUPD~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,S
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,S
H,~~~~~,ON,B,STR,ONSTR~~~~~N,S
M,~~~~~,ON,B,TNY,ONTNY~~~~~A,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
M,~~~~~,ON,B,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,B,MGL,ONMGL~~~~~N,S
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,S
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,D,BCF,ONBCF~~~~~A,S
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
U,~~~~~,ON,A,STR,ONSTR~~~~~N,S
M,~~~~~,ON,B,WDG,ONWDG~~~~~N,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,S
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,V
S04,~~~~~,ON,B,ZMK,ONZMK~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,S
H,~~~~~,ON,C,RKL,ONRKL~~~~~A,U
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,U
H,~~~~~,ON,C,CHD,ONCHD~~~~~A,N
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
H,~~~~~,ON,C,TWE,ONTWE~~~~~A,S
H,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,B,MLR,ONMLR~~~~~N,N
H,~~~~~,ON,C,BMR,ONBMR~~~~~A,S
H,~~~~~,ON,C,ZAR,ONZAR~~~~~A,V
H,~~~~~,ON,C,MGL,ONMGL~~~~~N,V
L,~~~~~,ON,A,ZOR,ONZOR~~~~~A,N
H,~~~~~,ON,C,WDG,ONWDG~~~~~N,N
M,~~~~~,ON,C,CHD,ONCHD~~~~~A,N
M,22000,QC,C,TMY,QCTMY22000A,S
I,22000,QC,B,MSY,QCMSY22000A,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,22000,QC,C,TMY,QCTMY22000A,S
I,22000,QC,B,MSY,QCMSY22000A,S
M,22000,QC,C,CVX,QCCVX22000N,V
M,12000,QC,B,PGY,QCPGY12000N,S
M,40000,QC,B,LLB,QCLLB40000A,N
L,40H00,QC,A,LBI,QCLBI40H00A,N
M,12000,QC,B,PGY,QCPGY12000N,S
L,10000,QC,A,SGD,QCSGD10000A,V
M,22000,QC,C,TMY,QCTMY22000A,S
I,22000,QC,B,MSY,QCMSY22000A,S
M,22000,QC,C,CVX,QCCVX22000N,V
M,22000,QC,C,LMA,QCLMA22000N,S
B13,80000,QC,A,TNM,QCTNM80000N,N
M,12000,QC,B,PGY,QCPGY12000N,S
M,22000,QC,C,CVX,QCCVX22000N,V
B13,80000,QC,A,TNM,QCTNM80000N,N
I,41000,QC,A,ORS,QCORS41000A,N
L,20000,QC,A,MHU,QCMHU20000A,N
L,40000,QC,A,KRK,QCKRK40000A,S
B13,70000,QC,A,TNF,QCTNF70000N,N
M,22000,QC,D,CVX,QCCVX22000N,V
M,22000,QC,C,LMA,QCLMA22000N,S
B13,80000,QC,A,TNM,QCTNM80000N,N
U,40000,QC,A,LPC,QCLPC40000A,S
M,12000,QC,B,PGY,QCPGY12000N,S
M,22000,QC,C,TMY,QCTMY22000A,S
I,22000,QC,B,MSY,QCMSY22000A,S
M,22000,QC,B,CVX,QCCVX22000N,V
L,22000,QC,A,BPU,QCBPU22000N,V
B13,80000,QC,A,TNM,QCTNM80000N,N
M,23000,QC,D,SNG,QCSNG23000N,V
M,23000,QC,C,SNG,QCSNG23000N,V
U,10000,QC,A,MOI,QCMOI10000A,N
U,11000,QC,A,MTA,QCMTA11000A,S
U,10000,QC,B,MOI,QCMOI10000A,N
H,23000,QC,C,SNG,QCSNG23000N,V
L,20000,QC,A,GGN,QCGGN20000N,N
H,20000,QC,E,ARR,QCARR20000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
M,22000,QC,D,TMY,QCTMY22000A,S
R,12000,QC,C,MIT,QCMIT12000N,S
L,10000,QC,A,MOI,QCMOI10000A,N
L,30000,QC,A,ALU,QCALU30000A,N
M,10000,QC,B,IVR,QCIVR10000A,N
L,10000,QC,A,BVI,QCBVI10000N,N
B13,80000,QC,A,TNM,QCTNM80000N,N
U,10000,QC,A,IVR,QCIVR10000A,N
D,10000,QC,A,OTW,QCOTW10000N,N
U,30000,QC,A,BBF,QCBBF30000A,N
M,10000,QC,B,IVR,QCIVR10000A,N
M,30000,QC,B,PTC,QCPTC30000A,N
L,40000,QC,A,DHU,QCDHU40000A,N
L,10000,QC,A,BVI,QCBVI10000N,N
M,10000,QC,B,IVR,QCIVR10000A,N
U,10000,QC,B,MOI,QCMOI10000A,N
M,30000,QC,B,PTC,QCPTC30000A,N
M,30000,QC,B,PTC,QCPTC30000A,N
D,50000,QC,B,CPU,QCCPU50000A,N
M,30000,QC,B,PTC,QCPTC30000A,N
U,10000,QC,B,MOI,QCMOI10000A,N
U,10000,QC,A,PNG,QCPNG10000N,N
L,10000,QC,A,MOI,QCMOI10000A,N
B13,80000,QC,A,TNM,QCTNM80000N,N
U,30000,QC,A,BBF,QCBBF30000A,N
L,40000,QC,A,MTF,QCMTF40000A,N
L,30000,QC,A,LHU,QCLHU30000A,N
U,30000,QC,A,BBF,QCBBF30000A,N
M,10000,QC,B,IVR,QCIVR10000A,N
M,23000,QC,B,GTU,QCGTU23000N,V
U,10000,QC,A,IVR,QCIVR10000A,N
D,30000,QC,B,BCT,QCBCT30000A,N
U,10000,QC,A,IVR,QCIVR10000A,N
M,23000,QC,C,GTU,QCGTU23000N,V
U,30000,QC,A,BBF,QCBBF30000A,N
L,40000,QC,A,MTF,QCMTF40000A,N
U,21000,QC,A,SGB,QCSGB21000A,S
L,10000,QC,A,MOI,QCMOI10000A,N
M,20000,QC,B,GDO,QCGDO20000A,S
U,21000,QC,A,SGB,QCSGB21000A,S
