LOCSF,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
L,ON,A,SUS,ONSUS~~~~~N,N
L,ON,B,TUS,ONTUS~~~~~N,N
M,QC,B,SNG,QCSNG23000N,V
H,QC,C,ARR,QCARR20000N,N
L,QC,A,LAS,QCLAS60000A,N
I,QC,A,PML,QCPML60000A,N
B13,QC,A,TNM,QCTNM80000N,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,VIL,QCVIL60000N,N
L,QC,A,VIL,QCVIL60000N,N
L,QC,A,LAS,QCLAS60000A,N
B13,QC,A,TNM,QCTNM80000N,N
B13,QC,A,TNM,QCTNM80000N,N
D,QC,A,ROQ,QCROQ60000A,N
L,QC,A,LAS,QCLAS60000A,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
B13,QC,A,TNM,QCTNM80000N,N
D,QC,A,ROQ,QCROQ60000A,N
L,QC,A,VIL,QCVIL60000N,N
I,QC,A,PML,QCPML60000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,LAS,QCLAS60000A,N
B13,QC,A,TNM,QCTNM80000N,N
D,QC,A,ROQ,QCROQ60000A,N
L,ON,A,FOD,ONFOD~~~~~A,N
L,ON,A,AUY,ONAUY~~~~~A,N
S04,ON,A,ZOR,ONZOR~~~~~A,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,PML,QCPML60000A,N
B13,QC,A,TNM,QCTNM80000N,N
H,QC,C,ARR,QCARR20000N,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,PML,QCPML60000A,N
D,QC,A,ROQ,QCROQ60000A,N
L,QC,A,CLE,QCCLE60000A,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,FGY,QCFGY30000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,VIL,QCVIL60000N,N
H,QC,C,ARR,QCARR30000N,N
I,QC,A,PML,QCPML60000A,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,FGY,QCFGY30000A,N
L,QC,A,LAO,QCLAO30000A,N
I,QC,A,FGY,QCFGY30000A,N
L,QC,A,LAO,QCLAO30000A,N
B13,QC,A,TNM,QCTNM80000N,N
H,QC,C,ARR,QCARR20000N,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,PML,QCPML60000A,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,PML,QCPML60000A,N
L,QC,A,VIL,QCVIL60000N,N
I,QC,A,PML,QCPML60000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,LAS,QCLAS60000A,N
I,QC,A,FGY,QCFGY30000A,N
B13,QC,A,TNM,QCTNM80000N,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,PML,QCPML60000A,N
L,QC,A,LAS,QCLAS60000A,N
D,QC,A,ROQ,QCROQ60000A,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,PML,QCPML60000A,N
D,QC,A,ROQ,QCROQ60000A,N
I,QC,A,PML,QCPML60000A,N
D,QC,A,ROQ,QCROQ60000A,N
L,QC,A,VIL,QCVIL60000N,N
D,QC,A,ROQ,QCROQ60000A,N
B13,QC,A,TNM,QCTNM80000N,N
U,QC,B,MAM,QCMAM60000A,N
H,QC,C,ARR,QCARR20000N,N
L,QC,A,SNV,QCSNV30000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,LAS,QCLAS60000A,N
D,QC,A,ROQ,QCROQ60000A,N
L,QC,A,VIL,QCVIL60000N,N
L,QC,A,ABT,QCABT50000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,LAS,QCLAS60000A,N
H,QC,C,ARR,QCARR20000N,N
U,QC,B,GYN,QCGYN60000A,N
H,QC,C,ARR,QCARR20000N,N
L,QC,A,LAS,QCLAS60000A,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,VIL,QCVIL60000N,N
B13,QC,A,TNM,QCTNM80000N,N
U,ON,C,WDG,ONWDG~~~~~N,N
U,ON,B,ZRL,ONZRL~~~~~N,V
L,ON,A,HST,ONHST~~~~~A,N
B13,ON,A,ZBG,ONZBG~~~~~N,N
U,ON,B,ZRL,ONZRL~~~~~N,V
M,ON,D,HNN,ONHNN~~~~~A,V
U,ON,C,WDG,ONWDG~~~~~N,N
S04,ON,A,ZOR,ONZOR~~~~~A,N
D,QC,A,ROQ,QCROQ60000A,N
H,QC,C,ARR,QCARR20000N,N
U,QC,B,GYN,QCGYN60000A,N
L,QC,A,DUA,QCDUA30000A,N
H,QC,C,ARR,QCARR20000N,N
I,QC,A,GUR,QCGUR60000A,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,BAB,QCBAB30000A,N
H,QC,C,ARR,QCARR20000N,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,DUA,QCDUA30000A,N
H,QC,C,ARR,QCARR20000N,N
I,QC,A,BEA,QCBEA60000A,N
I,QC,A,NED,QCNED30000A,N
H,QC,C,ARR,QCARR20000N,N
I,QC,A,BEA,QCBEA60000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,LRR,QCLRR50000A,N
I,QC,A,GUR,QCGUR60000A,N
U,QC,A,APK,QCAPK10000A,N
H,QC,C,LKF,QCLKF23000N,V
H,QC,C,ARR,QCARR20000N,N
L,QC,A,LRR,QCLRR50000A,N
L,QC,A,DUA,QCDUA30000A,N
H,QC,C,ARR,QCARR20000N,N
I,QC,A,GUR,QCGUR60000A,N
L,QC,A,LRR,QCLRR50000A,N
H,QC,C,ARR,QCARR20000N,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,GUR,QCGUR60000A,N
I,QC,A,BEA,QCBEA60000A,N
H,QC,C,ARR,QCARR20000N,N
I,QC,A,BAB,QCBAB30000A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
I,ON,B,BWI,ONBWI~~~~~A,N
U,ON,B,NVL,ONNVL~~~~~A,N
L,ON,A,ANY,ONANY~~~~~A,N
U,ON,A,WDG,ONWDGC~~~~N,N
U,ON,A,ZUR,ONZUR~~~~~A,N
L,ON,A,ANY,ONANY~~~~~A,N
I,ON,A,DKI,ONDKI~~~~~A,S
L,ON,A,DLM,ONDLM~~~~~A,N
L,ON,A,OUL,ONOUL~~~~~A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
L,ON,A,CRE,ONCRE~~~~~A,N
L,ON,A,AZD,ONAZD~~~~~A,N
U,ON,B,BAL,ONBAL~~~~~N,N
U,ON,C,WDG,ONWDG~~~~~N,N
L,ON,A,ZOR,ONZOR~~~~~A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
L,ON,A,CHN,ONCHN~~~~~A,N
I,ON,A,DKI,ONDKI~~~~~A,S
H,ON,B,FYX,ONFYX~~~~~A,N
L,ON,A,AZD,ONAZD~~~~~A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
L,ON,A,MSL,ONMSL~~~~~A,S
U,ON,C,WDG,ONWDG~~~~~N,N
U,ON,B,MLR,ONMLR~~~~~N,S
U,ON,B,ZRL,ONZRL~~~~~N,V
U,ON,A,MXP,ONMXP~~~~~A,S
U,ON,C,WDG,ONWDG~~~~~N,N
I,ON,A,DKI,ONDKI~~~~~A,S
H,ON,B,FYX,ONFYX~~~~~A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
U,ON,B,PHN,ONPHN~~~~~A,V
U,ON,C,WDG,ONWDG~~~~~N,N
U,ON,B,ZRL,ONZRL~~~~~N,V
U,ON,C,WDG,ONWDG~~~~~N,N
L,ON,A,ZOR,ONZOR~~~~~A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
H,ON,C,MGL,ONMGL~~~~~N,V
U,ON,C,WDG,ONWDG~~~~~N,N
U,ON,B,MLR,ONMLR~~~~~N,S
L,ON,A,ZOR,ONZOR~~~~~A,N
U,ON,C,WDG,ONWDG~~~~~N,N
H,ON,C,MGL,ONMGL~~~~~N,V
U,ON,B,ZRL,ONZRL~~~~~N,V
M,ON,C,MKG,ONMKG~~~~~N,S
L,ON,A,ZOR,ONZOR~~~~~A,N
U,ON,B,ZRL,ONZRL~~~~~N,V
U,ON,C,WDG,ONWDG~~~~~N,N
U,ON,A,WLF,ONWLF~~~~~A,N
L,ON,A,ANY,ONANY~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,V
U,ON,B,MLR,ONMLR~~~~~N,S
H,ON,D,RKL,ONRKL~~~~~A,U
S04,ON,A,SWP,ONSWP~~~~~A,U
H,ON,C,TWE,ONTWE~~~~~A,S
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,WHK,ONWHK~~~~~A,V
H,ON,B,ZAR,ONZAR~~~~~A,V
H,ON,B,EGV,ONEGV~~~~~A,S
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,C,RKL,ONRKL~~~~~A,U
B13,ON,A,BOG,ONBOG~~~~~A,U
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,C,ZAR,ONZAR~~~~~A,V
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,C,RKL,ONRKL~~~~~A,U
B13,ON,A,BOG,ONBOG~~~~~A,U
H,ON,B,TWE,ONTWE~~~~~A,V
H,ON,C,ZAR,ONZAR~~~~~A,V
B13,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,B,CHD,ONCHD~~~~~A,V
H,ON,B,MGL,ONMGL~~~~~N,V
H,ON,B,WDG,ONWDG~~~~~N,V
M14,ON,A,ZMH,ONZMH~~~~~A,N
H,ON,C,ZAR,ONZAR~~~~~A,V
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,CHD,ONCHD~~~~~A,N
H,ON,C,WDG,ONWDG~~~~~N,N
H,ON,C,ZAR,ONZAR~~~~~A,V
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,DLO,ONDLO~~~~~A,V
H,ON,C,TWE,ONTWE~~~~~A,S
H,ON,C,DOO,ONDOO~~~~~A,V
U,ON,B,FRM,ONFRM~~~~~N,S
H,ON,C,ZAR,ONZAR~~~~~A,V
M,ON,B,DMM,ONDMM~~~~~A,V
H,ON,C,MGL,ONMGL~~~~~N,V
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,B,ZAR,ONZAR~~~~~A,V
H,ON,C,MGL,ONMGL~~~~~N,V
S04,ON,A,ZMK,ONZMK~~~~~A,N
U,ON,A,UPD,ONUPD~~~~~A,N
H,ON,B,STR,ONSTR~~~~~N,S
U,ON,A,UPD,ONUPDR~~~~A,N
M,ON,B,EGV,ONEGV~~~~~A,S
H,ON,C,TWE,ONTWE~~~~~A,S
H,ON,B,EGV,ONEGV~~~~~A,S
U,ON,A,RFW,ONRFW~~~~~A,N
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,B,WDG,ONWDG~~~~~N,U
H,ON,C,RKL,ONRKL~~~~~A,U
B13,ON,A,BOG,ONBOG~~~~~A,U
H,ON,B,EGV,ONEGV~~~~~A,S
H,ON,C,WHK,ONWHK~~~~~A,S
H,ON,C,TWE,ONTWE~~~~~A,S
H,ON,B,WMH,ONWMH~~~~~A,N
L,ON,A,ZOR,ONZOR~~~~~A,N
U,ON,A,UPD,ONUPD~~~~~A,N
U,ON,A,UPD,ONUPD~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,B,STR,ONSTR~~~~~N,S
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,B,EGV,ONEGV~~~~~A,S
H,ON,C,TWE,ONTWE~~~~~A,S
H,ON,B,ZAR,ONZAR~~~~~A,V
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,C,RKL,ONRKL~~~~~A,U
H,ON,C,TWE,ONTWE~~~~~A,S
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,V
L,ON,A,ZOR,ONZOR~~~~~A,N
M,ON,B,TNY,ONTNY~~~~~A,S
H,ON,C,WHK,ONWHK~~~~~A,V
H,ON,B,ZAR,ONZAR~~~~~A,V
U,ON,A,UPD,ONUPD~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,S
H,ON,C,TWE,ONTWE~~~~~A,S
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,S
H,ON,B,STR,ONSTR~~~~~N,S
M,ON,B,TNY,ONTNY~~~~~A,V
L,ON,A,ZOR,ONZOR~~~~~A,N
M,ON,B,ZAR,ONZAR~~~~~A,V
H,ON,B,MGL,ONMGL~~~~~N,S
H,ON,C,MGL,ONMGL~~~~~N,S
H,ON,C,ZAR,ONZAR~~~~~A,V
H,ON,D,BCF,ONBCF~~~~~A,S
L,ON,A,ZOR,ONZOR~~~~~A,N
U,ON,A,STR,ONSTR~~~~~N,S
M,ON,B,WDG,ONWDG~~~~~N,N
H,ON,C,MGL,ONMGL~~~~~N,S
H,ON,C,ZAR,ONZAR~~~~~A,V
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,C,TWE,ONTWE~~~~~A,V
S04,ON,B,ZMK,ONZMK~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,S
H,ON,C,RKL,ONRKL~~~~~A,U
L,ON,A,ZOR,ONZOR~~~~~A,U
H,ON,C,CHD,ONCHD~~~~~A,N
H,ON,C,MGL,ONMGL~~~~~N,V
H,ON,C,TWE,ONTWE~~~~~A,S
H,ON,C,WDG,ONWDG~~~~~N,N
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,ZAR,ONZAR~~~~~A,V
H,ON,B,MLR,ONMLR~~~~~N,N
H,ON,C,BMR,ONBMR~~~~~A,S
H,ON,C,ZAR,ONZAR~~~~~A,V
H,ON,C,MGL,ONMGL~~~~~N,V
L,ON,A,ZOR,ONZOR~~~~~A,N
H,ON,C,WDG,ONWDG~~~~~N,N
M,ON,C,CHD,ONCHD~~~~~A,N
M,QC,C,TMY,QCTMY22000A,S
I,QC,B,MSY,QCMSY22000A,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,C,TMY,QCTMY22000A,S
I,QC,B,MSY,QCMSY22000A,S
M,QC,C,CVX,QCCVX22000N,V
M,QC,B,PGY,QCPGY12000N,S
M,QC,B,LLB,QCLLB40000A,N
L,QC,A,LBI,QCLBI40H00A,N
M,QC,B,PGY,QCPGY12000N,S
L,QC,A,SGD,QCSGD10000A,V
M,QC,C,TMY,QCTMY22000A,S
I,QC,B,MSY,QCMSY22000A,S
M,QC,C,CVX,QCCVX22000N,V
M,QC,C,LMA,QCLMA22000N,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,B,PGY,QCPGY12000N,S
M,QC,C,CVX,QCCVX22000N,V
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,ORS,QCORS41000A,N
L,QC,A,MHU,QCMHU20000A,N
L,QC,A,KRK,QCKRK40000A,S
B13,QC,A,TNF,QCTNF70000N,N
M,QC,D,CVX,QCCVX22000N,V
M,QC,C,LMA,QCLMA22000N,S
B13,QC,A,TNM,QCTNM80000N,N
U,QC,A,LPC,QCLPC40000A,S
M,QC,B,PGY,QCPGY12000N,S
M,QC,C,TMY,QCTMY22000A,S
I,QC,B,MSY,QCMSY22000A,S
M,QC,B,CVX,QCCVX22000N,V
L,QC,A,BPU,QCBPU22000N,V
B13,QC,A,TNM,QCTNM80000N,N
M,QC,D,SNG,QCSNG23000N,V
M,QC,C,SNG,QCSNG23000N,V
U,QC,A,MOI,QCMOI10000A,N
U,QC,A,MTA,QCMTA11000A,S
U,QC,B,MOI,QCMOI10000A,N
H,QC,C,SNG,QCSNG23000N,V
L,QC,A,GGN,QCGGN20000N,N
H,QC,E,ARR,QCARR20000N,N
B13,QC,A,TNM,QCTNM80000N,N
M,QC,D,TMY,QCTMY22000A,S
R,QC,C,MIT,QCMIT12000N,S
L,QC,A,MOI,QCMOI10000A,N
L,QC,A,ALU,QCALU30000A,N
M,QC,B,IVR,QCIVR10000A,N
L,QC,A,BVI,QCBVI10000N,N
B13,QC,A,TNM,QCTNM80000N,N
U,QC,A,IVR,QCIVR10000A,N
D,QC,A,OTW,QCOTW10000N,N
U,QC,A,BBF,QCBBF30000A,N
M,QC,B,IVR,QCIVR10000A,N
M,QC,B,PTC,QCPTC30000A,N
L,QC,A,DHU,QCDHU40000A,N
L,QC,A,BVI,QCBVI10000N,N
M,QC,B,IVR,QCIVR10000A,N
U,QC,B,MOI,QCMOI10000A,N
M,QC,B,PTC,QCPTC30000A,N
M,QC,B,PTC,QCPTC30000A,N
D,QC,B,CPU,QCCPU50000A,N
M,QC,B,PTC,QCPTC30000A,N
U,QC,B,MOI,QCMOI10000A,N
U,QC,A,PNG,QCPNG10000N,N
L,QC,A,MOI,QCMOI10000A,N
B13,QC,A,TNM,QCTNM80000N,N
U,QC,A,BBF,QCBBF30000A,N
L,QC,A,MTF,QCMTF40000A,N
L,QC,A,LHU,QCLHU30000A,N
U,QC,A,BBF,QCBBF30000A,N
M,QC,B,IVR,QCIVR10000A,N
M,QC,B,GTU,QCGTU23000N,V
U,QC,A,IVR,QCIVR10000A,N
D,QC,B,BCT,QCBCT30000A,N
U,QC,A,IVR,QCIVR10000A,N
M,QC,C,GTU,QCGTU23000N,V
U,QC,A,BBF,QCBBF30000A,N
L,QC,A,MTF,QCMTF40000A,N
U,QC,A,SGB,QCSGB21000A,S
L,QC,A,MOI,QCMOI10000A,N
M,QC,B,GDO,QCGDO20000A,S
U,QC,A,SGB,QCSGB21000A,S
L,QC,A,MOI,QCMOI10000A,N
U,QC,A,IVR,QCIVR10000A,N
U,QC,A,RIP,QCRIP10000A,V
U,QC,A,PDM,QCPDM20000A,N
M,QC,B,LOS,QCLOS22000A,V
M,QC,D,GTU,QCGTU23000N,V
U,QC,A,PTC,QCPTC30000A,N
M,QC,D,LKF,QCLKF23000N,V
U,QC,A,PTC,QCPTC30000A,N
L,QC,A,DHU,QCDHU40000A,N
U,QC,A,PTC,QCPTC30000A,N
L,QC,A,DHU,QCDHU40000A,N
L,QC,A,SSL,QCSSL50000A,N
D,QC,A,RDU,QCRDU50000A,N
M,QC,D,GTU,QCGTU23000N,V
M,QC,B,LOS,QCLOS22000A,V
M,QC,B,SAO,QCSAO23000N,V
M,QC,B,LOS,QCLOS22000A,V
L,QC,A,DHU,QCDHU40000A,N
U,QC,A,PTC,QCPTC30000A,N
L,QC,A,MOI,QCMOI10000A,N
U,QC,A,SGB,QCSGB21000A,S
I,QC,A,PTC,QCPTC30000A,N
L,QC,A,DHU,QCDHU40000A,N
U,QC,A,FAR,QCFAR33000A,V
U,QC,A,ARR,QCARR30000N,N
U,QC,A,PDM,QCPDM20000A,N
I,QC,A,PTC,QCPTC30000A,N
M,QC,C,LKF,QCLKF23000N,V
M,QC,B,LOS,QCLOS22000A,V
L,QC,A,AHG,QCAHG10000N,N
U,QC,A,SNS,QCSNS10000A,N
U,QC,B,XXX,QCXXX10000A,N
U,QC,A,SNS,QCSNS10000A,N
U,QC,A,FAR,QCFAR33000A,V
L,QC,A,AHG,QCAHG10000N,N
M,QC,B,SAO,QCSAO23000N,V
L,QC,A,SJU,QCSJU10000A,N
M,QC,C,LKF,QCLKF23000N,V
U,QC,A,FAR,QCFAR33000A,V
U,QC,A,SBE,QCSBE32000A,S
D,QC,A,OTW,QCOTW10000N,N
U,QC,A,SNS,QCSNS10000A,N
U,QC,A,FAR,QCFAR33000A,V
M11,QC,A,MEH,QCMEH90000N,N
I,QC,A,PTC,QCPTC30000A,N
L,QC,A,DHU,QCDHU40000A,N
B13,QC,A,TNM,QCTNM80000N,N
U,QC,A,IVR,QCIVR10000A,N
L,QC,A,MOI,QCMOI10000A,N
D,QC,B,BCT,QCBCT30000A,N
L,QC,A,MTF,QCMTF40000A,N
L,QC,A,MOI,QCMOI10000A,N
R,QC,B,SFU,QCSFU22000A,V
B13,QC,A,TNM,QCTNM80000N,N
M,QC,D,SNG,QCSNG23000N,V
H,QC,E,SNG,QCSNG23000N,V
M,QC,B,IVR,QCIVR10000A,N
U,QC,B,MTA,QCMTA11000A,S
U,QC,A,PNG,QCPNG10000N,N
M,QC,B,GDO,QCGDO20000A,S
U,QC,B,SGB,QCSGB21000A,S
M,QC,B,GDO,QCGDO20000A,S
R,QC,B,SFU,QCSFU22000A,V
M,QC,B,LOS,QCLOS22000A,V
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,GGN,QCGGN20000N,N
M,QC,B,LKF,QCLKF23000N,V
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,MSY,QCMSY22000A,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,B,TMY,QCTMY22000A,S
L,QC,A,GGN,QCGGN20000N,N
H,QC,E,ARR,QCARR20000N,N
M,QC,B,TMY,QCTMY22000A,S
R,QC,B,MIT,QCMIT12000N,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,D,TMY,QCTMY22000A,S
H,QC,E,ARR,QCARR20000N,N
B13,QC,A,TNM,QCTNM80000N,N
I,QC,A,MSY,QCMSY22000A,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,B,TMY,QCTMY22000A,S
I,QC,A,MSY,QCMSY22000A,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,D,SNG,QCSNG23000N,V
H,QC,E,ARR,QCARR20000N,N
M,QC,D,ARR,QCARR20000N,N
M,QC,C,TMY,QCTMY22000A,S
B13,QC,A,TNM,QCTNM80000N,N
M,QC,B,SGT,QCSGT12000N,S
L,QC,A,HFU,QCHFU11000A,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,PAT,QCPAT10000A,N
L,QC,A,SIO,QCSIO10000N,N
M,QC,D,TMY,QCTMY22000A,S
M,QC,D,ARR,QCARR30000N,N
M,QC,B,TLL,QCTLL30000A,N
L,QC,A,ALM,QCALM30000A,N
B13,QC,A,TNM,QCTNM80000N,N
M,QC,B,TLL,QCTLL30000A,N
L,QC,A,ALM,QCALM30000A,N
M,QC,B,TLL,QCTLL30000A,N
L,QC,A,ALM,QCALM30000A,N
B13,QC,A,TNM,QCTNM80000N,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,HFU,QCHFU11000A,N
S04,QC,A,MEM,QCMEM80000N,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,LPO,QCLPO20000A,N
L,QC,A,HFU,QCHFU11000A,N
B13,QC,A,TNM,QCTNM80000N,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,TUP,QCTUP10000A,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,BLG,QCBLG20000A,N
R,QC,C,MIT,QCMIT12000N,S
L,QC,A,PAT,QCPAT10000A,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,TUP,QCTUP10000A,N
M,QC,B,TLL,QCTLL30000A,N
M,QC,C,ARR,QCARR30000N,N
B13,QC,A,TNH,QCTNH90000N,N
S04,QC,A,MEM,QCMEM80000N,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,ALM,QCALM30000A,N
M,QC,B,TLL,QCTLL30000A,N
U,QC,B,DDD,QCDDD10000A,N
M11,QC,A,MEH,QCMEH90000N,N
L,QC,A,LPO,QCLPO20000A,N
L,QC,A,SMD,QCSMD20000A,N
B13,QC,A,TNM,QCTNM80000N,N
L,QC,A,PAT,QCPAT10000A,N
L,QC,A,TUP,QCTUP10000A,N
L,QC,A,SIO,QCSIO10000N,N
R,QC,C,MIT,QCMIT12000N,S
L,QC,A,BLG,QCBLG20000A,N
L,QC,A,DBU,QCDBU20000A,N
M,QC,B,TLL,QCTLL30000A,N
D,QC,C,LUH,QCLUH50000A,N
B13,QC,A,TNM,QCTNM80000N,N
M,QC,B,TLL,QCTLL30000A,N
L,QC,A,HBV,QCHBV50H00A,N
M,QC,B,TLL,QCTLL30000A,N
D,QC,C,LUH,QCLUH50000A,N
M,QC,B,TLL,QCTLL30000A,N
L,QC,A,HBV,QCHBV50H00A,N
M,QC,C,TMY,QCTMY22000A,S
M,QC,D,ARR,QCARR30000N,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,HBV,QCHBV50H00A,N
M,QC,B,TLL,QCTLL30000A,N
L,QC,A,ALM,QCALM30000A,N
S04,QC,A,MEM,QCMEM80000N,N
L,QC,A,HBV,QCHBV50H00A,N
R,QC,C,GGO,QCGGO12000A,S
M,QC,B,LFQ,QCLFQ10000N,N
M,QC,B,LUH,QCLUH50000A,N
M,QC,B,TLL,QCTLL30000A,N
H,QC,E,ARR,QCARR20000N,N
H,QC,E,TMY,QCTMY22000A,S
H,NF,D,RKL,NFRKL~~~~~N,N
H,NF,D,RKL,NFRKL~~~~~N,N
U,NF,B,RKL,NFRKL~~~~~N,N
B09,NF,A,GUL,NFGULE1~~~N,U
B09,NF,A,GUL,NFGULE1~~~N,U
U,NF,A,CCV,NFCCVE3~~~N,V
S,NF,D,SMO,NFSMOE1~~~N,V
M,NF,C,CCV,NFCCVE3~~~N,U
H,NF,C,CCV,NFCCVE1~~~N,U
B09,NF,A,GUL,NFGULE1~~~N,U
U,NF,A,CCV,NFCCVE3~~~N,U
H,NF,C,CCV,NFCCVE1~~~N,U
H,NF,C,CCV,NFCCVE1~~~N,U
H,NF,C,CCV,NFCCVE1~~~N,U
H,NF,C,CCV,NFCCVE1~~~N,U
B09,NF,A,GUL,NFGULE1~~~N,N
U,NF,A,SLY,NFSLYE1~~~N,N
B09,NF,A,GUL,NFGULE1~~~N,U
U,NF,A,SLY,NFSLYE1~~~N,N
B09,NF,A,GUL,NFGULE1~~~N,U
U,NF,A,SLY,NFSLYE2~~~N,N
B09,NF,A,GUL,NFGULE1~~~N,N
H,NF,D,CCV,NFCCVE1~~~N,U
B07,NF,A,GUL,NFGULE1~~~N,U
U,NF,B,SLY,NFSLYE2~~~N,N
B07,NF,A,GUL,NFGULE1~~~N,U
U,NF,B,SLY,NFSLYE2~~~N,N
B07,NF,A,GUL,NFGULE1~~~N,U
U,NF,B,SLY,NFSLYE2~~~N,N
H,NF,C,CCV,NFCCVE1~~~N,V
B07,NF,A,GUL,NFGULE1~~~N,U
U,NF,B,SLY,NFSLYE2~~~N,N
R,NF,D,RKL,NFRKL~~~~~N,N
H,NF,D,SMO,NFSMOE1~~~N,V
R,NF,D,RKL,NFRKL~~~~~N,N
H,NF,D,SMO,NFSMOE1~~~N,V
R,NF,D,RKL,NFRKL~~~~~N,N
H,NF,D,SMO,NFSMOE1~~~N,V
R,NF,D,RKL,NFRKL~~~~~N,N
H,NF,D,SMO,NFSMOE1~~~N,V
R,NF,D,BYR,NFBYR~~~~~N,V
H,NF,D,SMO,NFSMOE1~~~N,V
H,NF,D,RKL,NFRKL~~~~~N,N
H,NF,C,SMO,NFSMOE1~~~N,V
F11,NF,A,RAL,NFRALE1~~~N,N
H,NF,D,RKL,NFRKL~~~~~N,N
R,NF,D,LMD,NFLMDE2~~~N,V
R,NF,D,RKL,NFRKL~~~~~N,N
H,NF,D,SMO,NFSMOE1~~~N,V
H,NF,C,LMD,NFLMDE2~~~N,V
H,NF,D,RKL,NFRKL~~~~~N,N
M,NF,D,SMO,NFSMOE5~~~N,V
H,NF,D,RKL,NFRKL~~~~~N,N
S,NF,D,SMO,NFSMOE1~~~N,V
M,NF,C,CCV,NFCCVE3~~~N,U
H,NF,D,SMO,NFSMOE1~~~N,V
H,NF,D,RKL,NFRKL~~~~~N,N
