LOCSF,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
U,AB,A,LVK,ABLVK~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
H,AB,B,HRR,ABHRR~~~~~N,S
U,AB,A,ALG,ABALG~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,JSN,ABJSN~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
B13,AB,A,MRN,ABMRN~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
B13,AB,A,MRN,ABMRN~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,LVK,ABLVK~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
U,AB,B,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
B14,AB,A,MRN,ABMRN~~~~~N,N
D,AB,D,ZRB,ABZRB~~~~~N,S
T,AB,A,ZAV,ABZAV~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,STP,ABSTP~~~~~N,S
U,AB,A,LVK,ABLVK~~~~~N,S
U,AB,A,ALG,ABALG~~~~~N,N
B14,AB,A,MRN,ABMRN~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,ALG,ABALG~~~~~N,N
U,AB,A,LVK,ABLVK~~~~~N,S
U,AB,A,ALG,ABALG~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
B07,AB,A,MKW,ABMKW~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
B07,AB,A,MKW,ABMKW~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,DOV,ABDOV~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,SLN,ABSLN~~~~~N,N
B14,AB,A,SBN,ABSBN~~~~~N,N
U,AB,A,PLM,ABPLM~~~~~A,N
M,AB,B,BBN,ABBBN~~~~~A,S
M,AB,B,ECY,ABECY~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
M,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,BRY,ABBRY~~~~~N,S
U,AB,B,ECY,ABECY~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
H,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,BRY,ABBRY~~~~~N,S
U,AB,A,ECY,ABECY~~~~~N,N
U,AB,B,MNS,ABMNS~~~~~N,S
U,BC,B,DMT,BCDMT~~~~~A,S
U,BC,B,LOD,BCLOD~~~~~A,N
U,BC,B,EDS,BCEDS~~~~~A,N
L,BC,A,EAG,BCEAG~~~~~A,N
U,BC,A,SMO,BCSMO~~~~~A,N
R,AB,B,HRT,ABHRT~~~~~N,N
F13,AB,A,EGL,ABEGL~~~~~N,N
B13,AB,A,KNZ,ABKNZ~~~~~N,N
U,AB,A,DVS,ABDVS~~~~~A,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
H,AB,B,BBN,ABBBN~~~~~A,S
B13,AB,A,MSR,ABMSR~~~~~N,N
U,AB,B,CAL,ABCAL~~~~~N,S
U,AB,B,EGO,ABEGO~~~~~A,S
H,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,B,CAL,ABCAL~~~~~N,S
H,AB,B,BBN,ABBBN~~~~~A,S
U,AB,B,ECY,ABECY~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,B,CAL,ABCAL~~~~~N,S
H,AB,B,BBN,ABBBN~~~~~A,S
U,AB,B,ECY,ABECY~~~~~N,N
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,B,BBN,ABBBN~~~~~A,S
U,AB,B,ECY,ABECY~~~~~N,N
B13,AB,A,MSR,ABMSR~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
H,AB,B,MCK,ABMCK~~~~~N,N
U,AB,A,BAN,ABBAN~~~~~N,N
B13,AB,A,MSR,ABMSR~~~~~N,N
H,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,ASP,ABASP~~~~~N,S
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,BTR,ABBTR~~~~~N,S
H,AB,C,WAP,ABWAP~~~~~N,N
H,AB,B,BAN,ABBAN~~~~~N,N
B13,AB,A,MSR,ABMSR~~~~~N,N
H,AB,C,BBN,ABBBN~~~~~A,S
U,AB,A,BTR,ABBTR~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,A,CAL,ABCAL~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,ASP,ABASP~~~~~N,S
U,AB,A,BTR,ABBTR~~~~~N,S
L,AB,A,IOS,ABIOS~~~~~N,N
U,AB,B,CAL,ABCAL~~~~~N,S
H,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,BTR,ABBTR~~~~~N,S
B13,AB,A,KNZ,ABKNZ~~~~~N,N
U,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,SST,ABSST~~~~~A,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,ASP,ABASP~~~~~N,S
U,AB,A,BTR,ABBTR~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,BTR,ABBTR~~~~~N,S
L,AB,A,IOS,ABIOS~~~~~N,N
B13,AB,A,KNZ,ABKNZ~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
B13,AB,A,KNZ,ABKNZ~~~~~N,N
U,AB,B,CAL,ABCAL~~~~~N,S
U,AB,B,ECY,ABECY~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
M,AB,B,BBN,ABBBN~~~~~A,S
M,AB,B,ECY,ABECY~~~~~N,N
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,SIP,ABSIP~~~~~N,N
M,AB,B,BBN,ABBBN~~~~~A,S
M,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,A,CAL,ABCAL~~~~~N,S
U,AB,A,BRY,ABBRY~~~~~N,S
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,B,BBN,ABBBN~~~~~A,S
U,AB,B,COS,ABCOS~~~~~A,S
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,B,BBN,ABBBN~~~~~A,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
B13,AB,A,MUS,ABMUS~~~~~N,N
U,AB,B,ASP,ABASP~~~~~N,S
U,AB,B,PEA,ABPEA~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
H,AB,C,BBN,ABBBN~~~~~A,S
B13,AB,A,MSR,ABMSR~~~~~N,N
H,AB,C,ECY,ABECY~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
U,AB,B,BTR,ABBTR~~~~~N,S
U,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,END,ABEND~~~~~N,N
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,B,BBN,ABBBN~~~~~A,S
U,AB,B,ECY,ABECY~~~~~N,N
U,AB,A,MNS,ABMNS~~~~~N,S
B13,AB,A,MSR,ABMSR~~~~~N,N
U,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,BTR,ABBTR~~~~~N,S
U,AB,A,CAL,ABCAL~~~~~N,S
B13,AB,A,MSR,ABMSR~~~~~N,N
U,AB,A,END,ABEND~~~~~N,N
U,AB,A,HPE,ABHPE~~~~~A,N
U,AB,B,BEN,ABBEN~~~~~A,S
F13,AB,A,EGL,ABEGL~~~~~N,N
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,HVN,ABHVN~~~~~N,S
U,AB,A,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,A,HVN,ABHVN~~~~~N,S
B14,AB,A,MUS,ABMUS~~~~~N,N
U,AB,B,HRR,ABHRR~~~~~N,S
F13,AB,A,MLD,ABMLD~~~~~N,N
U,AB,A,HVN,ABHVN~~~~~N,S
D,AB,C,HUB,ABHUB~~~~~A,S
D,AB,E,DPV,ABDPV~~~~~N,N
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,C,HAT,ABHAT~~~~~N,S
M,AB,C,ASL,ABASL~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,HAT,ABHAT~~~~~N,S
U,AB,B,ASL,ABASL~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,SKY,ABSKY~~~~~N,S
H,AB,B,ABC,ABABC~~~~~A,S
B13,AB,A,BLA,ABBLA~~~~~N,N
H,AB,B,GOG,ABGOG~~~~~N,S
U,AB,B,ABC,ABABC~~~~~A,S
U,AB,B,COS,ABCOS~~~~~A,S
F13,AB,A,SLN,ABSLN~~~~~N,N
B13,AB,A,TCK,ABTCK~~~~~N,N
F13,AB,A,SLN,ABSLN~~~~~N,N
B14,AB,A,SBN,ABSBN~~~~~N,N
U,AB,B,ABC,ABABC~~~~~A,S
U,AB,A,COS,ABCOS~~~~~A,S
M,AB,C,ABC,ABABC~~~~~A,S
M,AB,B,COS,ABCOS~~~~~A,S
F13,AB,A,SLN,ABSLN~~~~~N,N
B13,AB,A,TCK,ABTCK~~~~~N,N
I,AB,E,ZUN,ABZUN~~~~~N,S
H,AB,B,ABC,ABABC~~~~~A,S
H,AB,B,TNW,ABTNW~~~~~N,V
F13,AB,A,SLN,ABSLN~~~~~N,N
B13,AB,A,TCK,ABTCK~~~~~N,N
F13,AB,A,SLN,ABSLN~~~~~N,N
U,AB,B,ABC,ABABC~~~~~A,S
B14,AB,A,SBN,ABSBN~~~~~N,N
U,AB,A,OWR,ABOWR~~~~~N,N
H,AB,B,ABC,ABABC~~~~~A,S
H,AB,B,COS,ABCOS~~~~~A,S
F13,AB,A,SLN,ABSLN~~~~~N,N
B13,AB,A,TCK,ABTCK~~~~~N,N
H,AB,B,ABC,ABABC~~~~~A,S
U,AB,A,NWB,ABNWB~~~~~A,U
F13,AB,A,SLN,ABSLN~~~~~N,N
B14,AB,A,TCK,ABTCK~~~~~N,N
H,AB,C,ABC,ABABC~~~~~A,S
H,AB,C,GOG,ABGOG~~~~~N,S
F13,AB,A,SLN,ABSLN~~~~~N,N
B13,AB,A,TCK,ABTCK~~~~~N,N
U,AB,A,LAV,ABLAV~~~~~N,N
F13,AB,A,SLN,ABSLN~~~~~N,N
U,AB,A,OWR,ABOWR~~~~~N,N
U,AB,A,AMK,ABAMK~~~~~N,N
H,AB,C,ABC,ABABC~~~~~A,S
H,AB,C,COS,ABCOS~~~~~A,S
F13,AB,A,SLN,ABSLN~~~~~N,N
H,AB,B,LCY,ABLCY~~~~~A,S
U,AB,A,FNC,ABFNC~~~~~N,N
F13,AB,A,MNT,ABMNT~~~~~N,N
F13,AB,A,CTW,ABCTW~~~~~N,N
H,AB,B,NIT,ABNIT~~~~~N,N
B14,AB,A,TMK,ABTMK~~~~~N,N
U,AB,A,EDW,ABEDW~~~~~N,S
F13,AB,A,MNT,ABMNT~~~~~N,N
B14,AB,A,BLA,ABBLA~~~~~N,N
U,AB,B,NTW,ABNTW~~~~~N,N
U,AB,A,TGL,ABTGL~~~~~A,N
U,AB,A,TGL,ABTGL~~~~~A,N
U,AB,A,FNC,ABFNC~~~~~N,N
F13,AB,A,MNT,ABMNT~~~~~N,N
F13,AB,A,MNT,ABMNT~~~~~N,N
U,AB,B,TGL,ABTGL~~~~~A,N
U,AB,A,FNC,ABFNC~~~~~N,N
U,AB,B,LIZ,ABLIZ~~~~~N,N
H,AB,B,NTW,ABNTW~~~~~N,N
F13,AB,A,MNT,ABMNT~~~~~N,N
B13,AB,A,BLA,ABBLA~~~~~N,N
U,AB,A,LVT,ABLVT~~~~~N,S
H,AB,B,TGL,ABTGL~~~~~A,N
U,AB,A,END,ABEND~~~~~N,N
F13,AB,A,MNT,ABMNT~~~~~N,N
U,AB,A,AMK,ABAMK~~~~~N,N
U,AB,A,ELP,ABELP~~~~~N,N
F13,AB,A,MNT,ABMNT~~~~~N,N
R,AB,B,NIT,ABNIT~~~~~N,N
D,AB,C,ABC,ABABC~~~~~A,S
D,AB,B,FNC,ABFNC~~~~~N,N
F13,AB,A,SLN,ABSLN~~~~~N,N
U,AB,A,ABC,ABABC~~~~~A,S
U,AB,A,FNC,ABFNC~~~~~N,N
F13,AB,A,SLN,ABSLN~~~~~N,N
U,AB,A,TGL,ABTGL~~~~~A,N
U,AB,A,LVT,ABLVT~~~~~N,S
F13,AB,A,MNT,ABMNT~~~~~N,N
H,AB,B,KTH,ABKTH~~~~~A,N
F13,AB,A,MNT,ABMNT~~~~~N,N
U,AB,A,MYW,ABMYW~~~~~A,N
U,AB,A,RVN,ABRVN~~~~~A,N
T,BC,B,SUC,BCSUC~~~~~A,N
T,BC,B,LYX,BCLYX~~~~~A,N
L,BC,A,OTC,BCOTC~~~~~A,N
D,BC,E,ATT,BCATT~~~~~N,S
T,BC,B,BYL,BCBYL~~~~~A,N
D,BC,E,ZON,BCZON~~~~~N,S
M,BC,C,MLY,BCMLY~~~~~A,S
U,BC,B,COD,BCCODp~~~~A,N
I,BC,C,CYU,BCCYU~~~~~A,N
U,BC,A,GOS,BCGOS~~~~~A,N
M,BC,D,MLY,BCMLYli~~~N,S
S,BC,E,ZON,BCZON~~~~~N,S
M,BC,C,MLY,BCMLY~~~~~A,S
I,BC,B,HNH,BCHNH~~~~~A,N
I,BC,B,FLS,BCFLS~~~~~A,S
L,BC,A,SIP,BCSIP~~~~~A,N
L,BC,A,COD,BCCODp~~~~A,N
I,BC,D,ZON,BCZON~~~~~N,S
U,BC,B,SUC,BCSUC~~~~~A,N
S,BC,E,ATT,BCATT~~~~~N,S
S,BC,E,SEM,BCSEM~~~~~N,S
L,BC,A,EAG,BCEAG~~~~~A,N
U,BC,B,LYX,BCLYX~~~~~A,N
U,BC,B,COD,BCCODp~~~~A,N
H,BC,C,NUN,BCNUN~~~~~A,N
U,BC,B,OTC,BCOTC~~~~~A,N
I,BC,C,FLS,BCFLS~~~~~A,S
I,BC,C,MLY,BCMLY~~~~~A,S
L,BC,A,SIP,BCSIP~~~~~A,N
U,BC,B,NUN,BCNUN~~~~~A,N
S,BC,E,ZON,BCZON~~~~~N,S
I,BC,B,HNH,BCHNH~~~~~A,N
I,BC,B,FLS,BCFLS~~~~~A,S
L,BC,A,SIP,BCSIP~~~~~A,N
M,BC,D,MLY,BCMLYli~~~N,S
S,BC,E,HSH,BCHSHvl~~~N,V
M,BC,D,MLY,BCMLY~~~~~A,S
M,AB,C,BBN,ABBBN~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
U,AB,B,BRY,ABBRY~~~~~N,S
M,AB,B,COS,ABCOS~~~~~A,S
I,BC,C,FLS,BCFLS~~~~~A,S
I,BC,C,KSK,BCKSK~~~~~N,S
B14,BC,A,KEZ,BCKEZ~~~~~N,N
T,BC,B,LOD,BCLOD~~~~~A,N
T,BC,C,NUN,BCNUN~~~~~A,N
L,BC,A,COD,BCCODp~~~~A,N
I,BC,B,FLS,BCFLS~~~~~A,S
L,BC,A,SIP,BCSIP~~~~~A,N
L,BC,A,COD,BCCODp~~~~A,N
S,BC,E,ZON,BCZON~~~~~N,S
M,BC,B,HZM,BCHZM~~~~~A,S
U,AB,B,BRY,ABBRY~~~~~N,S
M,BC,B,DMT,BCDMT~~~~~A,S
U,AB,A,SIP,ABSIP~~~~~N,N
L,BC,A,SIP,BCSIP~~~~~A,N
F13,AB,A,CGA,ABCGA~~~~~N,N
M,BC,B,CDE,BCCDE~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
S,BC,E,SEM,BCSEM~~~~~N,S
U,BC,B,DVS,BCDVS~~~~~A,N
I,BC,C,DVU,BCDVU~~~~~A,N
I,BC,D,ZON,BCZON~~~~~N,S
I,BC,C,HNH,BCHNH~~~~~A,N
U,BC,B,ALV,BCALV~~~~~A,N
M,AB,B,BBN,ABBBN~~~~~A,S
U,AB,A,MNS,ABMNS~~~~~N,S
F13,AB,A,CGA,ABCGA~~~~~N,N
M,AB,B,SAD,ABSAD~~~~~N,S
M,BC,C,LOD,BCLOD~~~~~A,N
M,BC,C,MLY,BCMLY~~~~~A,S
M,AB,C,BBN,ABBBN~~~~~A,S
U,AB,B,MNS,ABMNS~~~~~N,S
M,AB,D,TPE,ABTPE~~~~~N,S
M,AB,C,BBN,ABBBN~~~~~A,S
U,AB,B,MNS,ABMNS~~~~~N,S
M,AB,D,TPE,ABTPE~~~~~N,S
M,BC,B,MLY,BCMLY~~~~~A,S
M,BC,B,FLS,BCFLS~~~~~A,S
M,AB,C,HNL,ABHNL~~~~~N,S
L,BC,A,EAG,BCEAG~~~~~A,N
B14,BC,A,KEZ,BCKEZ~~~~~N,N
M,AB,C,ASL,ABASL~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,BC,B,HAM,BCHAM~~~~~A,S
M,BC,B,THU,BCTHU~~~~~N,S
R,BC,C,HSH,BCHSH~~~~~N,S
U,AB,B,BCR,ABBCR~~~~~N,N
U,AB,B,ERS,ABERS~~~~~N,N
B13,AB,A,FKE,ABFKE~~~~~N,N
H,AB,B,PRS,ABPRS~~~~~N,N
H,AB,B,ASL,ABASL~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,FXC,ABFXC~~~~~A,S
D,AB,C,ASL,ABASL~~~~~N,S
D,AB,D,COP,ABCOP~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,B,HUB,ABHUB~~~~~A,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,B,HAT,ABHAT~~~~~N,S
U,AB,A,SKY,ABSKY~~~~~N,S
D,AB,E,DPV,ABDPV~~~~~N,N
D,AB,C,TML,ABTML~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
U,AB,A,TML,ABTML~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,SKY,ABSKY~~~~~N,S
U,AB,B,HUB,ABHUB~~~~~A,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,HAT,ABHAT~~~~~N,S
U,AB,A,SKY,ABSKY~~~~~N,S
U,AB,A,MSH,ABMSH~~~~~A,N
B13,AB,A,FKE,ABFKE~~~~~N,N
L,AB,A,IOS,ABIOS~~~~~N,N
U,AB,B,TML,ABTML~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,SKY,ABSKY~~~~~N,S
U,AB,B,NHL,ABNHL~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,JUY,ABJUY~~~~~N,S
M,AB,C,HUB,ABHUB~~~~~A,S
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,B,NHL,ABNHL~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,SKY,ABSKY~~~~~N,S
M,AB,C,WHY,ABWHY~~~~~N,S
U,AB,B,WND,ABWND~~~~~N,N
U,AB,B,BLK,ABBLK~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,PCM,ABPCM~~~~~N,S
T,AB,B,JRV,ABJRV~~~~~N,S
L,AB,A,IOS,ABIOS~~~~~N,N
B13,AB,A,FKE,ABFKE~~~~~N,N
D,AB,D,ZUN,ABZUN~~~~~N,S
U,AB,B,BLR,ABBLR~~~~~N,N
R,AB,B,PRS,ABPRS~~~~~N,S
I,AB,B,ZUN,ABZUN~~~~~N,S
F13,AB,A,MNT,ABMNT~~~~~N,N
D,AB,E,DPV,ABDPV~~~~~N,N
U,AB,B,HAT,ABHAT~~~~~N,S
U,AB,B,TML,ABTML~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,C,TML,ABTML~~~~~N,S
M,AB,C,HAT,ABHAT~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,SKY,ABSKY~~~~~N,S
D,AB,C,HUB,ABHUB~~~~~A,S
U,AB,A,SKY,ABSKY~~~~~N,S
D,AB,D,TML,ABTML~~~~~N,S
S,AB,E,COP,ABCOP~~~~~N,S
S,AB,E,DPV,ABDPV~~~~~N,N
M,AB,B,HAT,ABHAT~~~~~N,S
M,AB,B,HUB,ABHUB~~~~~A,S
U,AB,A,SKY,ABSKY~~~~~N,S
U,AB,A,WNC,ABWNC~~~~~N,S
D,AB,C,TML,ABTML~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
D,AB,D,PGS,ABPGS~~~~~N,S
M,AB,B,HUB,ABHUB~~~~~A,S
U,AB,A,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,B,HAT,ABHAT~~~~~N,S
M,AB,B,HUB,ABHUB~~~~~A,S
M,AB,B,HAT,ABHAT~~~~~N,S
U,AB,A,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,C,HUB,ABHUB~~~~~A,S
M,AB,D,COP,ABCOP~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,SKY,ABSKY~~~~~N,S
H,AB,C,HUB,ABHUB~~~~~A,S
U,AB,B,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
D,AB,C,HUB,ABHUB~~~~~A,S
D,AB,B,BLK,ABBLK~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,MKY,ABMKY~~~~~A,S
D,AB,D,TML,ABTML~~~~~N,S
D,AB,E,COP,ABCOP~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,D,JUY,ABJUY~~~~~N,S
S,AB,E,NHL,ABNHLst~~~N,V
S,AB,E,DPV,ABDPV~~~~~N,N
U,AB,B,SKY,ABSKY~~~~~N,S
D,AB,D,NHL,ABNHL~~~~~N,S
D,AB,D,COP,ABCOP~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,C,HSY,ABHSY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,B,PTO,ABPTO~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
D,AB,D,ASL,ABASL~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
D,AB,D,COP,ABCOP~~~~~N,S
D,AB,D,NHL,ABNHL~~~~~N,S
D,AB,E,COP,ABCOP~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,C,ASL,ABASL~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
M,AB,D,TOR,ABTOR~~~~~N,N
B13,AB,A,FKE,ABFKE~~~~~N,N
D,AB,E,NHL,ABNHL~~~~~N,S
D,AB,E,COP,ABCOP~~~~~N,S
U,AB,B,SKY,ABSKY~~~~~N,S
D,AB,E,TOR,ABTOR~~~~~N,N
D,AB,D,ASL,ABASL~~~~~N,S
D,AB,D,TOR,ABTOR~~~~~N,N
U,AB,B,SKY,ABSKY~~~~~N,S
L,AB,A,STT,ABSTT~~~~~N,S
B14,AB,A,FKE,ABFKE~~~~~N,N
D,AB,E,DPV,ABDPV~~~~~N,N
D,AB,D,NHL,ABNHL~~~~~N,S
M,AB,B,NHL,ABNHL~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,SKY,ABSKY~~~~~N,S
T,AB,B,JRV,ABJRV~~~~~N,S
F13,AB,A,NTN,ABNTN~~~~~N,N
U,AB,B,BCR,ABBCR~~~~~N,N
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,C,WHY,ABWHY~~~~~N,S
M,AB,B,HNL,ABHNL~~~~~N,S
U,AB,A,ERH,ABERH~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,D,HNL,ABHNL~~~~~N,S
M,AB,C,WHY,ABWHY~~~~~N,S
U,AB,A,ERH,ABERH~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
U,AB,A,ERH,ABERH~~~~~N,S
M,AB,B,HNL,ABHNL~~~~~N,S
U,AB,B,PTO,ABPTO~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
M,AB,C,WHY,ABWHY~~~~~N,S
M,AB,D,HNL,ABHNL~~~~~N,S
U,AB,A,ERH,ABERH~~~~~N,S
M,AB,C,MPH,ABMPH~~~~~N,S
M,AB,B,HNL,ABHNL~~~~~N,S
U,AB,A,ERH,ABERH~~~~~N,S
B13,AB,A,FKE,ABFKE~~~~~N,N
D,AB,D,HUB,ABHUB~~~~~A,S
D,AB,D,HAT,ABHAT~~~~~N,S
D,AB,D,GRN,ABGRN~~~~~N,S
F13,AB,A,NTN,ABNTN~~~~~N,N
U,AB,B,HAT,ABHAT~~~~~N,S
