AtcoCode,CommonName,Landmark,ModificationDateTime,Notes,StopType
1800OMBS002,Oldham Central Bus Station,WEST STREET,2005-05-24T00:00:00,,BCS
1800OMBS0B1,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMBS0D1,Oldham Central Bus Station,Oldham Central Bus Station,2017-02-06T12:16:04,INDICATOR AMENDED,BCS
1800NEQ0311,Oldham Central Bus Station,CHEAPSIDE,2007-12-20T00:00:00,,BCQ
1800OMBS001,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMBS0E1,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMBS0F1,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMBS0G1,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800NEQ0321,Oldham Central Bus Station,CHEAPSIDE,2007-12-20T00:00:00,,BCQ
1800OMBS0A1,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMBS0H1,Oldham Central Bus Station,Oldham Central Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMBS0C1,Oldham Central Bus Station,Oldham Central Bus Station,2017-02-06T13:46:10,INDICATOR AMENDED,BCS
1800OMBS0A,Oldham Central Bus Station Stand A,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0B,Oldham Central Bus Station Stand B,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0C,Oldham Central Bus Station Stand C,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0D,Oldham Central Bus Station Stand D,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0E,Oldham Central Bus Station Stand E,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0F,Oldham Central Bus Station Stand F,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0G,Oldham Central Bus Station Stand G,WEST STREET,2007-08-28T00:00:00,,BCS
1800OMBS0H,Oldham Central Bus Station Stand H,WEST STREET,2007-08-28T00:00:00,,BCS
1800ED00891,Oldham College,RING OF FEATHER,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800ED15491,Oldham College,COLLEGE,2008-03-27T00:00:00,INDICATOR AMENDED,BCT
1800ED00901,Oldham College,OLDHAM COLLEGE,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800SGH1282,Oldham Drive,GEORGE LANE,2007-11-01T00:00:00,,BCT
1800SGH1281,Oldham Drive,GEORGE LANE,2007-11-01T00:00:00,,BCT
1800ED10631,Oldham Golf Club,GOLF CLUB,2007-11-01T00:00:00,,BCT
1800ED11151,Oldham Golf Club,HOUSE 103,2007-11-01T00:00:00,,BCT
1800ED11152,Oldham Golf Club,WILDMOOR AVE,2006-05-24T00:00:00,,BCT
1800ZZMAOKS1,Oldham King St (Manchester Metrolink),,2013-12-16T00:00:00,,TMU
1800ZZMAOKS2,Oldham King St (Manchester Metrolink),,2013-12-16T00:00:00,,TMU
1800ZZMAOKS3,Oldham King St (Manchester Metrolink),,2013-12-16T00:00:00,,TMU
1800EDR0661,Oldham Mumps,OLDHAM WAY,2005-05-24T00:00:00,,RSE
1800ZZMAOMP1,Oldham Mumps (Manchester Metrolink),,2012-02-16T00:00:00,,TMU
1800ZZMAOMP3,Oldham Mumps (Manchester Metrolink),,2014-05-23T00:00:00,,TMU
1800ZZMAOMP2,Oldham Mumps (Manchester Metrolink),,2014-05-23T00:00:00,,TMU
1800ZZMAOMP4,Oldham Mumps (Manchester Metrolink),,2014-05-23T00:00:00,,TMU
1800OSBSML1,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBSMN1,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBS001,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBSMJ1,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBSMM1,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBSMH1,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBSMK1,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OSBS002,Oldham Mumps Bridge Bus Station,Oldham Mumps Bridge Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800ED15111,Oldham Mumps Interchange,INTERCHANGE,2014-12-11T00:00:00,STOP LOCATION AMENDED,BCT
1800ED15121,Oldham Mumps Interchange,INTERCHANGE,2014-12-11T00:00:00,STOP LOCATION AMENDED,BCT
1800ED15141,Oldham Mumps Interchange,INTERCHANGE,2014-12-11T00:00:00,STOP LOCATION AMENDED,BCT
1800ED15131,Oldham Mumps Interchange,INTERCHANGE,2014-12-11T00:00:00,STOP LOCATION AMENDED,BCT
1800ED15151,Oldham Mumps Interchange,INTERCHANGE,2014-12-11T00:00:00,STOP LOCATION AMENDED,BCT
1800ED02021,Oldham Mumps Interchange,INTERCHANGE,2014-12-11T00:00:00,STOP LOCATION AMENDED,BCT
1800OLDHAMM0,Oldham Mumps Rail Station (closed),,2005-02-02T00:00:00,,RSE
1800EH21581,Oldham R,OP DALE GROVE,2007-11-01T00:00:00,,BCT
1800EH18151,Oldham Rd,Swimming Pool,,,BCT
1800ED45401,Oldham Rd,ROAD JUNCTION,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800ED45411,Oldham Rd,CHIMES COURT,2007-11-01T00:00:00,,BCT
1800ED13511,Oldham Rd,NR CANAL,2011-01-13T00:00:00,STOP REMOVED,BCT
1800ED13521,Oldham Rd,NR OPEN LAND,2011-01-13T00:00:00,STOP REMOVED,BCT
1800ED04291,Oldham Rd,HOUSE 7,2007-11-01T00:00:00,,BCT
1800EB33311,Oldham Rd,DEPOT,2007-11-01T00:00:00,,BCT
1800NE17351,Oldham Rd,HOUSE 13,2007-11-01T00:00:00,,BCT
1800EH07001,Oldham Rd,HOUSE 125,2007-11-01T00:00:00,,BCT
1800ED24051,Oldham Rd,HOUSE 17,2007-11-01T00:00:00,,BCT
1800NE00921,Oldham Rd,SCHOOL,2007-11-01T00:00:00,,BCT
1800EB24341,Oldham Rd,CAR PARK,2007-11-01T00:00:00,,BCT
1800EB11881,Oldham Rd,HOUSE 4,2007-11-01T00:00:00,,BCT
1800NE49661,Oldham Rd,HORNET CLOSE,2007-11-01T00:00:00,,BCT
1800NE32641,Oldham Rd,HOUSE 9,2010-03-10T00:00:00,LOCATION AMENDED,BCT
1800EH21571,Oldham Rd,GARAGES,2007-11-01T00:00:00,,BCT
1800EB32301,Oldham Rd,FLATS,2007-11-01T00:00:00,,BCT
1800NE49651,Oldham Rd,FLATS 1-7,2008-04-23T00:00:00,INDICATOR AMENDED,BCT
1800EB32191,Oldham Rd,LAYBY,2010-10-15T00:00:00,NAME AMENDED,BCT
1800NE08351,Oldham Rd,HOUSE 42,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800ED04301,Oldham Rd,HOUSE 31,2007-11-01T00:00:00,,BCT
1800EHH1182,Oldham Rd,OLDHAM ROAD,2007-11-01T00:00:00,,BCT
1800EH14801,Oldham Rd,,2007-11-01T00:00:00,,BCT
1800EB32781,Oldham Rd,SHOPS,2010-10-15T00:00:00,NAME AMENDED,BCT
1800EB32201,Oldham Rd,WAREHOUSE,2010-10-15T00:00:00,NAME AMENDED,BCT
1800NE17071,Oldham Rd,NEWSAGENTS,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800ED12271,Oldham Rd,,2007-11-01T00:00:00,,BCT
1800ED12281,Oldham Rd,,2007-11-01T00:00:00,,BCT
1800EH14791,Oldham Rd,HOUSE 13,2010-10-21T00:00:00,INDICATOR AMENDED,BCT
1800ED24041,Oldham Rd,SUBSTATION,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800ED16771,Oldham Rd,DRYCLOUGH MANOR,2007-11-01T00:00:00,,BCT
1800NE01011,Oldham Rd,NOWSTER PUB,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800EHH1181,Oldham Rd (NE Bnd),OLDHAM ROAD,2010-10-29T00:00:00,DIRECTION AMENDED,BCT
1800EDH3342,Oldham Rd (to define route),M60/Oldham Rd (to define route),2008-08-01T00:00:00,NAME AMENDED,BCT
1800EDH3341,Oldham Rd (to define route),M60/Oldham Rd (to define route),2008-08-01T00:00:00,NAME AMENDED,BCT
1800NEH1501,Oldham Road,OLDHAM ROAD,2007-11-01T00:00:00,,BCT
1800NEH1502,Oldham Road,OLDHAM ROAD,2007-11-01T00:00:00,,BCT
1800EDH0822,Oldham Sixth Form College (to def route),CROSSBANK ST,2007-11-01T00:00:00,,BCT
1800EDH0821,Oldham Sixth Form College (to def route),CROSSBANK ST,2007-11-01T00:00:00,,BCT
1800EB01331,Oldham St,MORRISONS,2015-11-22T00:00:00,STOP LOCATION AMENDED,BCS
1800EB07691,Oldham St,BUILDING NO 3,2011-09-21T00:00:00,NAME AMENDED,BCT
1800EH36341,Oldham St,CAR PARK,2010-04-19T00:00:00,INDICATOR AMENDED,BCT
1800EB01341,Oldham St,OXFAM,2010-10-15T00:00:00,NAME AMENDED,BCS
1800ED00471,Oldham Way,SCHOOL FIELD,2007-11-01T00:00:00,,BCT
1800EDH1801,Oldham Way (to define route),SLIP ROAD,2007-11-01T00:00:00,,BCT
1800EDH1811,Oldham Way (to define route),ASHTON ROAD,2010-10-29T00:00:00,STOP REMOVED,BCT
1800EDH1812,Oldham Way (to define route),ASHTON ROAD,2010-10-29T00:00:00,STOP REMOVED,BCT
1800EDH1581,Oldham Way (to define route),FEATHERSTALL RD,2007-11-01T00:00:00,,BCT
1800EDR0671,Oldham Werneth,PASS STREET,2005-05-24T00:00:00,,RSE
1800OLDHAMW0,Oldham Werneth Rail Station (closed),,2005-02-02T00:00:00,,RSE
1800OLDHAMW1,Oldham Werneth Rail Station (closed),,2005-02-02T00:00:00,,RSE
1800NEQ0331,Oldham West Street Bus Station,WEST ST,2007-12-20T00:00:00,,BCQ
1800OMWS001,Oldham West Street Bus Station,Oldham West Street Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMWS0L1,Oldham West Street Bus Station,Oldham West Street Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMWS0M1,Oldham West Street Bus Station,Oldham West Street Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMWS0K1,Oldham West Street Bus Station,Oldham West Street Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800NEQ0341,Oldham West Street Bus Station,WEST ST,2007-12-20T00:00:00,,BCQ
1800OMWS002,Oldham West Street Bus Station,OP CHEAPSIDE,2005-05-24T00:00:00,,BCS
1800OMWS0J1,Oldham West Street Bus Station,Oldham West Street Bus Station,2008-07-09T00:00:00,INDICATOR AMENDED,BCS
1800OMWS0J,Oldham West Street Bus Station Stand J,OP CHEAPSIDE,2007-08-28T00:00:00,,BCS
1800OMWS0K,Oldham West Street Bus Station Stand K,OP CHEAPSIDE,2007-08-28T00:00:00,,BCS
1800OMWS0L,Oldham West Street Bus Station Stand L,OP CHEAPSIDE,2007-08-28T00:00:00,,BCS
1800OMWS0M,Oldham West Street Bus Station Stand M,OP CHEAPSIDE,2007-08-28T00:00:00,,BCS
1800OMWST11,Oldham West Street Bus Station Stand T1,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWST21,Oldham West Street Bus Station Stand T2,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWA1,Oldham West Street Bus Station Stand Wa,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWB1,Oldham West Street Bus Station Stand Wb,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWD1,Oldham West Street Bus Station Stand Wd,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWE1,Oldham West Street Bus Station Stand We,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWF1,Oldham West Street Bus Station Stand Wf,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWG1,Oldham West Street Bus Station Stand Wg,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWH1,Oldham West Street Bus Station Stand Wh,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWI1,Oldham West Street Bus Station Stand Wi,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWJ1,Oldham West Street Bus Station Stand Wj,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800OMWSWK1,Oldham West Street Bus Station Stand Wk,OP CHEAPSIDE,2006-09-01T00:00:00,,BCS
1800NEH1861,Oldmill St (to define route),OLDMILL STREET,2007-11-01T00:00:00,,BCT
1800NEH1862,Oldmill St (to define route),OLDMILL STREET,2007-11-01T00:00:00,,BCT
1800SG38161,Oldmoor Rd,CAR WASH,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800SG38151,Oldmoor Rd,RAILWAY BRIDGE,2015-06-16T00:00:00,LOCATION AMENDED,BCT
1800WKH1231,Ollerton Cl (SWbnd),OLLERTON CLOSE,2010-05-05T00:00:00,DIRECTION AMENDED,BCT
1800WKH1232,Ollerton Close,OLLERTON CLOSE,2010-03-29T00:00:00,INDICATOR AMENDED,BCT
1800SB08701,Olympic House,OLYMPIC HOUSE,2007-11-01T00:00:00,,BCT
1800NF03911,Ontario Basin,CAR PARK,2007-11-01T00:00:00,,BCT
1800NF03921,Ontario Basin,TRAM LINE,2007-11-01T00:00:00,,BCT
1800ED16911,Oozewood Rd,IND UNITS,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800ED16901,Oozewood Rd,HOUSE 341,2007-11-01T00:00:00,,BCT
1800EDH1092,Oozewood Road,KINGSTON DRIVE,2007-11-01T00:00:00,,BCT
1800EDH1091,Oozewood Road (Ebnd),KINGSTON DRIVE,2010-10-09T00:00:00,DIRECTION AMENDED,BCT
1800EDH3681,Oozewood Road (Wbnd),Oozewood Road (Wbnd),2010-10-09T00:00:00,,BCT
1800NC33551,Openshaw Park,CAR DEALERSHIP,2014-10-15T00:00:00,STOP NAME AMENDED,BCT
1800NC33561,Openshaw Park,HOUSE 385,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800WA42191,Openshaw Place,,2014-02-26T00:00:00,indicator amended,BCT
1800NB29871,Opera House,OPERA HOUSE,2014-09-25T00:00:00,STOP LOCATION AMENDED,BCT
1800NF28001,opp. Public Footpath,OPP HSE 300,2007-11-01T00:00:00,,BCT
1800NF01171,Optimum House,OPTIMUM HOUSE,2007-11-01T00:00:00,,BCT
1800NC41891,Orange Hill Rd,SEALAND HOUSE,2010-03-30T00:00:00,INDICATOR AMENDED,BCT
1800NC41721,Orange Hill Rd,HOUSE 327,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NCH4201,Orange Hill Road,BURY OLD ROAD,2007-11-01T00:00:00,,BCT
1800NCH4202,Orange Hill Road,BURY OLD ROAD,2007-11-01T00:00:00,,BCT
1800NF27941,Orchard Ave,PROPERTY 318,2007-11-01T00:00:00,,BCT
1800NF27931,Orchard Ave,HOUSE 39,2007-11-01T00:00:00,,BCT
1800ED17931,Orchard Rd,BROADBENT CLUB,2010-04-16T00:00:00,INDICATOR AMENDED,BCT
1800SGH3241,Orchard Rd (Ebd),Orchard Rd (Ebd),2007-11-01T00:00:00,,BCT
1800SGH3261,Orchard Rd (Wbd),Orchard Rd (Wbd),2007-11-01T00:00:00,,BCT
1800WK01941,Orchard St,,2014-02-18T00:00:00,indicator amended,BCT
1800NEH2341,Orchard St (N bnd),ROCHDALE RD E,2007-11-01T00:00:00,,BCT
1800NEH2331,Orchard St (S bnd),Orchard St (S bnd),2011-02-10T00:00:00,LOCATION AMENDED,BCT
1800NEH2342,Orchard Street,ROCHDALE RD E,2007-11-01T00:00:00,,BCT
1800WF40541,Ordsall Ave,HOUSE 55,2014-02-18T00:00:00,indicator amended,BCT
1800NF01732,Ordsall District Centre,BROWFIELD AVE,2006-05-19T00:00:00,,BCT
1800NF05211,Ordsall District Ctr,HEALTH CENTRE,2011-03-03T00:00:00,indicator amended,BCT
1800NF01731,Ordsall District Ctr,HEALTH CENTRE,2011-03-03T00:00:00,indicator amended,BCT
1800NF30011,Ordsall Hall,ORDSALL HALL,2009-05-14T00:00:00,INDICATOR AMENDED,BCT
1800NF30021,Ordsall Hall,SUB STATION,2016-05-13T00:00:00,STOP LOCATION AMENDED,BCT
1800NF29971,Ordsall Ln,MT CARMEL CRT,2007-11-01T00:00:00,,BCT
1800NF30261,Ordsall Ln,SHELL PETRL STN,2007-11-01T00:00:00,,BCT
1800SG08011,Orion Business Park,BUSINESS PARK,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SG07981,Orion Business Pk,BOWLING GRN,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800WA43301,Orlando St,HOUSE 75,2014-02-24T00:00:00,indicator amended,BCT
1800WA15751,Orlando Street,BEACON HOUSE,2007-11-01T00:00:00,,BCT
1800WAH3582,Orlando Street (to define route),Orlando Street (to define route),2008-08-22T00:00:00,NAME AMENDED,BCT
1800WAH3581,Orlando Street (to define route),Orlando Street (to define route),2008-08-22T00:00:00,NAME AMENDED,BCT
1800WA43631,Ormond St,SMITHY BRIDGE,2014-02-21T00:00:00,indicator amended,BCT
1800WK04111,Ormskirk Rd,,2014-02-17T00:00:00,indicator amended,BCT
1800WK07121,Ormskirk Rd,HOUSE 2A,2014-02-13T00:00:00,indicator amended,BCT
1800WK10181,Ormskirk Rd,,2015-11-22T00:00:00,STOP LOCATION AMENDED,BCT
1800WK04121,Ormskirk Rd,ALDI,2014-02-17T00:00:00,indicator amended,BCT
1800WKR0751,Orrell,STATION AVENUE,2005-05-24T00:00:00,,RSE
1800WK04581,Orrell Council Offices,COUNCIL OFFICES,2007-11-01T00:00:00,,BCT
1800WK04591,Orrell Post,HAIRDRESSERS,2007-11-01T00:00:00,,BCT
1800WK04561,Orrell Post,POLICE STN,2007-11-01T00:00:00,,BCT
1800WK04571,Orrell Post,HOUSE 15,2007-11-01T00:00:00,,BCT
1800ORRELL0,Orrell Rail Station,,2005-02-02T00:00:00,,RSE
1800WK06911,Orrell St,HIGHWAYS DEPOT,2014-02-13T00:00:00,indicator amended,BCT
1800WK04761,Orrell Stn,RAIL STATION,2007-11-01T00:00:00,,BCT
1800WK03151,Orrell Stn,RAIL STATION,2014-02-18T00:00:00,indicator amended,BCT
1800WK04772,Orrell Water Park,SANDY LANE,2006-05-24T00:00:00,,BCT
1800WK04771,Orrell Water Pk,HOUSE 37,2014-02-17T00:00:00,indicator amended,BCT
1800WK08631,Orrell Water Pk,WATER PARK,2014-02-17T00:00:00,indicator amended,BCT
1800SGH2311,Orrishmere Rd (Sbd),Orrishmere Rd (Sbd),2007-11-01T00:00:00,,BCT
1800SB47511,Orton Rd,HOUSE 163,2015-02-06T00:00:00,NAME AMENDED,BCT
1800SB42501,Orton Rd,HOUSE 3,2007-11-01T00:00:00,,BCT
1800SB41511,Orton Rd,PARK,2007-11-01T00:00:00,,BCT
1800SB41521,Orton Rd,PARK,2007-11-01T00:00:00,,BCT
1800WK37231,Osborne Gr,SPARE GROUND,2007-11-01T00:00:00,,BCT
1800SG39621,Osborne Gr,,2014-02-24T00:00:00,INDICATOR AMENDED,BCT
1800ED08621,Osborne Rd,O/S HOUSE 29,2007-11-01T00:00:00,,BCT
1800ED08611,Osborne Rd,HOUSE 153,2010-09-16T00:00:00,LOCATION AMENDED,BCT
1800WK45811,Osborne Rd,HOUSE 140,2007-11-01T00:00:00,,BCT
1800SG06531,Osborne Rd,HOUSE 35,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800WKH1741,Osborne Road,OSBORNE ROAD,2007-11-01T00:00:00,,BCT
1800WKH1731,Osborne Road,OSBORNE ROAD,2007-11-01T00:00:00,,BCT
1800WKH1732,Osborne Road,OSBORNE ROAD,2007-11-01T00:00:00,,BCT
1800WKH1742,Osborne Road,OSBORNE ROAD,2007-11-01T00:00:00,,BCT
1800NB08511,Osborne St,FLATS,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800NB08521,Osborne St,OSBORNE HOUSE,2010-04-20T00:00:00,INDICATOR AMENDED,BCT
1800WK37241,Osbourne Gr,HOUSE 38,2007-11-01T00:00:00,,BCT
1800WF40631,Oscott Ave,,2014-02-18T00:00:00,indicator amended,BCT
1800WF40621,Oscott Ave,,2014-02-18T00:00:00,indicator amended,BCT
1800NC41641,Ostrich Ln,HOUSE 41,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800NC41631,Ostrich Ln,HOUSE 54,2010-04-23T00:00:00,INDICATOR AMENDED,BCT
1800EB02661,Oswald St,CHESHIRE CHEESE,2007-11-01T00:00:00,,BCT
1800SG10351,Oswald St,PROPERTY 506,2016-06-10T00:00:00,STOP LOCATION AMENDED,BCT
1800NC34841,Oswestry Cl,HOUSE 86,2007-11-01T00:00:00,,BCT
1800NC34851,Oswestry Cl,HOUSE 84,2007-11-01T00:00:00,,BCT
1800ED10951,Otago St,LAUDERETTE,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800ED10941,Otago St,OPP HOUSE 227,2007-11-01T00:00:00,,BCT
1800SG14541,Otterburn Pl,,2014-02-18T00:00:00,INDICATOR AMENDED,BCT
1800SGH1931,Otterspool Road,VALE ROAD,2007-11-01T00:00:00,,BCT
1800SGH1932,Otterspool Road,VALE ROAD,2007-11-01T00:00:00,,BCT
1800NE00731,Oulder Hill Sch,OULDER HILL SCH,2010-04-24T00:00:00,INDICATOR AMENDED,BCT
1800NE05051,Oulder Hill Sch,OULDER HILL SCH,2010-12-09T00:00:00,REMOVED,BCT
1800NE00732,Oulder Hill School,OULDER HILL SCH,2006-01-20T00:00:00,,BCT
1800NEH0331,Oulder Hill Upper School,Oulder Hill Upper School,2009-05-20T00:00:00,MAIN ROAD AMENDED,BCT
1800NEH0332,Oulder Hill Upper School,Oulder Hill Upper School,2009-05-20T00:00:00,MAIN ROAD AMENDED,BCT
1800NE26601,Our Lady's Church,SCHOOL,2010-04-26T00:00:00,INDICATOR AMENDED,BCT
1800NBH1001,Our Lady's RC High School,ALWORTH ROAD,2007-11-01T00:00:00,,BCT
1800NBH1002,Our Lady's RC High School,ALWORTH ROAD,2015-10-12T00:00:00,,BCT
1800WKH1141,Our Ladys RC Primary School,HAIGH ROAD,2010-05-07T00:00:00,REMOVED,BCT
1800WKH1142,Our Ladys RC Primary School,HAIGH ROAD,2010-05-07T00:00:00,REMOVED,BCT
1800NCH2961,Outward Road (to def rte),JOHNSON STREET,2007-11-01T00:00:00,,BCT
1800NCH2962,Outward Road (to def rte),JOHNSON STREET,2007-11-01T00:00:00,,BCT
1800SBH1232,Outwood Lane,RINGWAY RD WEST,2007-11-01T00:00:00,,BCT
1800SBH1871,Outwood Lane (Nth - def rte),Outwood Lane (Nth - def rte),2010-06-17T00:00:00,,BCT
1800SBH1231,Outwood Lane (Sth bd - def rte),RINGWAY RD WEST,2007-11-01T00:00:00,,BCT
1800SBH1022,Outwood Lane West (to define route),RINGWAY RD WEST,2010-06-18T00:00:00,REMOVED,BCT
1800SBH1021,Outwood Lane West (to define route),RINGWAY RD WEST,2010-06-18T00:00:00,REMOVED,BCT
1800NC33781,Outwood Rd,,2010-01-18T00:00:00,INDICATOR AMENDED,BCT
1800NC33791,Outwood Rd,HOUSE 32A,2007-11-01T00:00:00,,BCT
1800WF39451,Overdale,HOUSE 20,2014-02-20T00:00:00,indicator amended,BCT
1800WFH0171,Overdale (Parkfield School),Overdale (Parkfield School),2007-11-01T00:00:00,,BCT
1800WFH0172,Overdale (Parkfield School),Overdale (Parkfield School),2007-11-01T00:00:00,,BCT
1800SGH2341,Overdale Rd (SWbd),Overdale Rd (SWbd),2007-11-01T00:00:00,,BCT
1800NE07391,Overdell Drive,HOUSE 89,2016-01-13T00:00:00,STOP NAME AMENDED,BCT
1800NE21771,Overt St,SHOP,2007-11-01T00:00:00,,BCT
1800EB07841,Owen's Park,UNI CAMPUS,2015-11-22T00:00:00,STOP LCATION AMENDED,BCT
1800WK01541,Owens Farm,FARM,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800WK01551,Owens Farm,FARM,2013-05-21T00:00:00,INDICATOR AMENDED,BCT
1800EBH0612,Owens Park Campus Internal Road,REDSHAW CLOSE,2005-05-24T00:00:00,,BCT
1800NC20831,Owlerbarrow Rd,HOUSE 451,2014-10-15T00:00:00,STOP NAME AMENDED,BCT
1800WF40191,Owlwood Dr,HOUSE 96,2014-02-19T00:00:00,indicator amended,BCT
1800WF40181,Owlwood Dr,HOUSE 111,2014-02-19T00:00:00,indicator amended,BCT
1800WA17361,Ox Hey Lane,HOUSE 24,2007-11-01T00:00:00,,BCT
1800WKH4921,Oxburgh Rd (NWbnd),OXBURGH RD,2016-04-04T00:00:00,,BCT
1800WKH4911,Oxburgh Rd (SEbnd),OXBURGH ROAD,2016-04-04T00:00:00,,BCT
1800SG37721,Oxford Dr,HOUSE 70,2014-02-17T00:00:00,INDICATOR AMENDED,BCT
1800SG37731,Oxford Dr,HOUSE 81,2007-11-01T00:00:00,,BCT
1800SB18791,Oxford House,Oxford House,2016-12-16T00:00:00,,BCT
1800EH05261,Oxford Park,OLD FOLKS HOME,2008-08-01T00:00:00,INDICATOR AMENDED,BCT
1800EH05271,Oxford Park,TENNIS COURTS,2007-11-01T00:00:00,,BCT
1800EBH1731,Oxford Place,LOWER PARK ROAD,2007-11-01T00:00:00,,BCT
1800SB10511,Oxford Rd,JOHN DALTON SQ,2007-12-10T00:00:00,Stop position corrected,BCT
1800SB14001,Oxford Rd,UNIVERSITY,2007-11-01T00:00:00,,BCT
1800SB02141,Oxford Rd,HSBC,2007-11-01T00:00:00,,BCT
1800SBH1681,Oxford Rd Station Approach(to def route),Oxford Rd Station Approach(to def route),2007-11-01T00:00:00,,BCT
1800SB04911,Oxford Rd Stn,PALACE HOTEL,2007-11-01T00:00:00,,BCT
1800SB12101,Oxford Rd Stn,OXFORD RD RAIL,2007-11-01T00:00:00,,BCT
1800SB04921,Oxford Rd Stn,REVOLUTION,2007-11-01T00:00:00,,BCT
1800SB18781,Oxford Rd Stn,PALACE HOTEL,2016-12-16T00:00:00,,BCT
1800SB06381,Oxford Road Stn,RAIL STATION,2007-11-01T00:00:00,,BCT
1800ED01461,Oxford St,HOUSE 94,2007-11-01T00:00:00,,BCT
1800SB00591,Oxford St,MCDONALDS,2011-03-11T00:00:00,NAME AMENDED,BCT
1800ED08681,Oxford St,HOUSE 197,2010-04-15T00:00:00,INDICATOR AMENDED,BCT
1800SB17451,Oxford St,PALACE THEATRE,2009-10-22T00:00:00,New Temporary Stop,BCT
1800SGH1621,Oxford Way,ATHOL STREET,2007-11-01T00:00:00,,BCT
1800SGH1622,Oxford Way,ATHOL STREET,2007-11-01T00:00:00,,BCT
1800EH04981,Pack Horse Inn,PUBLIC HOUSE,2015-02-06T00:00:00,NAME AMENDED,BCT
