LOCSF,MODIFIER,PROVINCE,SLOPE,SOIL_CODE,SOIL_ID,STONE
D,~~~~~,SK,B,AMC,SKAMC~~~~~A,S
D,~~~~~,SK,D,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,A,AMA,SKAMA~~~~~A,S
U,O~~~~,SK,A,FKG,SKFKGO~~~~N,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
U,~~~~~,SK,A,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,KNC,SKKNC~~~~~A,N
U,~~~~~,SK,A,KHC,SKKHC~~~~~A,S
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,KHE,SKKHE~~~~~A,S
D,~~~~~,SK,B,RWA,SKRWA~~~~~N,U
U,O~~~~,SK,A,CTG,SKCTGO~~~~N,U
U,GO~~~,SK,A,FKA,SKFKAGO~~~N,U
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,G~~~~,SK,A,AVS,SKAVSG~~~~A,U
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
D,~~~~~,SK,B,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,AVS,SKAVS~~~~~A,U
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
D,~~~~~,SK,B,RWG,SKRWG~~~~~N,U
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,AVS,SKAVS~~~~~A,U
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,A~~~~,SK,A,WWA,SKWWAA~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,C,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,C,ADC,SKADC~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,C,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,A~~~~,SK,A,WWA,SKWWAA~~~~A,N
U,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,ADC,SKADC~~~~~A,S
D,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,GO~~~,SK,A,FKA,SKFKAGO~~~N,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
D,A~~~~,SK,A,WWA,SKWWAA~~~~A,N
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
U,A~~~~,SK,A,WWA,SKWWAA~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,AVS,SKAVS~~~~~A,U
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,A~~~~,SK,B,WWA,SKWWAA~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,O~~~~,SK,A,FKG,SKFKGO~~~~N,U
D,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,FAA,SKFAA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,A~~~~,SK,A,WWA,SKWWAA~~~~A,N
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,A,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,ADA,SKADA~~~~~A,S
D,~~~~~,SK,A,AVS,SKAVS~~~~~A,U
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
D,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,D,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,D,JCA,SKJCA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,WKA,SKWKA~~~~~A,S
D,~~~~~,SK,B,AMC,SKAMC~~~~~A,S
D,~~~~~,SK,D,AMC,SKAMC~~~~~A,S
D,~~~~~,SK,B,RWG,SKRWG~~~~~N,U
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,AVG,SKAVG~~~~~N,U
D,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
D,~~~~~,SK,B,FAA,SKFAA~~~~~A,S
D,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,B,FAC,SKFAC~~~~~A,S
D,~~~~~,SK,B,EEA,SKEEA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
D,~~~~~,SK,C,FAA,SKFAA~~~~~A,S
U,S~~~~,SK,A,BMG,SKBMGS~~~~N,U
D,~~~~~,SK,D,HWA,SKHWA~~~~~N,S
D,~~~~~,SK,D,EEA,SKEEA~~~~~A,S
D,~~~~~,SK,D,ZBR,SKZBR~~~~~N,U
U,~~~~~,SK,A,BMG,SKBMG~~~~~N,U
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
D,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
D,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,HS~~~,SK,A,AVA,SKAVAHS~~~A,U
U,~~~~~,SK,A,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,RWG,SKRWG~~~~~N,U
U,HS~~~,SK,A,AVG,SKAVGHS~~~N,U
U,~~~~~,SK,B,FAA,SKFAA~~~~~A,S
U,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
U,~~~~~,SK,B,FAC,SKFAC~~~~~A,S
D,~~~~~,SK,B,EED,SKEED~~~~~A,S
D,~~~~~,SK,A,AVG,SKAVG~~~~~N,U
U,O~~~~,SK,A,GRG,SKGRGO~~~~N,U
U,S~~~~,SK,A,AVG,SKAVGS~~~~N,U
U,GS~~~,SK,A,AVX,SKAVXGS~~~N,U
U,N~~~~,SK,A,CTG,SKCTGN~~~~N,U
U,HS~~~,SK,A,AVS,SKAVSHS~~~A,U
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,~~~~~,SK,A,AVW,SKAVW~~~~~N,U
U,O~~~~,SK,A,GRA,SKGRAO~~~~N,U
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
H,~~~~~,SK,B,APA,SKAPA~~~~~N,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,D,APA,SKAPA~~~~~N,N
H,~~~~~,SK,C,APA,SKAPA~~~~~N,N
H,~~~~~,SK,D,APD,SKAPD~~~~~N,N
U,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,B,VAA,SKVAA~~~~~A,S
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
U,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
H,~~~~~,SK,B,APD,SKAPD~~~~~N,N
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,HTA,SKHTA~~~~~A,N
D,~~~~~,SK,B,APA,SKAPA~~~~~N,N
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,S~~~~,SK,A,AVG,SKAVGS~~~~N,U
U,GS~~~,SK,A,AVX,SKAVXGS~~~N,U
U,S~~~~,SK,A,SCA,SKSCAS~~~~A,N
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,HS~~~,SK,A,AVA,SKAVAHS~~~A,U
U,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,B,APA,SKAPA~~~~~N,N
U,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
U,~~~~~,SK,B,BYA,SKBYA~~~~~A,N
U,~~~~~,SK,A,AVA,SKAVA~~~~~A,U
U,N~~~~,SK,A,CTG,SKCTGN~~~~N,U
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N,S
T,~~~~~,AB,A,BUT,ABBUT~~~~~A,N
T,sa~~~,AB,A,BUT,ABBUTsa~~~A,N
U,~~~~~,AB,A,MSN,ABMSN~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,B,CLR,ABCLR~~~~~A,S
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
M,~~~~~,AB,B,MSN,ABMSN~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,ANO,ABANO~~~~~A,S
M,~~~~~,AB,B,CLR,ABCLR~~~~~A,S
M,~~~~~,AB,B,LYB,ABLYB~~~~~N,N
H,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,ROL,ABROL~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,FMT,ABFMT~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,MAB,ABMAB~~~~~A,S
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N,S
T,~~~~~,AB,A,EXP,ABEXP~~~~~A,N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
M,~~~~~,AB,B,HMS,ABHMS~~~~~A,S
I,~~~~~,AB,A,BUT,ABBUT~~~~~A,N
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N,S
U,~~~~~,AB,B,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
H,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
H,~~~~~,AB,B,HMS,ABHMS~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
L,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
M,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
M,~~~~~,AB,B,HMS,ABHMS~~~~~A,S
I,~~~~~,AB,E,ZUN,ABZUN~~~~~N,S
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N,S
I,~~~~~,AB,A,BUT,ABBUT~~~~~A,N
I,sa~~~,AB,A,BUT,ABBUTsa~~~A,N
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,B,HMS,ABHMS~~~~~A,S
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,MSN,ABMSN~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
U,~~~~~,AB,B,CLR,ABCLR~~~~~A,S
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
U,~~~~~,AB,B,CVD,ABCVD~~~~~A,N
H,~~~~~,AB,C,VST,ABVST~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,A,PUN,ABPUN~~~~~A,S
M,~~~~~,AB,B,MSN,ABMSN~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
M,~~~~~,AB,B,CLR,ABCLR~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
U,~~~~~,AB,A,BUT,ABBUT~~~~~A,N
U,~~~~~,AB,A,WDW,ABWDW~~~~~A,N
H,~~~~~,AB,B,CVD,ABCVD~~~~~A,N
H,~~~~~,AB,A,WTN,ABWTN~~~~~N,N
U,~~~~~,AB,B,MAB,ABMAB~~~~~A,S
U,~~~~~,AB,A,HDY,ABHDY~~~~~A,S
U,~~~~~,AB,A,CFD,ABCFD~~~~~A,S
I,~~~~~,AB,D,ZUN,ABZUN~~~~~N,S
T,~~~~~,AB,A,EXP,ABEXP~~~~~A,N
U,~~~~~,AB,A,ZGW,ABZGW~~~~~N,S
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,B,CVD,ABCVD~~~~~A,N
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
U,~~~~~,AB,B,CVD,ABCVD~~~~~A,N
U,~~~~~,AB,A,CHN,ABCHN~~~~~A,N
U,~~~~~,AB,A,LYB,ABLYB~~~~~N,N
U,~~~~~,AB,A,CVD,ABCVD~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
R,~~~~~,AB,B,VST,ABVST~~~~~A,N
U,~~~~~,AB,A,CVD,ABCVD~~~~~A,N
U,~~~~~,AB,A,BVL,ABBVL~~~~~A,N
R,~~~~~,AB,B,VST,ABVST~~~~~A,N
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,B,FAA,SKFAA~~~~~A,S
H,~~~~~,SK,B,ADC,SKADC~~~~~A,S
H,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,HWW,SKHWW~~~~~N,S
D,~~~~~,SK,C,HWW,SKHWW~~~~~N,S
H,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
D,~~~~~,SK,B,HWA,SKHWA~~~~~N,S
H,~~~~~,SK,C,CHA,SKCHA~~~~~A,S
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,C,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,ADC,SKADC~~~~~A,S
H,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,C,AMC,SKAMC~~~~~A,S
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,C,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,D,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,CHA,SKCHA~~~~~A,S
H,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
R,~~~~~,SK,D,CHA,SKCHA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,A,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,S~~~~,SK,A,BMG,SKBMGS~~~~N,U
D,~~~~~,SK,D,EXW,SKEXW~~~~~N,U
D,~~~~~,SK,D,ZBR,SKZBR~~~~~N,U
D,~~~~~,SK,C,HWW,SKHWW~~~~~N,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
D,~~~~~,SK,C,HWA,SKHWA~~~~~N,S
D,~~~~~,SK,D,HWA,SKHWA~~~~~N,S
H,~~~~~,SK,B,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
H,~~~~~,SK,C,ADC,SKADC~~~~~A,S
H,~~~~~,SK,C,ADO,SKADO~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,D,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
D,~~~~~,SK,C,HWW,SKHWW~~~~~N,S
H,~~~~~,SK,C,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,ADA,SKADA~~~~~A,S
H,~~~~~,SK,D,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,SCA,SKSCA~~~~~A,N
U,~~~~~,SK,A,FXA,SKFXA~~~~~A,N
H,~~~~~,SK,B,HTA,SKHTA~~~~~A,N
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,CHA,SKCHA~~~~~A,S
R,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,C,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,CHA,SKCHA~~~~~A,S
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,ADA,SKADA~~~~~A,S
H,~~~~~,SK,D,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,~~~~~,SK,A,ADA,SKADA~~~~~A,S
H,~~~~~,SK,B,ADA,SKADA~~~~~A,S
R,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
H,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,B,ADC,SKADC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,A,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,WWA,SKWWA~~~~~A,N
H,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,C,ADA,SKADA~~~~~A,S
H,~~~~~,SK,C,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,D,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,ADA,SKADA~~~~~A,S
D,~~~~~,SK,B,FAA,SKFAA~~~~~A,S
H,~~~~~,SK,C,ADC,SKADC~~~~~A,S
D,~~~~~,SK,D,HWW,SKHWW~~~~~N,S
H,~~~~~,SK,D,ADA,SKADA~~~~~A,S
H,~~~~~,SK,D,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,D,ADC,SKADC~~~~~A,S
H,~~~~~,SK,D,HRC,SKHRC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,ADA,SKADA~~~~~A,S
H,~~~~~,SK,D,HRA,SKHRA~~~~~A,S
H,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,ADC,SKADC~~~~~A,S
H,~~~~~,SK,D,HRC,SKHRC~~~~~A,S
H,~~~~~,SK,C,CHA,SKCHA~~~~~A,S
D,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,D,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,C,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,D,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
D,~~~~~,SK,B,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,C,HRA,SKHRA~~~~~A,S
D,~~~~~,SK,B,CHA,SKCHA~~~~~A,S
D,~~~~~,SK,C,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,B,HRC,SKHRC~~~~~A,S
D,~~~~~,SK,B,HRO,SKHRO~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,A,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,C,AMA,SKAMA~~~~~A,S
D,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,A,BKA,SKBKA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,C,AMC,SKAMC~~~~~A,S
D,~~~~~,SK,B,BGA,SKBGA~~~~~A,S
H,~~~~~,SK,A,BKE,SKBKE~~~~~A,S
H,~~~~~,SK,D,AMA,SKAMA~~~~~A,S
H,~~~~~,SK,C,AMA,SKAMA~~~~~A,S
U,~~~~~,SK,A,GXX,SKGXX~~~~~N,U
H,~~~~~,SK,D,AMC,SKAMC~~~~~A,S
H,~~~~~,SK,C,AMC,SKAMC~~~~~A,S
U,~~~~~,SK,A,RAA,SKRAA~~~~~A,N
H,~~~~~,SK,B,AMA,SKAMA~~~~~A,S
